Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
23-Feb-2026 10:00 AM,06-Mar-2026 10:00 AM,23-Feb-2026 10:00 AM,05-Mar-2026 05:30 PM,23-Feb-2026 10:00 AM ,05-Mar-2026 05:30 PM ,23-Feb-2026 10:00 AM,05-Mar-2026 05:30 PM,EXECUTIVE OFFICER,"At/Po/Ps-Kuchinda,Dist-Sambalpur,Odisha","2,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"Repair and Resto. of Pothole 7Nos. Of Road from Gajendra Patel House to Jagannath Patel House, Urmila Naik House to Pradip Patel House, Pitamber Naik House to Manoj Naik House, PWD Road to R Ghosa UP school Backside , PWD Road to Sumit Patel","Repair and Resto. of Pothole 7Nos. Of Road from Gajendra Patel House to Jagannath Patel House, Urmila Naik House to Pradip Patel House, Pitamber Naik House to Manoj Naik House, PWD Road to R Ghosa UP school Backside , PWD Road to Sumit Patel",As per DTCN ,NA ,"3,67,238",Civil Works - Roads,NA ,Tender,90.0,15.0,Ward No-8 NAC Kuchinda,768222.0,NA ,NA ,NA ,OFFICE OF THE NAC KUCHINDA,No ,No,"3,672",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,Municipal Bodies||Kuchinda NAC,KCDA/NAC-9/2025-26,2026_ORULB_126404_8,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,1,3414599,AMIT AGRAWAL,28-Feb-2026 12:58 AM,Rejected-AOC,Rejected,31-Mar-2026 01:50 PM,31-Mar-2026,"INR 367,237.95",15.0,Barun Kumar Sa,31-Mar-2026 01:50 PM,8.pdf (506.00 KB),Work order issued,Pradyut Kumar Mohanty,Internal,"Barun Kumar Sa, Nilamadhab Nag,Manaranjan Suna",Barun Kumar Sa,25-Mar-2026 03:26 PM,techsummary_582304.pdf (633.47 KB),Pradyut Kumar Mohanty,Internal,"Barun Kumar Sa, Nilamadhab Nag , Manaranjan Suna",Barun Kumar Sa,30-Mar-2026 10:46 AM,finsummary_582304.pdf (629.69 KB),Municipal Bodies||Kuchinda NAC,2026_ORULB_126404_8,KCDA/NAC-9/2025-26,"Repair and Resto. of Pothole 7Nos. Of Road from Gajendra Patel House to Jagannath Patel House, Urmila Naik House to Pradip Patel House, Pitamber Naik House to Manoj Naik House, PWD Road to R Ghosa UP school Backside , PWD Road to Sumit Patel",1.0,3419747.0,BISHAL AGRAWAL,INR,"367,237.95",Finance,Admitted,Nilamadhab Nag,09-Mar-2026 11:43 AM,finance_582304.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,AOC,2,3418343,AMIT PRATAP SINGH,04-Mar-2026 11:29 PM,Rejected-AOC,Rejected,31-Mar-2026 01:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3419747,BISHAL AGRAWAL,05-Mar-2026 12:49 PM,Accepted-AOC,Awarded through lottery system,31-Mar-2026 01:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3408516,DIPTI PANDA,24-Feb-2026 10:23 AM,Rejected-AOC,Rejected,31-Mar-2026 01:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3415112,GOBINDA SAHOO,01-Mar-2026 02:08 PM,Rejected-AOC,Rejected,31-Mar-2026 01:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3418420,GOVIND MEHER,04-Mar-2026 07:31 PM,Rejected-AOC,Rejected,31-Mar-2026 01:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3418069,JATINDRA KUMAR SAHOO,04-Mar-2026 02:38 PM,Rejected-AOC,Rejected,31-Mar-2026 01:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3417849,KAPILASH NAYAK,03-Mar-2026 05:36 PM,Rejected-AOC,Rejected,31-Mar-2026 01:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3418446,LAXMI AGRAWAL,04-Mar-2026 07:59 PM,Rejected-AOC,Rejected,31-Mar-2026 01:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3420586,PRAKASH RUDRA SINGH,05-Mar-2026 04:58 PM,Rejected-AOC,Rejected,31-Mar-2026 01:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
