EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,11,3215402,ANANTA PRASAD MALIK,12-Nov-2025 12:15 PM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,12,3210353,Anita Biswal,10-Nov-2025 10:54 PM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,13,3217984,ANSUMAN BHUYAN,12-Nov-2025 04:07 PM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,14,3198641,ASESH NAYAK,08-Nov-2025 06:48 PM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,15,3211740,ASHUTOSH BHUYAN,11-Nov-2025 11:46 AM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,16,3187452,ASISH KUMAR SWAIN,06-Nov-2025 10:13 AM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,17,3217631,BALARAM PRADHAN,12-Nov-2025 03:14 PM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,18,3206950,BARSHA PRIYADARSINI SAHOO,10-Nov-2025 02:07 PM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,19,3169548,Bibhuti Bhusan Mohapatra,02-Nov-2025 07:51 AM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,20,3212181,BIBHUTI BHUSAN NATH,11-Nov-2025 12:36 PM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,21,3189963,BIKASH RANJAN DAS,09-Nov-2025 06:50 PM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,22,3218497,BISWOJIT MALLA,12-Nov-2025 05:58 PM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,23,3218269,CHANDRAKANTA BARAL,12-Nov-2025 05:09 PM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,24,3205036,DEBADISHA PARIJA,10-Nov-2025 09:43 AM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,25,3185842,DEBASIS NANDA,05-Nov-2025 07:24 PM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,26,3214978,DEBI PRASAD PARIDA,11-Nov-2025 08:01 PM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,27,3208922,DHARMANANDA MALLIK,10-Nov-2025 04:59 PM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,28,3198746,GANESH KUMAR SWAIN,08-Nov-2025 07:04 PM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,29,3205178,GYANA RANJAN NAYAK,10-Nov-2025 10:17 AM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,30,3217827,JITENDRA SETHY,12-Nov-2025 03:50 PM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,31,3201246,JYOTIRANJAN SAHOO,09-Nov-2025 01:10 PM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,32,3196970,KAPILADEB ROUT,08-Nov-2025 12:54 PM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,33,3197429,LUCKY RANJAN PATRA,08-Nov-2025 02:43 PM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,34,3218189,MADHUSUDAN SAHOO,12-Nov-2025 04:48 PM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,35,3216722,MAHABIR JENA,12-Nov-2025 12:38 PM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,36,3215653,MAHAVIR BHOL,12-Nov-2025 08:17 AM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,37,3218355,MANAS RANJAN BISWAL,12-Nov-2025 05:35 PM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,38,3214233,MANOJ KABI,11-Nov-2025 05:12 PM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,39,3217877,MANORANJAN RAUT,12-Nov-2025 04:01 PM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,40,3216714,MANORANJAN RAUTARA,12-Nov-2025 12:39 PM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,41,3197649,MILLY SAHOO,08-Nov-2025 03:14 PM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,42,3210255,M/S. DEBASHIS PANDA,10-Nov-2025 10:28 PM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,43,3193209,M/S RANJAN KUMAR BEHERA,10-Nov-2025 06:07 PM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,44,3178699,"M/S. SHREE AGENCIES,PROP.- SUBHASIS JENA",10-Nov-2025 04:28 PM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,45,3217480,NAMITA SAHOO,12-Nov-2025 02:40 PM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,46,3213984,NIHARA RANJAN PAUL,11-Nov-2025 04:31 PM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,47,3217993,NIHAR JENA,12-Nov-2025 04:08 PM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,48,3212779,NIRANJAN NATH,11-Nov-2025 01:38 PM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,49,3216699,NITYANANDA BISWAL,12-Nov-2025 12:34 PM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,50,3218399,PAPU BEHERA,12-Nov-2025 05:51 PM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,51,3216928,Paramjit Jena,12-Nov-2025 01:14 PM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,52,3217140,PRABIN MOHAPATRA,12-Nov-2025 01:45 PM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,53,3218375,PRADIPTA KUMAR MISHRA,12-Nov-2025 05:45 PM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,54,3216483,PRAFULLA KUMAR MISHRA,12-Nov-2025 12:15 PM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,55,3217793,PRAGYAN PARAMITA PARIDA,12-Nov-2025 03:38 PM,Rejected-Finance,Rejected being L2.,15-Dec-2025 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,56,3217690,PRATIMA CONSTRUCTION PROP. SANJAY MOHANTY,12-Nov-2025 03:28 PM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,57,3216384,PRATISHRUTI PRIYADARSHINI,12-Nov-2025 11:46 AM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,58,3213188,PRAVAKAR BEHERA,11-Nov-2025 02:31 PM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,59,3217653,PRAVAT KUMAR MANGARAJ,12-Nov-2025 03:14 PM,Rejected-AOC,Looser of transparent lottery,12-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
