Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage
"Chief Construction Engineer, R.W. Circle, Sunabeda",Internal,"Executive Engineer, DAO, Estimator of Rural Works Division, Koraput Estimator R.W. Circle Sunabeda and P.A. to CCE",Banjuram Hembram,07-Feb-2026 02:16 PM,11-Feb-2026 11:00 AM,techsummary_574550.pdf (1667.46 KB),Finance,CS,Banjuram Hembram,06-Mar-2026 04:58 PM,finance_574550.pdf,BOQ Comparative Chart,1,3353758,ALOK KUMAR BISOYI,15-Jan-2026 03:24 PM,Rejected-AOC,REJECT,06-Mar-2026 05:14 PM,06-Mar-2026,"INR 24,392,589.44",60.0,Banjuram Hembram,06-Mar-2026 05:14 PM,AOCKPTA4.pdf (1939.00 KB),"Award of contract to Sri Deepak Kumar Sahu, A Class Contractor through transparency lottery system.",1.0,3356777.0,DEEPAK KUMAR SAHU,INR,"24,392,589.44",CE RW I||RWCIRCLE-SUNABEDA,2026_CERWI_124209_1,CCERWCSBD-ONLINE-39/2025-26,Periodical Renewal Work of 5 Years Post DLP PMGSY Road A. L037 Hinjeiput to Kechela OR19NBCC67 B. SH4 to Janiguda OR 19 508 C. L061 Mohadeiput to Giriput OR19NBCC66 D. L023 PS Road to Kardiguda OR19NBCC68 PM KPT A4 2025 26 in the District of Koraput,Technical,bidders name,Banjuram Hembram,07-Feb-2026 01:31 PM,technical_574550.pdf,"Chief Construction Engineer, R.W. Circle, Sunabeda",Internal,"Award of contract to Sri Deepak Kumar Sahu, A Class Contractor through transparency lottery system.",Banjuram Hembram,06-Mar-2026 05:03 PM,finsummary_574550.pdf (1015.84 KB),AOC,"2,87,000",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,05-Jan-2026 03:00 PM,17-Jan-2026 11:00 AM,05-Jan-2026 03:00 PM,16-Jan-2026 05:00 PM,05-Jan-2026 03:00 PM ,15-Jan-2026 02:00 PM ,05-Jan-2026 03:00 PM,16-Jan-2026 05:00 PM,11-Feb-2026 11:00 AM,"10,000",0.0,Nil,Nil,No,Chief Construction Engineer,"Rural Works Circle, Sunabeda, At-Sunabeda-1, Near Jagannath Temple, PIN-763001, Dist-Koraput",Periodical Renewal Work of 5 Years Post DLP PMGSY Road A. L037 Hinjeiput to Kechela OR19NBCC67 B. SH4 to Janiguda OR 19 508 C. L061 Mohadeiput to Giriput OR19NBCC66 D. L023 PS Road to Kardiguda OR19NBCC68 PM KPT A4 2025 26 in the District of Koraput,Periodical Renewal Work of 5 Years Post DLP PMGSY Road A. L037 Hinjeiput to Kechela OR19NBCC67 B. SH4 to Janiguda OR 19 508 C. L061 Mohadeiput to Giriput OR19NBCC66 D. L023 PS Road to Kardiguda OR19NBCC68 PM KPT A4 2025 26 in the District of Koraput,NA ,NA ,"2,86,94,000",Civil Works - Roads,NA ,Tender,90.0,60.0,Koraput,764001.0,NA ,NA ,NA ,"Chief Construction Engineer, R.W.Circle, Sunabeda",No ,No,CE RW I||RWCIRCLE-SUNABEDA,CCERWCSBD-ONLINE-39/2025-26,2026_CERWI_124209_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Bid Cost, EMD, RC,PAN, GST, Affidavit regarding correctness, No relation certificate",AOC
,,,,,,,,,,,,,2,3355161,Ankit Kumar Agrawal,15-Jan-2026 02:09 PM,Rejected-AOC,REJECT,06-Mar-2026 05:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Annual Turn over certificate from CA, Similar nature of Work Certificate",AOC
,,,,,,,,,,,,,3,3354368,Banoj kumar patra,15-Jan-2026 10:46 AM,Rejected-AOC,REJECT,06-Mar-2026 05:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machineries and other documents as per DTCN,AOC
,,,,,,,,,,,,,4,3354252,CHANDAN KUMAR BISOI,14-Jan-2026 07:22 PM,Rejected-AOC,REJECT,06-Mar-2026 05:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC
,,,,,,,,,,,,,5,3354046,CHETAN BISOI,14-Jan-2026 05:37 PM,Rejected-AOC,REJECT,06-Mar-2026 05:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3356777,DEEPAK KUMAR SAHU,16-Jan-2026 07:10 AM,Accepted-AOC,"Award of contract to Sri Deepak Kumar Sahu, A Class Contractor through transparency lottery system.",06-Mar-2026 05:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3356749,durlabha nayak,16-Jan-2026 01:58 PM,Rejected-Technical,DISQUALIFIED,07-Feb-2026 02:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3353883,DURMAN MUDULI (S.T),14-Jan-2026 03:21 PM,Rejected-AOC,REJECT,06-Mar-2026 05:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3354343,GANESH PATNAIK,14-Jan-2026 10:15 PM,Rejected-AOC,REJECT,06-Mar-2026 05:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3353461,GOURA CHANDRA ACHARYA,13-Jan-2026 11:59 PM,Rejected-AOC,REJECT,06-Mar-2026 05:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
