S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,"40,000",Yes,fixed,,Nil,Nil,Municipal Bodies||Balliguda N.A.C,EO_BLG.N_06_2025-26,2026_ORULB_126305_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,EXECUTIVE OFFICER,NAC BALLIGUDA,"Construction of Market Complex near YatraPadia,Ward No.4 of NAC Balliguda","Construction of Market Complex near YatraPadia,Ward No.4 of NAC Balliguda",Please refer Tender documents. ,NA ,"40,00,000",Civil Works - Buildings,NA ,Tender,90.0,60.0,NAC BALLIGUDA,762103.0,NA ,NA ,NA ,NAC BALLIGUDA,No ,No,20-Feb-2026 01:00 PM,02-Mar-2026 11:30 AM,20-Feb-2026 01:00 PM,27-Feb-2026 05:00 PM,NA ,NA ,20-Feb-2026 01:00 PM,27-Feb-2026 05:00 PM,"8,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,AS PER DTCN,AOC,23-Mar-2026,"INR 3,958,888",60.0,Bibekanand Dalai,23-Mar-2026 07:18 PM,2.pdf (424.00 KB),1,3414389,AJIT MALLICK,27-Feb-2026 04:34 PM,Rejected-AOC,Rejected,23-Mar-2026 07:18 PM,Gobinda Chandra Pradhan,Internal,Executive Officer Municipal Engineer Asst Engineer Technical Consultant Accountant,Bibekanand Dalai,23-Mar-2026 06:57 PM,techsummary_582004.pdf (338.78 KB),Gobinda Chandra Pradhan,Internal,Executive Officer Municipal Engineer Asst Engineer Technical Consultant Accountant,Bibekanand Dalai,23-Mar-2026 07:02 PM,finsummary_582004.pdf (338.78 KB),Municipal Bodies||Balliguda N.A.C,2026_ORULB_126305_2,EO_BLG.N_06_2025-26,"Construction of Market Complex near YatraPadia,Ward No.4 of NAC Balliguda",1.0,3413452.0,Martina Nayak,INR,"3,958,888",Finance,ok,Bibekanand Dalai,03-Mar-2026 11:21 AM,finance_582004.pdf,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC,,,,,,,2,3413670,"MAMALY ASSOCIATES, PROP SANTOSINI BISWAL",27-Feb-2026 12:32 PM,Rejected-AOC,Rejected,23-Mar-2026 07:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,3413706,MAMATA BEHERA,27-Feb-2026 11:18 AM,Rejected-AOC,Rejected,23-Mar-2026 07:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,3413452,Martina Nayak,27-Feb-2026 08:50 AM,Accepted-AOC,Accepted,23-Mar-2026 07:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,3413176,MINATI BEHERA,26-Feb-2026 07:35 PM,Rejected-AOC,Rejected,23-Mar-2026 07:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,3413943,M/S KANYAKA PARAMESWARI ASSOCIATES,27-Feb-2026 01:01 PM,Rejected-AOC,Rejected,23-Mar-2026 07:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,3413491,M/S SANJUKTA SAHU,27-Feb-2026 09:27 AM,Rejected-AOC,Rejected,23-Mar-2026 07:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,3413902,RANJIT KUMAR PATRA,27-Feb-2026 12:39 PM,Rejected-AOC,Rejected,23-Mar-2026 07:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,3414003,SASHMITARANI PATRA,27-Feb-2026 01:29 PM,Rejected-AOC,Rejected,23-Mar-2026 07:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,3413175,SUPRAVA BEHERA,26-Feb-2026 07:15 PM,Rejected-AOC,Rejected,23-Mar-2026 07:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
