Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"10,000",0.0,Nil,Nil,No,CE RW I||RWCIRCLE-SUNABEDA,CCERWCSBD Online 09/2025-26,2025_CERWI_116245_2,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"6,76,000",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,29-Jul-2025 06:00 PM,08-Aug-2025 11:00 AM,29-Jul-2025 06:00 PM,07-Aug-2025 05:00 PM,29-Jul-2025 06:00 PM ,06-Aug-2025 02:00 PM ,29-Jul-2025 06:00 PM,07-Aug-2025 05:00 PM,24-Oct-2025 11:00 AM,Chief Construction Engineer,"Rural Works Circle, Sunabeda-1, Near Jagannath Temple, PIN-763001, Dist-Koraput",Const. of Right approach of H.L. Bridge over river Indravati Including Relief vent over Existing nallah on RD road to Sadaranga Road in the Dist of Nabarangpur under the scheme Completion of Incomplete roads and Bridges for the year 2024-25.,Const. of Right approach of H.L. Bridge over river Indravati Including Relief vent over Existing nallah on RD road to Sadaranga Road in the Dist of Nabarangpur under the scheme Completion of Incomplete roads and Bridges for the year 2024-25.,N.A ,NA ,"6,75,17,000",Civil Works - Bridges,NA ,Tender,90.0,367.0,NABARANGPUR,764059.0,NA ,NA ,NA ,"Chief Construction Engineer, R.W.Circle, Sunabeda",No ,No,1.0,Fee/PreQual/Technical,.pdf,"Bid Cost, EMD, RC,PAN, GST, Affidavit regarding correctness, No relation certificate",AOC,Technical,bidders name,Rinku Nahak,20-Oct-2025 02:56 PM,technical_547810.pdf,CE RW I||RWCIRCLE-SUNABEDA,2025_CERWI_116245_2,CCERWCSBD Online 09/2025-26,Const. of Right approach of H.L. Bridge over river Indravati Including Relief vent over Existing nallah on RD road to Sadaranga Road in the Dist of Nabarangpur under the scheme Completion of Incomplete roads and Bridges for the year 2024-25.,"Chief Construction Engineer, R.W. Circle, Sunabeda",Internal,"Executive Engineer, DAO, Estimator of Rural Works Division-I, Nabarangpur , Estimator R.W. Circle, Sunabeda and P.A. to CCE",Rinku Nahak,17-Mar-2026 12:44 PM,finsummary_547810.pdf (1099.43 KB),1.0,3026041.0,M/s SHREE INFRA AND CO,INR,"57,396,190.3",1,3027459,JAGANNATH MOHAPATRA,07-Aug-2025 04:57 PM,Rejected-AOC,REJECT,17-Mar-2026 12:50 PM,17-Mar-2026,"INR 57,396,190.3",367.0,Rinku Nahak,17-Mar-2026 12:50 PM,AOCSADARANGA.pdf (921.00 KB),"Award of contract to M/s Shree Infra And Co., A Class Contractor through transparency lottery system","Chief Construction Engineer, R.W. Circle, Sunabeda",Internal,"Executive Engineer, DAO, Estimator of Rural Works Division-I, Nabarangpur , Estimator R.W. Circle, Sunabeda",Rinku Nahak,20-Oct-2025 02:59 PM,24-Oct-2025 11:00 AM,techsummary_547810.pdf (991.06 KB),Finance,cs,Rinku Nahak,17-Mar-2026 12:38 PM,finance_547810.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Annual Turn over certificate from CA, Similar nature of Work Certificate",AOC,,,,,,,,,,,,,,,,,,,,,2,3026241,MS SANDHYA CONSTRUCTION,07-Aug-2025 04:58 PM,Rejected-AOC,REJECT,17-Mar-2026 12:50 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machineries and other documents as per DTCN,AOC,,,,,,,,,,,,,,,,,,,,,3,3026041,M/s SHREE INFRA AND CO,07-Aug-2025 11:51 AM,Accepted-AOC,"Award of contract to M/s Shree Infra And Co., A Class Contractor through transparency lottery system",17-Mar-2026 12:50 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,4,3026950,PRIYABRATA ROUT,07-Aug-2025 02:05 PM,Rejected-Technical,DISQUALIFIED,20-Oct-2025 02:59 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,5,3026192,Sandeep Bisoi,07-Aug-2025 04:54 PM,Rejected-AOC,REJECT,17-Mar-2026 12:50 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,6,3026467,V BHASKAR RAO,07-Aug-2025 03:29 PM,Rejected-Technical,DISQUALIFIED,20-Oct-2025 02:59 PM,,,,,,,,,,,,,,,,,,,,,AOC
