Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Repair and renovation of MRF center at Power House Road in ward No 29 Uditnagar under RMC Rourkela,Works,Please refer Tender documents. ,NA ,"7,28,000",Civil Works - Others,NA ,Tender,90.0,30.0,Rourkela,769012.0,NA ,NA ,NA ,"Rourkela Municipal Corporation, Rourkela",No ,No,Rourkela Municipal Corporation,MC/RMC/41/2025,2025_RMC_122548_11,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"4,000",Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, Affidavit, PAN, GST, EMD, Paper Cost and other documents as per DTCN","Municipal Commissioner, RMC","Rourkela Municipal Corporation, Rourkela",04-Dec-2025 06:00 PM,15-Dec-2025 11:00 AM,04-Dec-2025 06:00 PM,12-Dec-2025 05:00 PM,NA ,NA ,04-Dec-2025 06:00 PM,12-Dec-2025 05:00 PM,"7,280",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,AOC,1,3295550,ANITA SETHI,11-Dec-2025 02:55 PM,Rejected-Technical,By The Tender Committee,31-Jan-2026 01:16 PM,19-Mar-2026,"INR 618,998.13",30.0,Birendra Nanda,19-Mar-2026 01:53 PM,BID41.pdf (6744.00 KB),Awarded to Arati Tripathy,Commissioner,External,"Audit Officer, Executive Engineer, Superintending Engineer, Joint Commissioner",Birendra Nanda,19-Mar-2026 11:22 AM,finsummary_569292.pdf (6744.42 KB),Finance,EMD refund,Birendra Nanda,31-Jan-2026 12:28 PM,finance_569292.pdf,BOQ Comparative Chart,Commissioner,External,"Audit Officer, Executive Engineer, Superintending Engineer, Joint Commissioner",Birendra Nanda,31-Jan-2026 01:16 PM,techsummary_569292.pdf (6744.42 KB),Rourkela Municipal Corporation,2025_RMC_122548_11,MC/RMC/41/2025,Repair and renovation of MRF center at Power House Road in ward No 29 Uditnagar under RMC Rourkela,1.0,3290309.0,ARATI TRIPATHY,INR,"618,998.13",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,2,3292198,ARADHYA CONSTRUCTION,09-Dec-2025 06:34 PM,Rejected-Technical,By The Tender Committee,31-Jan-2026 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3290309,ARATI TRIPATHY,08-Dec-2025 06:56 PM,Accepted-AOC,By The Tender Committee,19-Mar-2026 01:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3293685,BHOLA NATH ROUT,10-Dec-2025 05:08 PM,Rejected-Technical,By The Tender Committee,31-Jan-2026 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3287151,BRAJA MOHAN BEURA,07-Dec-2025 09:48 PM,Rejected-Technical,By The Tender Committee,31-Jan-2026 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3297861,DEBASHIS NAYAK,12-Dec-2025 02:57 PM,Rejected-Technical,By The Tender Committee,31-Jan-2026 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3296707,MANORANJAN JENA,12-Dec-2025 08:53 AM,Rejected-Technical,By The Tender Committee,31-Jan-2026 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3293665,MESSRS MARUTI CONSTRUCTION,10-Dec-2025 05:05 PM,Rejected-Technical,By The Tender Committee,31-Jan-2026 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3292376,PRAMOD KUMAR MOHANTY,11-Dec-2025 08:48 PM,Rejected-Technical,By The Tender Committee,31-Jan-2026 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3296171,RATIKANTA SETHI,11-Dec-2025 07:29 PM,Rejected-Technical,By The Tender Committee,31-Jan-2026 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
