EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"9,399",Yes,percentage,1.0%,Nil,Nil,23-Feb-2026 10:00 AM,06-Mar-2026 10:00 AM,23-Feb-2026 10:00 AM,05-Mar-2026 05:30 PM,23-Feb-2026 10:00 AM ,05-Mar-2026 05:30 PM ,23-Feb-2026 10:00 AM,05-Mar-2026 05:30 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,"Repair and Resto. of Pothole 17 Nos. Of Road from Nath House to Boys Hostel Backside , NH to Govind Seul House,NH to Sudarshan House ,PWD Road to Giridhar Pradhan , Kendulip to Culvert , Culvert to Prabhasini House , Chandra sekhar House to Kadali","Repair and Resto. of Pothole 17 Nos. Of Road from Nath House to Boys Hostel Backside , NH to Govind Seul House,NH to Sudarshan House ,PWD Road to Giridhar Pradhan , Kendulip to Culvert , Culvert to Prabhasini House , Chandra sekhar House to Kadali",As per DTCN ,NA ,"9,39,856",Civil Works - Roads,NA ,Tender,90.0,15.0,Ward No-9 NAC Kuchinda,768222.0,NA ,NA ,NA ,OFFICE OF THE NAC KUCHINDA,No ,No,"4,000",0.0,Nil,Nil,No,Municipal Bodies||Kuchinda NAC,KCDA/NAC-9/2025-26,2026_ORULB_126404_9,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,EXECUTIVE OFFICER,"At/Po/Ps-Kuchinda,Dist-Sambalpur,Odisha",AOC,1,3417253,AMIT AGRAWAL,03-Mar-2026 10:09 AM,Rejected-AOC,Rejected,25-Mar-2026 04:55 PM,25-Mar-2026,"INR 939,856.15",15.0,Barun Kumar Sa,25-Mar-2026 04:55 PM,9.pdf (812.00 KB),Work Order Issued,Pradyut Kumar Mohanty,Internal,"Barun Kumar Sa, Nilamadhab Nag,Manaranjan Suna",Barun Kumar Sa,25-Mar-2026 03:21 PM,techsummary_582306.pdf (633.47 KB),Pradyut Kumar Mohanty,Internal,"Barun Kumar Sa, Nilamadhab Nag,Manaranjan Suna",Barun Kumar Sa,25-Mar-2026 04:30 PM,finsummary_582306.pdf (629.69 KB),Municipal Bodies||Kuchinda NAC,2026_ORULB_126404_9,KCDA/NAC-9/2025-26,"Repair and Resto. of Pothole 17 Nos. Of Road from Nath House to Boys Hostel Backside , NH to Govind Seul House,NH to Sudarshan House ,PWD Road to Giridhar Pradhan , Kendulip to Culvert , Culvert to Prabhasini House , Chandra sekhar House to Kadali",1.0,3419796.0,PRABIN PRATAP SINGH,INR,"939,856.15",Finance,Admitted,Nilamadhab Nag,09-Mar-2026 11:45 AM,finance_582306.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,AOC,2,3418345,AMIT PRATAP SINGH,04-Mar-2026 11:35 PM,Rejected-AOC,Rejected,25-Mar-2026 04:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3419197,BISHAL AGRAWAL,05-Mar-2026 12:12 PM,Rejected-AOC,Rejected,25-Mar-2026 04:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3408519,DIPTI PANDA,24-Feb-2026 10:24 AM,Rejected-AOC,Rejected,25-Mar-2026 04:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3415113,GOBINDA SAHOO,01-Mar-2026 02:19 PM,Rejected-AOC,Rejected,25-Mar-2026 04:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3418421,GOVIND MEHER,04-Mar-2026 07:32 PM,Rejected-AOC,Rejected,25-Mar-2026 04:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3418070,JATINDRA KUMAR SAHOO,04-Mar-2026 02:39 PM,Rejected-AOC,Rejected,25-Mar-2026 04:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3417851,KAPILASH NAYAK,03-Mar-2026 05:37 PM,Rejected-AOC,Rejected,25-Mar-2026 04:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3418448,LAXMI AGRAWAL,04-Mar-2026 08:09 PM,Rejected-AOC,Rejected,25-Mar-2026 04:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3419796,PRABIN PRATAP SINGH,05-Mar-2026 01:32 PM,Accepted-AOC,Awarded through lottery system,25-Mar-2026 04:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
