Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"4,000",0.0,Nil,Nil,No,09-Dec-2025 09:00 AM,29-Dec-2025 11:00 AM,09-Dec-2025 09:00 AM,26-Dec-2025 05:30 PM,NA ,NA ,09-Dec-2025 09:00 AM,26-Dec-2025 05:30 PM,Municipal Bodies||Chandbali NAC,EO CHANDBALI,2025_ORULB_122689_29,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,1.0,Date Extension,Date,,Executive Officer,Chandbali NAC,Devlopment of Open Space Zone Near Haripur Sluice Gate In Ward No.- 08,Open Space Zone,Please refer Tender documents. ,NA ,,Civil Works - Others,NA ,Tender,90.0,60.0,"Haripur, Ward No - 08",756133.0,NA ,NA ,NA ,NAC Office,No ,No,"5,950",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,AOC,Executive Officer,Internal,,ABHAS RANJAN PANIGRAHI,24-Mar-2026 03:51 PM,finsummary_570402.pdf (378.57 KB),AbhasranjanPanigrahi,Internal,PrabhatKumarSahooSantanuKumarSahoo,ABHAS RANJAN PANIGRAHI,24-Mar-2026 09:02 AM,techsummary_570402.pdf (293.94 KB),1.0,3328222.0,CHANDRA KANTA ROUT,INR,"595,295",Municipal Bodies||Chandbali NAC,2025_ORULB_122689_29,EO CHANDBALI,Devlopment of Open Space Zone Near Haripur Sluice Gate In Ward No.- 08,1,3328222,CHANDRA KANTA ROUT,26-Dec-2025 04:25 AM,Accepted-AOC,Due to L1 in Lottery,24-Mar-2026 04:05 PM,24-Mar-2026,"INR 595,295",60.0,Santanu Kumar Sahoo,24-Mar-2026 04:05 PM,WORKORDER.pdf (378.00 KB),Finance,ok,ABHAS RANJAN PANIGRAHI,20-Jan-2026 08:12 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,AOC,,,,,,,,,,,,,,,,,,,,,,2,3328185,Dilip Kumar Das,25-Dec-2025 06:27 PM,Rejected-Finance,DUE TO NOT L1 IN LOTTERY,24-Mar-2026 03:51 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3313735,MOHAMMED YAQUB,18-Dec-2025 02:25 PM,Rejected-Finance,DUE TO NOT L1 IN LOTTERY,24-Mar-2026 03:51 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3326166,Narendra Samal,26-Dec-2025 11:26 AM,Rejected-Finance,DUE TO NOT L1 IN LOTTERY,24-Mar-2026 03:51 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3326388,RATIKANTA MAJHI(S.C),24-Dec-2025 05:18 PM,Rejected-Finance,DUE TO NOT L1 IN LOTTERY,24-Mar-2026 03:51 PM,,,,,,,,,,,,,AOC
