Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage
Finance,2 nos. of bidder have participated in bidding process in,Nalini ranjan Sahoo,07-Mar-2026 04:54 PM,finance_456095.pdf,BOQ Comparative Chart,1.0,2249967.0,M/S MUSKAN CONSTRUCTION,INR,"1,695,523.16",Municipal Bodies||Pipli NAC,2023_ORULB_93224_70,PIPILI-NAC-2(78-II)/2023-24,"Construction of Bus Stop at Jatani Chowk ,block Chowk, JVP Chowk ,Panda Babu Chowk. in Pipili NAC",Chairperson,Internal,,Nalini ranjan Sahoo,07-Mar-2026 04:58 PM,finsummary_456095.pdf (113.41 KB),Chairperson,Internal,,Nalini ranjan Sahoo,07-Mar-2026 04:56 PM,techsummary_456095.pdf (113.41 KB),1,2249967,M/S MUSKAN CONSTRUCTION,12-Sep-2023 05:11 AM,Accepted-AOC,As per quoted rate,07-Mar-2026 05:05 PM,07-Mar-2026,"INR 1,695,523.16",60.0,Kadambini Jena,07-Mar-2026 05:05 PM,WO.pdf (196.00 KB),AOC,"Executive Officer, Pipli NAC","Office of the Executive Officer, Pipli NAC","6,000",0.0,Nil,Nil,No,Municipal Bodies||Pipli NAC,PIPILI-NAC-2(78-II)/2023-24,2023_ORULB_93224_70,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1,ICICI BANK,29-Aug-2023 12:00 PM,13-Sep-2023 11:00 AM,29-Aug-2023 12:00 PM,12-Sep-2023 05:00 PM,NA ,NA ,29-Aug-2023 12:00 PM,12-Sep-2023 05:00 PM,"16,951",No,fixed,,Nil,Nil,"Construction of Bus Stop at Jatani Chowk ,block Chowk, JVP Chowk ,Panda Babu Chowk. in Pipili NAC","Construction of Bus Stop at Jatani Chowk ,block Chowk, JVP Chowk ,Panda Babu Chowk. in Pipili NAC",Please refer Tender documents. ,NA ,"16,95,137",Civil Works - Others,NA ,Tender,90.0,60.0,Pipli NAC,752104.0,NA ,NA ,NA ,"Office of the Executive officer, Pipli NAC",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Regist. of licence, GST, Regd, PAN, Paper cost, Affidavit, Decl and otfer doc as per DTCN",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2250014,PRADEEPTA KUMAR PANDA,12-Sep-2023 09:05 AM,Rejected-AOC,As per quoted rate,07-Mar-2026 05:05 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,boq,AOC
