Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
07-Jan-2026 10:00 AM,17-Jan-2026 10:00 AM,07-Jan-2026 10:05 AM,16-Jan-2026 05:00 PM,NA ,NA ,07-Jan-2026 10:10 AM,16-Jan-2026 05:00 PM,21-Jan-2026 09:00 AM,1.0,Fee/PreQual/Technical,.pdf,"License, PAN, GST, EMD, Affidavits,Other relevant documents as per DTCN","53,500",Yes,fixed,,Nil,Nil,Construction of Sandhal Check Dam In Anandapur Block in Keronjhar district Under MATY Scheme For The Year 2025-26,Construction of Sandhal Check Dam In Anandapur Block in Keronjhar district Under MATY Scheme For The Year 2025-26,Please refer Tender documents. ,NA ,"53,50,000",Civil Works - Others,NA ,Rate Contract,90.0,180.0,ANANDAPUR,758020.0,NA ,NA ,NA ,"O/O THE S.E. M.I.DIVISION,ANANDAPUR, AT/PO-SALAPAD",No ,No,"CE,Minor Irrigation,BBSR||SE,Eastern Minor Irr.Circle,Keonjhar||M I Division Anandapur",Bid Identification No.-16/ MIDA/2025-26,2026_CEMIB_124271_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,SUPERINTENDING ENGINEER,"O/O THE S.E. M.I.DIVISION,ANANDAPUR, AT/PO-SALAPAD",1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,AOC,07-Mar-2026,"INR 4,548,293.89",180.0,Ashok Kumar Sethi,07-Mar-2026 06:50 PM,sandhalcdF.pdf (147.00 KB),1,3356736,Akshaya Kumar swain,15-Jan-2026 10:45 PM,Rejected-Finance,Lottery,07-Mar-2026 06:45 PM,Finance,summary,Ashok Kumar Sethi,07-Mar-2026 06:37 PM,finance_574722.pdf,BOQ Comparative Chart,SE,Internal,,Ashok Kumar Sethi,20-Jan-2026 11:23 PM,21-Jan-2026 09:00 AM,techsummary_574722.pdf (329.68 KB),SE,Internal,se,Ashok Kumar Sethi,07-Mar-2026 06:45 PM,finsummary_574722.pdf (146.96 KB),"CE,Minor Irrigation,BBSR||SE,Eastern Minor Irr.Circle,Keonjhar||M I Division Anandapur",2026_CEMIB_124271_3,Bid Identification No.-16/ MIDA/2025-26,Construction of Sandhal Check Dam In Anandapur Block in Keronjhar district Under MATY Scheme For The Year 2025-26,Technical,summary,Ashok Kumar Sethi,20-Jan-2026 11:19 PM,technical_574722.pdf,1.0,3355191.0,PRADEEP KUMAR MALIK,INR,"4,548,293.89",AOC
,,,,,,,,,2.0,Finance,.xls,Bill of Quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,AOC,,,,,,,2,3356448,AMULYA PADHI,15-Jan-2026 06:45 PM,Rejected-Finance,Lottery,07-Mar-2026 06:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,3357426,ASHIRBAD BEHERA,16-Jan-2026 02:09 PM,Rejected-Finance,Lottery,07-Mar-2026 06:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,3356298,ASHIS KUMAR ROUT,15-Jan-2026 05:04 PM,Rejected-Finance,Lottery,07-Mar-2026 06:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,3352112,BIJAYANANDA SAHOO,15-Jan-2026 06:31 PM,Rejected-Finance,Lottery,07-Mar-2026 06:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,3356482,BINAYA SIBASUNDAR DHAL,15-Jan-2026 07:24 PM,Rejected-Finance,Lottery,07-Mar-2026 06:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,3356366,CHINTAMANI SAHOO,15-Jan-2026 06:01 PM,Rejected-Finance,Lottery,07-Mar-2026 06:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,3356709,DEBASISH SAMAL,15-Jan-2026 10:02 PM,Rejected-Finance,Lottery,07-Mar-2026 06:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,3356590,DIBYAJIBAN SAHOO,15-Jan-2026 08:38 PM,Rejected-Finance,Lottery,07-Mar-2026 06:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,3356912,JANAKI JENA,16-Jan-2026 11:37 AM,Rejected-Finance,Lottery,07-Mar-2026 06:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
