Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage
Finance,Bids opened in online. 06 Nos of Bidder have been participated in Online. All Bid has been accepted.,Manas Ranjan Pal,25-Mar-2025 11:25 AM,,BOQ Comparative Chart,Municipal Bodies||Jagatsinghpur Municipality,2025_ORULB_110156_46,EO/ JSPURM/W-03/2024-25,Construction of Paver Road from Guru Charan Barik house to Niranjan Barik house in Ward No- 18,1.0,2816966.0,SIDDHARTHA SHANKAR TRIPATHY,INR,"1,407,235",1,2828872,GURU CHARAN BARIK,21-Feb-2025 03:07 PM,Rejected-Finance,REJECTED,06-Mar-2026 01:04 PM,06-Mar-2026,"INR 1,407,235",90.0,Manas Ranjan Pal,06-Mar-2026 01:09 PM,E82523AOC.pdf (826.00 KB),Chairperson,Internal,,Manas Ranjan Pal,25-Mar-2025 11:52 AM,techsummary_528975.pdf (1753.49 KB),CHAIRPERSON,Internal,ADDITIONAL TRESURY OFFICER EXECUTIVE OFFICER MUNICIPAL ENGINEER,Manas Ranjan Pal,06-Mar-2026 01:04 PM,finsummary_528975.pdf (5739.32 KB),AOC,"16,700",Yes,fixed,,Nil,Nil,07-Feb-2025 05:00 PM,25-Feb-2025 11:00 AM,07-Feb-2025 05:00 PM,21-Feb-2025 05:00 PM,NA ,NA ,07-Feb-2025 05:00 PM,21-Feb-2025 05:00 PM,1.0,ICICI BANK,Municipal Bodies||Jagatsinghpur Municipality,EO/ JSPURM/W-03/2024-25,2025_ORULB_110156_46,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper Cost,EMD,PAN,GST, Registration, NRC, Declaration,Affidavit,Other as Per DTCN","7,080",0.0,Nil,Nil,No,Construction of Paver Road from Guru Charan Barik house to Niranjan Barik house in Ward No- 18,Construction of Paver Road from Guru Charan Barik house to Niranjan Barik house in Ward No- 18,Please refer Tender documents. ,NA ,"16,70,376",Civil Works - Others,NA ,Tender,60.0,90.0,Construction of Paver Road from Guru Charan Barik,754103.0,NA ,NA ,NA ,Jagatsinghpur Municipality,No ,No,"Executive Officer, Jagatsinghpur Municipality","Jagatsinghpur Municipality, Jagatsinghpur",AOC
,,,,,,,,,,,,,,,2,2824868,HIMANSU SEKHAR PAITAL,18-Feb-2025 08:48 PM,Rejected-Finance,REJECTED,06-Mar-2026 01:04 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,2827541,PRADEEP KUMAR DAS,20-Feb-2025 02:41 PM,Rejected-Finance,REJECTED,06-Mar-2026 01:04 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,2811501,RAJ NARAYAN SAHOO,16-Feb-2025 05:22 PM,Rejected-AOC,REJECTED,06-Mar-2026 01:09 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,2826577,SAUMYAKANTA DAS,20-Feb-2025 05:05 PM,Rejected-Finance,REJECTED,06-Mar-2026 01:04 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,6,2816966,SIDDHARTHA SHANKAR TRIPATHY,14-Feb-2025 08:35 AM,Accepted-AOC,ACCEPTED,06-Mar-2026 01:09 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
