S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,"Executive Engineer, L.I.Division, Jajpur Road","O/O Executive Engineer, L.I.Division, Jajpur Road",PKG18,Revival and restoration of Telia I TW under Korai Block in Jajpur District,Please refer to the DTCN ,NA ,"13,92,074",Civil Works - Lift Irrigation Schemes,Electrical works ,Tender,180.0,90.0,Jajpur Road,755019.0,NA ,NA ,NA ,"O/O Executive Engineer, L.I.Division, Jajpur Road",No ,No,29-Jul-2025 01:00 PM,06-Aug-2025 11:00 AM,29-Jul-2025 01:00 PM,05-Aug-2025 05:00 PM,29-Jul-2025 01:00 PM ,04-Aug-2025 05:00 PM ,29-Jul-2025 01:00 PM,05-Aug-2025 05:00 PM,19-Nov-2025 09:55 AM,"7,080",0.0,Nil,Nil,Yes,"13,921",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"Civil, Electrical license, Rig documents,Joint venture, Affidavit,EMD,Paper cost as pkg require","Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Jajpur Road",1278_OLIC_18_07_25,2025_OLIC_116177_18,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,1,3024760,Akshaya Kumar Patra,05-Aug-2025 03:49 PM,Rejected-Finance,Lost of the lottery,08-Dec-2025 04:39 PM,15-Dec-2025,"INR 1,396,415",90.0,AJAYA KUMAR MISHRA,01-Mar-2026 03:44 PM,PKG18.pdf (45.00 KB),Revival restorationof Telia I TW under Korai Block,Ajaya Kumar Mishra,Internal,Purusottam Vishwakarma and Saroj Kumar Mohanty,AJAYA KUMAR MISHRA,19-Nov-2025 09:53 AM,19-Nov-2025 09:55 AM,techsummary_547757.pdf (31.70 KB),Finance,Opened Successfully,AJAYA KUMAR MISHRA,21-Nov-2025 05:27 PM,finance_547757.pdf,BOQ Comparative Chart,"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Jajpur Road",2025_OLIC_116177_18,1278_OLIC_18_07_25,PKG18,Technical,Opened Successfully,PURUSOTTAM VISHWAKARMA,12-Aug-2025 03:56 PM,technical_547757.pdf,Ajaya Kumar Mishra,Internal,Purusottam Vishwakarma and Saroj Kumar Mohanty,AJAYA KUMAR MISHRA,08-Dec-2025 04:39 PM,finsummary_547757.pdf (42.47 KB),1.0,3022780.0,JAY SHREERAM CONSTRUCTION,INR,"1,396,415",AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,DTCN should be filled in capital letter,,,,,,,,,,,,,,,AOC,2,3022448,ANIL KUMAR SAMANTARAY,04-Aug-2025 01:57 PM,Rejected-Finance,Lost of the lottery,08-Dec-2025 04:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bills of Quantity,,,,,,,,,,,,,,,AOC,3,3024081,Anushka Infrastructure Prop -Hrushi Kesha Pati,05-Aug-2025 01:31 PM,Rejected-Finance,Lost of the lottery,08-Dec-2025 04:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3021987,ARABINDA MOHANTY,02-Aug-2025 10:35 PM,Rejected-Finance,Lost of the lottery,08-Dec-2025 04:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3023976,Golekha Bihari Aich,05-Aug-2025 10:18 AM,Rejected-Finance,Lost of the lottery,08-Dec-2025 04:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3022780,JAY SHREERAM CONSTRUCTION,04-Aug-2025 11:00 PM,Accepted-AOC,Being L1 accepted the Bid,01-Mar-2026 03:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3022446,PRAMOD KUMAR NAYAK,03-Aug-2025 07:30 PM,Rejected-Finance,Lost of the lottery,08-Dec-2025 04:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3023930,SAGARIKA DAS,05-Aug-2025 02:06 AM,Rejected-Finance,Lost of the lottery,08-Dec-2025 04:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3022058,SANTANU KUMAR SAHOO,03-Aug-2025 12:44 PM,Rejected-Finance,Lost of the lottery,08-Dec-2025 04:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3022095,Tirtha Ranjan Nayak,03-Aug-2025 11:34 AM,Rejected-AOC,Being L2 and L1 accepted the Bid,01-Mar-2026 03:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
