Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
Installation and energisation of Podaastia TW LIP under Baripada Block in Mayurbhanj District,Installation and energisation of Podaastia TW LIP under Baripada Block in Mayurbhanj District,Please refer Tender documents. ,NA ,"22,12,054",Civil Works - Lift Irrigation Schemes,NA ,Tender,365.0,90.0,Baripada,757002.0,NA ,NA ,NA ,"EE, M.L.I Division, Baripada",No ,No,1,Fee/PreQual/Technical,.pdf,TP cost EMD GST PAN Civil and HT License Joint Venture Experience RIG documents as per DTCN,"22,121",Yes,percentage,1.0%,Nil,Nil,Orissa Lift Irrigation Corporation||LI BALASORE||LI Division Baripada,BID ID NO. 5480 (OLIC/2025-26) DATED 08.10.2025,2025_OLIC_119933_27,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,24-Oct-2025 11:00 AM,06-Nov-2025 11:00 AM,24-Oct-2025 11:00 AM,04-Nov-2025 05:00 PM,24-Oct-2025 11:00 AM ,03-Nov-2025 05:00 PM ,24-Oct-2025 11:00 AM,04-Nov-2025 05:00 PM,07-Jan-2026 10:00 AM,"EE, M.L.I Division, Baripada","EE, M.L.I Division, Baripada, Infront of Stadium near Chhou Padia, Bhonjpur, Baripada, Mayurbhanj 757002 Odisha","7,080",0.0,Nil,Nil,No,1,ICICI BANK,AOC,Orissa Lift Irrigation Corporation||LI BALASORE||LI Division Baripada,2025_OLIC_119933_27,BID ID NO. 5480 (OLIC/2025-26) DATED 08.10.2025,Installation and energisation of Podaastia TW LIP under Baripada Block in Mayurbhanj District,Technical,Accepted,JOGINDRA RATHA,06-Jan-2026 02:00 PM,technical_557623.pdf,Jogindra Ratha,Internal,,JOGINDRA RATHA,12-Mar-2026 12:03 PM,finsummary_557623.pdf (358.73 KB),1.0,3178195.0,MS AYUSH ENGINEERING AND COMPANY,INR,"2,604,220",1,3177555,KARTIKA CHANDRA PUSTI,04-Nov-2025 10:56 AM,Rejected-AOC,L2,16-Mar-2026 12:09 PM,16-Mar-2026,"INR 2,604,220",90.0,JOGINDRA RATHA,16-Mar-2026 12:08 PM,Podaastia.pdf (359.00 KB),Jogindra Ratha,Internal,,JOGINDRA RATHA,06-Jan-2026 09:44 PM,07-Jan-2026 10:00 AM,techsummary_557623.pdf (1472.25 KB),Finance,Accepted,JOGINDRA RATHA,06-Mar-2026 12:14 PM,finance_557623.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,2,3178195,MS AYUSH ENGINEERING AND COMPANY,04-Nov-2025 01:07 PM,Accepted-AOC,L1,16-Mar-2026 12:09 PM,,,,,,,,,,,,,,,,,,,,AOC
