Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
20-Jan-2026 05:30 PM,31-Jan-2026 11:00 AM,20-Jan-2026 05:30 PM,30-Jan-2026 05:00 PM,20-Jan-2026 05:30 PM ,30-Jan-2026 03:00 PM ,20-Jan-2026 05:30 PM,30-Jan-2026 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"P Cost, EMD Online, RC, PAN, Valid GSTIN, Affidavit, No relation certificate and other as per DTCN","28,985",Yes,percentage,1.0%,Nil,Nil,S/R to Kupari to - Kabar for the year 2025-26,S/R to Kupari to - Kabar for the year 2025-26,Please refer Tender documents. ,NA ,"28,98,478",Civil Works - Roads,NA ,Tender,90.0,30.0,Balasore,756001.0,NA ,NA ,NA ,"O/o the S.E,R.W.Division_II,Balasore",No ,No,"Superintending Engineer,R.W.Division_II,Balasore","O/o the Superintending Engineer,R.W.Division_II,Balasore",1.0,ICICI BANK,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE,E-TCN/BLS-II No.09 of 2025-26,2026_CERWI_124808_15,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,AOC,"S.E.R.W.Division-II,Balasore",Internal,,Amir Kumar Sethy,18-Feb-2026 12:17 PM,finsummary_576987.pdf (393.69 KB),"S.E.R.W.Division-II,Balasore",Internal,,Amir Kumar Sethy,13-Feb-2026 05:23 PM,techsummary_576987.pdf (393.69 KB),10-Mar-2026,"INR 2,463,996.48",30.0,Amir Kumar Sethy,10-Mar-2026 01:12 PM,15AOC.pdf (434.00 KB),1,3373102,AD SERVICES,29-Jan-2026 10:14 PM,Rejected-AOC,REJECTED,10-Mar-2026 01:12 PM,1.0,3370802.0,GOBINDA CHANDRA SWAIN,INR,"2,463,996.48",CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE,2026_CERWI_124808_15,E-TCN/BLS-II No.09 of 2025-26,S/R to Kupari to - Kabar for the year 2025-26,Finance,All tender papers are download for next process,Sujata Behera,11-Feb-2026 11:18 AM,finance_576987.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,3372405,AJIT KUMAR SWAIN,29-Jan-2026 03:07 PM,Rejected-AOC,REJECTED,10-Mar-2026 01:12 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,3373954,BASANTA MAHARANA,30-Jan-2026 02:06 PM,Rejected-AOC,REJECTED,10-Mar-2026 01:12 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,3373037,DIPTI RANJAN RAYSARDAR,29-Jan-2026 09:16 PM,Rejected-AOC,REJECTED,10-Mar-2026 01:12 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,3370802,GOBINDA CHANDRA SWAIN,28-Jan-2026 04:50 PM,Accepted-AOC,Awarded through lottery winner vide Agrt No-188 P1 of 2025-26,10-Mar-2026 01:12 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,3373517,Ipsita Nanda,30-Jan-2026 12:49 PM,Rejected-AOC,REJECTED,10-Mar-2026 01:12 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,3371977,KHIRODA KUMAR NAYAK,29-Jan-2026 04:37 PM,Rejected-AOC,REJECTED,10-Mar-2026 01:12 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,3372516,KUMAR CHIRANJIB JENA,29-Jan-2026 03:56 PM,Rejected-AOC,REJECTED,10-Mar-2026 01:12 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,3373018,MANOJ KUMAR NAYAK,29-Jan-2026 09:16 PM,Rejected-AOC,REJECTED,10-Mar-2026 01:12 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,3372922,MILAN KUMAR DAS,29-Jan-2026 08:15 PM,Rejected-AOC,REJECTED,10-Mar-2026 01:12 PM,,,,,,,,,,,,,,,,AOC
