Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
"SE MI Division, Keonjhar",Internal,,Rashmi Rekha Chattar,10-Mar-2026 05:06 PM,techsummary_572123.pdf (507.27 KB),10-Mar-2026,"INR 1,380,771.49",120.0,Rashmi Rekha Chattar,10-Mar-2026 05:16 PM,NIT.pdf (507.00 KB),1,3314597,Arupananda Sethy,18-Dec-2025 04:18 PM,Rejected-AOC,Dis Qualified,10-Mar-2026 05:17 PM,1.0,3322750.0,RAJIB LOCHAN SETHY,INR,"1,380,771.49",Finance,10 nos bidders,Rashmi Rekha Chattar,31-Jan-2026 04:47 PM,,BOQ Comparative Chart,"SE MI Division, Keonjhar",Internal,,Rashmi Rekha Chattar,10-Mar-2026 05:11 PM,finsummary_572123.pdf (507.27 KB),"CE,Minor Irrigation,BBSR||SE,Eastern Minor Irr.Circle,Keonjhar||EE M.I. Division Keonjhar",2025_CEMIB_123399_8,Bid ID No. 08 SEMID (KJR/ 2025-2026) Dt. 08.12.2025,Improvement to Nischintpur MIP under ERM in Patna Block of Keonjhar District for the year 2025-2026,AOC,Improvement to Nischintpur MIP under ERM in Patna Block of Keonjhar District for the year 2025-2026,Improvement to Nischintpur MIP under ERM in Patna Block of Keonjhar District for the year 2025-2026,Please refer Tender documents. ,NA ,"16,25,000",Civil Works - Others,NA ,Tender,90.0,120.0,Patna Block of Keonjhar District,758001.0,NA ,NA ,NA ,"Office of the SE, M.I. Division, Keonjhar",No ,No,"CE,Minor Irrigation,BBSR||SE,Eastern Minor Irr.Circle,Keonjhar||EE M.I. Division Keonjhar",Bid ID No. 08 SEMID (KJR/ 2025-2026) Dt. 08.12.2025,2025_CEMIB_123399_8,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"16,250",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper cost, EMD, GST, PAN, Norelation Certificate, Affidavit and Other Documents as per DTCN",17-Dec-2025 05:00 PM,23-Dec-2025 01:00 PM,17-Dec-2025 05:00 PM,22-Dec-2025 05:00 PM,NA ,NA ,17-Dec-2025 05:00 PM,22-Dec-2025 05:00 PM,"SE, M.I. Division, Keonjhar","SE, M.I. Division, Keonjhar","6,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,2,3321107,ASHOK KUMAR SAHOO,22-Dec-2025 11:36 AM,Rejected-AOC,Dis Qualified,10-Mar-2026 05:17 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,.xls,Bill of Quantities,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,3,3319224,GANGADHAR DAS,22-Dec-2025 06:06 AM,Rejected-AOC,Dis Qualified,10-Mar-2026 05:17 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,4,3320861,HEMANTA KUMAR NAIK,21-Dec-2025 06:38 PM,Rejected-AOC,Dis Qualified,10-Mar-2026 05:17 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,5,3315182,MINATI MOHAPATRA,21-Dec-2025 06:13 AM,Rejected-AOC,Dis Qualified,10-Mar-2026 05:17 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,6,3322750,RAJIB LOCHAN SETHY,22-Dec-2025 02:49 PM,Accepted-AOC,Qualified,10-Mar-2026 05:17 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,7,3322012,SAGARIKA GIRI,22-Dec-2025 12:35 PM,Rejected-AOC,Dis Qualified,10-Mar-2026 05:17 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,8,3319521,Sankhali Charan Parida,21-Dec-2025 05:49 AM,Rejected-AOC,Dis Qualified,10-Mar-2026 05:17 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,9,3320767,SANYASI KUMAR GHADEI,21-Dec-2025 05:57 PM,Rejected-AOC,Dis Qualified,10-Mar-2026 05:17 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,10,3320545,TRILOCHAN SAHU,21-Dec-2025 02:41 PM,Rejected-AOC,Dis Qualified,10-Mar-2026 05:17 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
