Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper Cost, EMD, PAN, Valid GST, RC, Affidavit and other documents as per DTCN",1.0,ICICI BANK,"2,000",0.0,Nil,Nil,No,"4,239",Yes,percentage,1.0%,Nil,Nil,24-Dec-2025 11:00 AM,05-Jan-2026 11:00 AM,24-Dec-2025 11:00 AM,03-Jan-2026 05:00 PM,NA ,NA ,24-Dec-2025 11:00 AM,03-Jan-2026 05:00 PM,Municipal Bodies||Kamakhyanagar NAC,KNR-NAC-04/2025-26,2025_ORULB_123686_20,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Construction of C.C. Drain from Biranchi Nanda house towards Haribolia Nala at Nua Alatuma in Ward No-09, Kamakhyanagar NAC","Construction of C.C. Drain from Biranchi Nanda house towards Haribolia Nala at Nua Alatuma in Ward No-09, Kamakhyanagar NAC",Please refer Tender documents. ,NA ,"4,23,908",Civil Works - Others,NA ,Tender,90.0,30.0,Kamakhyanagar NAC,759018.0,NA ,NA ,NA ,"Executive Officer, Kamakhyanagar NAC",No ,No,"Executive Officer, Kamakhyanagar NAC","Executive Officer, Kamakhyanagar NAC",AOC,EO,Internal,,Pradata Sahoo,04-Mar-2026 01:44 PM,finsummary_573000.pdf (692.10 KB),EO,Internal,,Pradata Sahoo,04-Mar-2026 01:38 PM,techsummary_573000.pdf (692.11 KB),1,3342080,ASHOK KUMAR SETHY,01-Jan-2026 11:24 PM,Rejected-Finance,DUE TO NOT L1 IN LOTERY,04-Mar-2026 01:44 PM,Municipal Bodies||Kamakhyanagar NAC,2025_ORULB_123686_20,KNR-NAC-04/2025-26,"Construction of C.C. Drain from Biranchi Nanda house towards Haribolia Nala at Nua Alatuma in Ward No-09, Kamakhyanagar NAC",1.0,3343358.0,PRASHANT KUMAR NAYAK,INR,"360,365",04-Mar-2026,"INR 360,365",60.0,Pradata Sahoo,04-Mar-2026 01:47 PM,20prasanta.pdf (692.00 KB),Finance,OPENING SUCESSFULLY,Ranjulata Das,05-Jan-2026 12:30 PM,,BOQ Comparative Chart,AOC
,,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,3342040,BIRAJA PRASAD SASMAL,01-Jan-2026 10:04 PM,Rejected-Finance,DUE TO NOT L1 IN LOTERY,04-Mar-2026 01:44 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,3342955,CHHEDILAL KATARUKA,02-Jan-2026 10:58 PM,Rejected-Finance,DUE TO NOT L1 IN LOTERY,04-Mar-2026 01:44 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,3341849,JAJNESWAR NAIK,01-Jan-2026 05:18 PM,Rejected-Finance,DUE TO NOT L1 IN LOTERY,04-Mar-2026 01:44 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,3343008,NAROTTAM MOHANTY,03-Jan-2026 08:29 AM,Rejected-Finance,DUE TO NOT L1 IN LOTERY,04-Mar-2026 01:44 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,3342117,NETRANANDA SAHOO,02-Jan-2026 09:54 AM,Rejected-Finance,DUE TO NOT L1 IN LOTERY,04-Mar-2026 01:44 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,3343358,PRASHANT KUMAR NAYAK,03-Jan-2026 02:14 PM,Accepted-AOC,DUE TO L1 IN LOTERY,04-Mar-2026 01:47 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,3342083,RAKESH KUMAR BISWAL,01-Jan-2026 11:36 PM,Rejected-Finance,DUE TO NOT L1 IN LOTERY,04-Mar-2026 01:44 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,3343323,RANJIT SAHOO,03-Jan-2026 01:42 PM,Rejected-Finance,DUE TO NOT L1 IN LOTERY,04-Mar-2026 01:44 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,3341587,RASHMITA ROUT,01-Jan-2026 11:03 AM,Rejected-Finance,DUE TO NOT L1 IN LOTERY,04-Mar-2026 01:44 PM,,,,,,,,,,,,,,,,,,,,,,AOC
