Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"CE,Minor Irrigation,BBSR||SE,Eastern Minor Irr.Circle,Keonjhar",BID IDENTIFICATION NO- Addl. C.E EMIC No.- 05/EMIC/2025-26,2025_CEMIB_123459_4,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"Addl. Chief Engineer, EMIC, Keonjhar","Addl. Chief Engineer, EMIC, Keonjhar",18-Dec-2025 03:00 PM,30-Dec-2025 11:00 AM,18-Dec-2025 03:00 PM,29-Dec-2025 05:00 PM,NA ,NA ,18-Dec-2025 03:00 PM,29-Dec-2025 05:00 PM,28-Jan-2026 11:30 AM,"10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"Paper Cost, EMD, GST, PAN, No Relation Certificate, Affidavit and other Document as per DTCN",Construction of Silda Check Dam over Janhei Nallah near village Silda in Patna Block of Keonjhar District under MATY Scheme for the year 2025-26.,Construction of Silda Check Dam over Janhei Nallah near village Silda in Patna Block of Keonjhar District under MATY Scheme for the year 2025-26.,Please refer Tender documents. ,NA ,"1,24,56,000",Civil Works - Others,NA ,Tender,90.0,180.0,Patna Block of Keonjhar District,758001.0,NA ,NA ,NA ,"O/o the Addl. C.E, EMIC, Keonjhar",No ,No,"1,24,560",Yes,percentage,1.0%,Nil,Nil,AOC,11-Mar-2026,"INR 10,588,394.37",180.0,Sandip Mohanty,11-Mar-2026 11:54 AM,NIT.pdf (450.00 KB),1,3326963,ABHIJIT PARIDA,24-Dec-2025 09:05 PM,Rejected-AOC,Dis Qualified,11-Mar-2026 11:54 AM,"ACE, EMIC, Keonjhar",Internal,,Sandip Mohanty,28-Jan-2026 11:12 AM,28-Jan-2026 11:30 AM,techsummary_572252.pdf (4932.41 KB),Finance,21 NOS. BIDDERS,Sandip Mohanty,28-Jan-2026 03:38 PM,,BOQ Comparative Chart,"CE,Minor Irrigation,BBSR||SE,Eastern Minor Irr.Circle,Keonjhar",2025_CEMIB_123459_4,BID IDENTIFICATION NO- Addl. C.E EMIC No.- 05/EMIC/2025-26,Construction of Silda Check Dam over Janhei Nallah near village Silda in Patna Block of Keonjhar District under MATY Scheme for the year 2025-26.,Technical,21 nos,Sandip Mohanty,30-Dec-2025 08:34 PM,,"ACE, EMIC, Keonjhar",Internal,,Sandip Mohanty,11-Mar-2026 11:46 AM,finsummary_572252.pdf (449.70 KB),1.0,3328408.0,PRAFULLA KUMAR JENA,INR,"10,588,394.37",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,2.0,Finance,.xls,Bill of Quantities,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2,3330278,AKSHAYA KUMAR SETHY,26-Dec-2025 05:02 PM,Rejected-AOC,Dis Qualified,11-Mar-2026 11:54 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,3327398,ASHOK KUMAR SETHY,25-Dec-2025 12:38 PM,Rejected-AOC,Dis Qualified,11-Mar-2026 11:54 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,3332350,ATISH KUMAR SAHOO,27-Dec-2025 06:25 PM,Rejected-AOC,Dis Qualified,11-Mar-2026 11:54 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,3325839,BHOLANATH MAHANTA,24-Dec-2025 01:04 PM,Rejected-AOC,Dis Qualified,11-Mar-2026 11:54 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,3323435,BIDHUBHUSAN SAHOO,22-Dec-2025 05:58 PM,Rejected-AOC,Dis Qualified,11-Mar-2026 11:54 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,3337260,BISWAJIT BEHERA,29-Dec-2025 03:10 PM,Rejected-AOC,Dis Qualified,11-Mar-2026 11:54 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,3333362,DHARMAJEET SAHU,28-Dec-2025 11:32 AM,Rejected-AOC,Dis Qualified,11-Mar-2026 11:54 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,3321160,JAJATI KESHARI ROUT,21-Dec-2025 11:46 PM,Rejected-AOC,Dis Qualified,11-Mar-2026 11:54 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,3336895,KIMAT KUMAR RATH,29-Dec-2025 02:11 PM,Rejected-AOC,Dis Qualified,11-Mar-2026 11:54 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
