Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"Construction of paver block road and drain from Sita South Indian Transport agency to plant site thana front in ward No. 30 under RMC, Rourkela",Works,Please refer Tender documents. ,NA ,"8,81,000",Civil Works - Others,NA ,Tender,90.0,30.0,Rourkela,769012.0,NA ,NA ,NA ,"Rourkela Municipal Corporation, Rourkela",No ,No,Rourkela Municipal Corporation,MC/RMC/45/2025,2025_RMC_123689_8,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Municipal Commissioner, RMC","Rourkela Municipal Corporation, Rourkela",23-Dec-2025 06:00 PM,05-Jan-2026 11:00 AM,23-Dec-2025 06:00 PM,03-Jan-2026 05:00 PM,NA ,NA ,23-Dec-2025 06:00 PM,03-Jan-2026 05:00 PM,"4,000",Nil,Nil,No,1.0,ICICI BANK,"8,810",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, Affidavit, PAN, GST, EMD, Paper Cost and other documents as per DTCN",AOC,20-Mar-2026,"INR 748,552.84",30.0,Birendra Nanda,20-Mar-2026 01:35 PM,BID45.pdf (4360.00 KB),Awarded to Sasmita Samal,1.0,3331441.0,SASMITA SAMAL,INR,"748,552.84",Rourkela Municipal Corporation,2025_RMC_123689_8,MC/RMC/45/2025,"Construction of paver block road and drain from Sita South Indian Transport agency to plant site thana front in ward No. 30 under RMC, Rourkela",Commissioner,External,"Audit Officer, Executive Engineer, Superintending Engineer, Joint Commissioner",Birendra Nanda,20-Mar-2026 01:14 PM,finsummary_573019.pdf (4360.33 KB),Finance,EMD refund,Birendra Nanda,13-Mar-2026 01:02 PM,finance_573019.pdf,BOQ Comparative Chart,Commissioner,External,"Audit Officer, Executive Engineer, Superintending Engineer, Joint Commissioner",Birendra Nanda,13-Mar-2026 04:53 PM,techsummary_573019.pdf (4360.33 KB),1,3342357,KARTIK DAS,02-Jan-2026 12:49 PM,Rejected-Technical,By The Tender COmmittee,13-Mar-2026 04:53 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3331441,SASMITA SAMAL,03-Jan-2026 11:28 AM,Accepted-AOC,By The Tender Committee,20-Mar-2026 01:35 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3343164,S.K. INFRA PROJECTS,03-Jan-2026 12:18 PM,Rejected-Technical,By The Tender COmmittee,13-Mar-2026 04:53 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3343457,SUBHRAJIT PATTANAIK,03-Jan-2026 03:41 PM,Rejected-Technical,By The Tender COmmittee,13-Mar-2026 04:53 PM,AOC
