EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Bank Name,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
"16,100",Yes,fixed,,Nil,Nil,Municipal Bodies||Cuttack Municipal Corporation,MC(CMC)CTC_Div-I_No23/2022-23,2023_ORULB_86781_4,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"7,080",0.0,Nil,Nil,No,1.0,1st corrigendum,Date,,10-Mar-2023 03:00 PM,28-Mar-2023 11:00 AM,10-Mar-2023 03:00 PM,23-Mar-2023 05:00 PM,10-Mar-2023 03:00 PM ,23-Mar-2023 05:00 PM ,10-Mar-2023 03:00 PM,23-Mar-2023 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST AND EMD ONLINE,VAT, PAN, EPF REGISTRATION AND GST-IN CERTIFICATE OTHER DOCUMENTS",Construction and laying of precast slab on drain at different places in Ward No. 23.,Construction and laying of precast slab on drain at different places in Ward No. 23.,Please refer Tender documents. ,NA ,"16,05,100",Civil Works - Others,NA ,Tender,90.0,60.0,CMC,753012.0,NA ,NA ,NA ,"At Bikash Bhawan, Jagannathlane",No ,No,1,ICICI BANK,"Executive Engineer,Div-I","At Bikash Bhawan, Jagannathlane Badambadi, Dist Cuttack, Pin-753012",AOC,1,2101253,BHANUMATI NAHAK,20-Mar-2023 04:17 PM,Accepted-AOC,Accepted,24-Mar-2026 01:16 PM,Executive Engineer,Internal,Asst. Executive Engineer,Subas Chandra Sahoo,24-Mar-2026 01:14 PM,finsummary_430821.pdf (184.96 KB),Finance,Two bidders participated. BOQ Comparative Chart is enclosed for reference. The Original documents of bidder to be verified.,Nanda Kishor Pal,28-Mar-2023 06:00 PM,finance_430821.pdf,BOQ Comparative Chart,24-Mar-2026,"INR 1,499,910",60.0,Subas Chandra Sahoo,24-Mar-2026 01:15 PM,2749.pdf (185.00 KB),Work Order,Executive Engineer,Internal,Asst. Executive Engineer,Subas Chandra Sahoo,24-Mar-2026 01:02 PM,techsummary_430821.pdf (184.95 KB),1.0,2101253.0,BHANUMATI NAHAK,INR,"1,499,910",Municipal Bodies||Cuttack Municipal Corporation,2023_ORULB_86781_4,MC(CMC)CTC_Div-I_No23/2022-23,Construction and laying of precast slab on drain at different places in Ward No. 23.,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,AOC,2,2101102,HRUSHIKESH SAHOO,20-Mar-2023 03:17 PM,Rejected-AOC,Rejected,24-Mar-2026 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
