Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
S/R to Kalanga to Gobardhanpur via Dalaisahi road for the year 2025-26,S/R to Kalanga to Gobardhanpur via Dalaisahi road for the year 2025-26,Please refer Tender documents. ,NA ,"8,47,000",Civil Works - Roads,NA ,Tender,90.0,30.0,S.E. R.W. Divn. BBSR,751013.0,NA ,NA ,NA ,O/o S.E. R.W. Divn. BBSR,No ,No,"4,000",0.0,Nil,Nil,No,"8,470",Yes,percentage,1.0%,Nil,Nil,S.E. R.W. Divn. BBSR,O/o S.E. R.W. Divn. BBSR,09-Mar-2026 04:00 PM,16-Mar-2026 11:00 AM,09-Mar-2026 04:00 PM,14-Mar-2026 05:00 PM,NA ,NA ,09-Mar-2026 04:00 PM,14-Mar-2026 05:00 PM,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-BHUBANESWAR,Tender Online Divn. BBSR - 39/2025-26,2026_CERWI_127073_6,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Tender Cost EMD GSTIN PAN Contractor RC Affidavits undertakings and any other document as per DTCN,1.0,ICICI BANK,AOC,SE RW BBSR,Internal,"Sr.DAO, AEE and Estimator",Swarnalata Sutar,28-Mar-2026 01:51 PM,finsummary_584556.pdf (587.72 KB),CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-BHUBANESWAR,2026_CERWI_127073_6,Tender Online Divn. BBSR - 39/2025-26,S/R to Kalanga to Gobardhanpur via Dalaisahi road for the year 2025-26,1.0,3427552.0,BIJAY KUMAR PRADHAN,INR,"847,187",Finance,11 no of bidder are participated,Nirmal Chandra Jena,16-Mar-2026 05:54 PM,,BOQ Comparative Chart,1,3430382,ABDUL ABID KHAN,13-Mar-2026 08:02 PM,Rejected-Finance,Not success in lottery,28-Mar-2026 01:51 PM,28-Mar-2026,"INR 847,187",30.0,Nirmal Chandra Jena,28-Mar-2026 03:29 PM,kalangaAOC.pdf (239.00 KB),AoC,SE RW BBSR,Internal,"Sr.DAO, AEE and Estimator",Swarnalata Sutar,28-Mar-2026 01:47 PM,techsummary_584556.pdf (587.72 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BoQ,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,2,3430722,AKHILA KUMAR SUNDARA,14-Mar-2026 01:45 PM,Rejected-Finance,Not success in lottery,28-Mar-2026 01:51 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3430811,AYEZA SUPPLIERS,14-Mar-2026 03:16 PM,Rejected-Finance,Not success in lottery,28-Mar-2026 01:51 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3427552,BIJAY KUMAR PRADHAN,11-Mar-2026 05:08 PM,Accepted-AOC,L1 Bidder,28-Mar-2026 03:30 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3429626,DEBARAJ SWAIN,13-Mar-2026 12:25 PM,Rejected-Finance,Not success in lottery,28-Mar-2026 01:51 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3428978,DHARAMA DORA,12-Mar-2026 06:38 PM,Rejected-Finance,Not success in lottery,28-Mar-2026 01:51 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3430807,JITENDRA KUMAR BISWAL,14-Mar-2026 04:40 PM,Rejected-Finance,Not success in lottery,28-Mar-2026 01:51 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3428930,PRADIP KUMAR DALAI,12-Mar-2026 05:42 PM,Rejected-Finance,Not success in lottery,28-Mar-2026 01:51 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3430679,PURNIMA PARIDA,14-Mar-2026 01:24 PM,Rejected-Finance,Not success in lottery,28-Mar-2026 01:51 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3428331,RANJAN KUMAR HARICHANDAN,13-Mar-2026 07:12 PM,Rejected-Finance,Not success in lottery,28-Mar-2026 01:51 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,11,3430074,SURYAKANTA BALABANTARAY,13-Mar-2026 03:36 PM,Rejected-Finance,Not success in lottery,28-Mar-2026 01:51 PM,,,,,,,,,,,,,,AOC
