Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"2,000",0.0,Nil,Nil,No,"3,358",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,SR to 2 Nos of F type Qtrs at RW Sub-Division Sinapali in the district of Nuapada for the year 2025-26,SR to 2 Nos of F type Qtrs at RW Sub-Division Sinapali in the district of Nuapada for the year 2025-26,Please refer Tender documents. ,NA ,"3,35,796",Civil Works - Roads,NA ,Tender,90.0,30.0,KHARIAR,766107.0,NA ,NA ,NA ,O/O THE SERWD KHARIAR,No ,No,CE RW I||RWCIRCLE-BHAWANIPATNA||RW Division Khariar,RWKHR-07/2025-26(ONLINE),2026_CERWI_124501_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,13-Jan-2026 04:00 PM,28-Jan-2026 11:00 AM,13-Jan-2026 04:00 PM,27-Jan-2026 05:00 PM,13-Jan-2026 04:00 PM ,27-Jan-2026 11:00 AM ,13-Jan-2026 04:00 PM,27-Jan-2026 05:00 PM,SUPERINTENDING ENGINEER,O/O THE SERWD KHARIAR,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC,PAN,GST,AFFIDAVIT AND OTHER DOCUMENTS AS PER DTCN",AOC,1,3364505,HARA MEHER,24-Jan-2026 10:13 AM,Accepted-AOC,accepted,17-Mar-2026 01:44 PM,02-Mar-2026,"INR 285,460",30.0,Biswajit Rayaguru,17-Mar-2026 01:43 PM,harameher.pdf (255.00 KB),aoc,Technical Evaluation,Internal,SE DAO Estimator,Biswajit Rayaguru,05-Feb-2026 05:13 PM,techsummary_575589.pdf (295.65 KB),Financial Evaluation,Internal,SE DAO Estimator,Biswajit Rayaguru,24-Feb-2026 12:14 PM,finsummary_575589.pdf (295.65 KB),CE RW I||RWCIRCLE-BHAWANIPATNA||RW Division Khariar,2026_CERWI_124501_5,RWKHR-07/2025-26(ONLINE),SR to 2 Nos of F type Qtrs at RW Sub-Division Sinapali in the district of Nuapada for the year 2025-26,1.0,3364505.0,HARA MEHER,INR,"285,460",Finance,opening,Josef Tudu,29-Jan-2026 12:15 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC,2,3365149,MAMATA KUMBHAR,25-Jan-2026 09:47 AM,Rejected-Finance,L2 through the lottery system,24-Feb-2026 12:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3365469,RAJESWARI SINGHBABU,26-Jan-2026 05:44 PM,Rejected-Finance,L2 through the lottery system,24-Feb-2026 12:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3366662,RAJIB KUMAR HOTA,27-Jan-2026 12:18 AM,Rejected-Finance,L2 through the lottery system,24-Feb-2026 12:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3358866,RAMULAL AGRAWAL,18-Jan-2026 06:39 PM,Rejected-Finance,L2 through the lottery system,24-Feb-2026 12:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
