Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
"Superintending Engineer Ganjam (R and B) Division No.I, Berhampur",Internal,Sr. DAO and A.E.E Estimator,Somanath Tripathy,13-Mar-2026 12:45 PM,techsummary_573155.pdf (851.06 KB),13-Mar-2026,"INR 317,146",60.0,Somanath Tripathy,13-Mar-2026 12:55 PM,1300.pdf (851.00 KB),Contract Awarded to Smt / Sri Bighneswar Padhy,1,3328906,ARUN KUMAR NAYAK,27-Dec-2025 01:45 PM,Rejected-AOC,reject in lottery,13-Mar-2026 12:55 PM,1.0,3336855.0,BIGHNESWAR PADHY,INR,"317,146",Finance,"16Nos Bidder are participate, Tender Under Scrutiny.",Somanath Tripathy,06-Jan-2026 03:38 PM,finance_573155.pdf,BOQ Comparative Chart,"Superintending Engineer Ganjam (R and B) Division No.I, Berhampur",Internal,Contract Awarded to Smt / Sri Bighneswar Padhy,Somanath Tripathy,13-Mar-2026 12:50 PM,finsummary_573155.pdf (851.06 KB),EIC-CIVIL||SERNB-CIRCLE-BERHAMPUR||EERNB-DIVN-GANJAM I,2025_EICCL_123755_1,SE R and B Divn NoI Bam 43/2025-26,"S/R to Tahasildar qtr building Berhampur such as painting, repair to grill, water proofing etc",AOC,EIC-CIVIL||SERNB-CIRCLE-BERHAMPUR||EERNB-DIVN-GANJAM I,SE R and B Divn NoI Bam 43/2025-26,2025_EICCL_123755_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost EMD(Online) RC,PAN, GSTIN, Affidavit Other Documents and Forms as per DTCN.","3,800",Yes,fixed,,Nil,Nil,"S/R to Tahasildar qtr building Berhampur such as painting, repair to grill, water proofing etc","S/R to Tahasildar qtr building Berhampur such as painting, repair to grill, water proofing etc",NA ,NA ,"3,73,069",Civil Works - Buildings,NA ,Tender,90.0,60.0,Ganjam,760005.0,NA ,NA ,NA ,Office of the Superintending Engineer Ganjam R and,No ,No,23-Dec-2025 06:15 PM,30-Dec-2025 11:30 AM,23-Dec-2025 06:15 PM,29-Dec-2025 04:00 PM,23-Dec-2025 06:15 PM ,29-Dec-2025 04:00 PM ,23-Dec-2025 06:15 PM,29-Dec-2025 04:00 PM,Superintending Engineer Ganjam R and B Division No,Office of the Superintending Engineer Ganjam R and B Division No I berhampur,"2,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,2,3337363,BAPINI SETHY,29-Dec-2025 03:20 PM,Rejected-AOC,reject in lottery,13-Mar-2026 12:55 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,3,3336855,BIGHNESWAR PADHY,29-Dec-2025 02:02 PM,Accepted-AOC,Win in lottery,13-Mar-2026 12:55 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3330641,Biswajit Gantayat,27-Dec-2025 12:23 PM,Rejected-AOC,reject in lottery,13-Mar-2026 12:55 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3337166,BULU SAHU,29-Dec-2025 02:41 PM,Rejected-AOC,reject in lottery,13-Mar-2026 12:55 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3336833,GAGAN KUMAR SAHU,29-Dec-2025 02:00 PM,Rejected-AOC,reject in lottery,13-Mar-2026 12:55 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3332500,Hrusikes Panda,27-Dec-2025 07:38 PM,Rejected-AOC,reject in lottery,13-Mar-2026 12:55 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3336640,MUNA SETHI,29-Dec-2025 01:35 PM,Rejected-AOC,reject in lottery,13-Mar-2026 12:55 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3333539,PRATIK RAUT,28-Dec-2025 12:26 PM,Rejected-AOC,reject in lottery,13-Mar-2026 12:55 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3336902,Puja Pattnayak,29-Dec-2025 02:09 PM,Rejected-AOC,reject in lottery,13-Mar-2026 12:55 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
