Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
DY. Manager MM,Internal,"Mgr DO,Dy MGR CSS, IC MKTG, IC HR",Sudhir Ranjan Mallik,23-Mar-2026 04:20 PM,techsummary_580358.pdf (471.68 KB),1,3409730,Haripushp Devcon Private Limited,05-Mar-2026 11:23 AM,Rejected-Finance,L4,23-Mar-2026 04:23 PM,23-Mar-2026,"INR 3,912,000",180.0,Sudhir Ranjan Mallik,23-Mar-2026 04:28 PM,SambalpurCoal.pdf (1896.00 KB),Finance,FOR TECHNICAL EVALUATION,Sudhir Ranjan Mallik,23-Mar-2026 02:20 PM,,BOQ Comparative Chart,1.0,3419201.0,NM MANAGEMENT SERVICES,INR,"3,912,000",Odisha State Co. Milk Producers Federation Ltd.,2026_OMFED_125763_1,MM/113/AT/ 2024-2025/46,Purchase of Coal (G-12),DY. Manager MM,Internal,"Mgr DO,Dy MGR CSS, IC MKTG, IC HR",Sudhir Ranjan Mallik,23-Mar-2026 04:23 PM,finsummary_580358.pdf (471.68 KB),AOC,Managing Director,"D2, Sahid Nagar, BBSR",Purchase of Coal (G-12),Purchase of Coal (G-12),Please refer Tender Document  ,NA ,"62,00,000",Miscellaneous Goods,NA ,Tender,180.0,180.0,Bhubaneswar,751007.0,NA ,NA ,NA ,"D2, Sahid Nagar, BBSR",No ,No,"1,30,000",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"The Tender Paper Cost, EMD, Copy of GST, PAN, GST RETURN,IT Return, Turnover Certificate",10-Feb-2026 10:00 AM,05-Mar-2026 03:00 PM,10-Feb-2026 10:00 AM,05-Mar-2026 02:00 PM,NA ,NA ,10-Feb-2026 10:00 AM,05-Mar-2026 02:00 PM,1.0,ICICI BANK,590.0,0.0,Nil,Nil,No,Odisha State Co. Milk Producers Federation Ltd.,MM/113/AT/ 2024-2025/46,2026_OMFED_125763_1,Yes,Open Tender,Item Rate,Goods,1.0,No,No,Online,No,No,No,AOC
,,,,,,2,3415306,JAY DADI TRADERS,01-Mar-2026 02:15 PM,Rejected-Finance,L3,23-Mar-2026 04:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other documents as per DTCN,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,3415015,M/S SANJUKTA MOHANTY,01-Mar-2026 09:50 AM,Rejected-Finance,L2,23-Mar-2026 04:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3419201,NM MANAGEMENT SERVICES,05-Mar-2026 10:05 AM,Accepted-AOC,L1,23-Mar-2026 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
