Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
18-Dec-2025 10:00 AM,02-Jan-2026 11:00 AM,18-Dec-2025 10:00 AM,31-Dec-2025 05:00 PM,NA ,NA ,18-Dec-2025 10:00 AM,31-Dec-2025 05:00 PM,"2,550",Yes,fixed,,Nil,Nil,"2,000",0.0,Nil,Nil,No,Municipal Bodies||Vyasanagar Municipality,03/VNM/2025-26,2025_ORULB_123345_4,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,EXECUTIVE OFFICER,EXECUTIVE OFFICER CHAMBER VYASANAGAR MUNICIPALITY,1.0,Fee/PreQual/Technical/Finance,.pdf,NIT,Repair and renovation of School at Kusunpur in ward No- 6,Repair and renovation of School at Kusunpur in ward No- 6,Please refer Tender documents. ,NA ,"2,54,989",Civil Works - Roads,NA ,Tender,30.0,30.0,VYASANAGAR MUNICIPALITY,755019.0,NA ,NA ,NA ,EXECUTIVE OFFICER CHAMBER,No ,No,1.0,ICICI BANK,AOC,Municipal Bodies||Vyasanagar Municipality,2025_ORULB_123345_4,03/VNM/2025-26,Repair and renovation of School at Kusunpur in ward No- 6,Eo,Internal,"me,je,accountant",Manas Ranjan Sahoo,06-Mar-2026 11:35 AM,finsummary_572013.pdf (407.65 KB),Finance,ok,Manas Ranjan Sahoo,06-Mar-2026 11:19 AM,finance_572013.pdf,BOQ Comparative Chart,1.0,3333457.0,TANMAYA PANDA,INR,"216,764.251",06-Mar-2026,"INR 216,764.251",30.0,Manas Ranjan Sahoo,06-Mar-2026 11:41 AM,worko.pdf (373.00 KB),due to l1,1,3338696,DIPENDRA KUMAR JENA,30-Dec-2025 01:47 PM,Rejected-Finance,due to l2,06-Mar-2026 11:35 AM,Eo,Internal,"me,je,accountant",Manas Ranjan Sahoo,06-Mar-2026 11:23 AM,techsummary_572013.pdf (407.65 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3341408,RAJENDRA BEHERA,31-Dec-2025 04:36 PM,Rejected-Finance,due to l4,06-Mar-2026 11:35 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3333572,RANJAN KUMAR SETHY,28-Dec-2025 12:33 PM,Rejected-Finance,due to l1,06-Mar-2026 11:35 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3341298,SUBHAKANTA PRADHAN,31-Dec-2025 02:24 PM,Rejected-Finance,due to l3,06-Mar-2026 11:35 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3333457,TANMAYA PANDA,28-Dec-2025 12:16 PM,Accepted-AOC,due to l1,06-Mar-2026 11:41 AM,,,,,,,AOC
