Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
,,,,,,11,3370024,LELIN MOHANTY,29-Jan-2026 12:13 PM,Rejected-AOC,Rejected,10-Mar-2026 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,12,3364740,MAHASWETA MALIK,26-Jan-2026 03:14 PM,Rejected-AOC,Rejected,10-Mar-2026 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,13,3370154,MANAS RANJAN SAHOO,29-Jan-2026 08:32 PM,Rejected-AOC,Rejected,10-Mar-2026 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,14,3370840,MONALI PRAVA MUNDA,30-Jan-2026 11:04 AM,Rejected-AOC,Rejected,10-Mar-2026 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,15,3370717,M/S SUSHREE KRISHNA CONSTRUCTIONS,28-Jan-2026 04:25 PM,Rejected-AOC,Rejected,10-Mar-2026 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,16,3366489,MUKTIKANTA MOHANTY,30-Jan-2026 11:24 AM,Rejected-AOC,Rejected,10-Mar-2026 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,17,3373547,NIBEDITA BARIK,30-Jan-2026 01:23 PM,Rejected-AOC,Rejected,10-Mar-2026 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,18,3368457,PRADEEP KUMAR MAJHI,30-Jan-2026 11:40 AM,Rejected-AOC,Rejected,10-Mar-2026 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,19,3374044,PRADEEPTI CHAND,30-Jan-2026 02:03 PM,Rejected-AOC,Rejected,10-Mar-2026 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,20,3369967,PRAFULLA KUMAR MALIK,29-Jan-2026 07:44 PM,Rejected-AOC,Rejected,10-Mar-2026 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,21,3374164,PRIYABRATA SETHI,30-Jan-2026 02:20 PM,Rejected-AOC,Rejected,10-Mar-2026 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,22,3371132,SABITRI SING,28-Jan-2026 08:21 PM,Rejected-AOC,Rejected,10-Mar-2026 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,23,3373683,SANGHAMITRA MOHAPATRA,30-Jan-2026 01:45 PM,Rejected-AOC,Rejected,10-Mar-2026 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,24,3373766,SANJAYA KUMAR PATRA,30-Jan-2026 01:05 PM,Rejected-AOC,Rejected,10-Mar-2026 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,25,3372169,SANTHA SANAT KUMAR ROUT,29-Jan-2026 02:10 PM,Accepted-AOC,Awarded through lottery winner vide Agrt No.189 P1 of 2025-26,10-Mar-2026 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,26,3372364,SANTOSH PATTNAYAK,30-Jan-2026 10:17 AM,Rejected-AOC,Rejected,10-Mar-2026 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,27,3373051,SASHIKANTA DWARY,29-Jan-2026 09:27 PM,Rejected-AOC,Rejected,10-Mar-2026 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,28,3368869,SATYA NARAYAN MAHALIK,28-Jan-2026 12:15 AM,Rejected-AOC,Rejected,10-Mar-2026 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,29,3373497,SAUMYA SUCHARITA BARIK,30-Jan-2026 11:00 AM,Rejected-AOC,Rejected,10-Mar-2026 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,30,3373068,SMITA SANDHYA MALLICK,30-Jan-2026 09:45 AM,Rejected-AOC,Rejected,10-Mar-2026 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,31,3364798,SUBRAT KUMAR PANDA,26-Jan-2026 02:57 PM,Rejected-AOC,Rejected,10-Mar-2026 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,32,3372209,SUJIT KUMAR PATRA,29-Jan-2026 09:22 PM,Rejected-AOC,Rejected,10-Mar-2026 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,33,3368540,SURESH MAJHI,30-Jan-2026 12:14 PM,Rejected-AOC,Rejected,10-Mar-2026 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,34,3368740,SURYA KANTA BEHERA,27-Jan-2026 05:55 PM,Rejected-AOC,Rejected,10-Mar-2026 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,35,3369367,SUSANTA KUMAR PANDA,30-Jan-2026 03:29 PM,Rejected-AOC,Rejected,10-Mar-2026 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,36,3365957,TAPAS KUMAR CHAND,26-Jan-2026 12:43 PM,Rejected-AOC,Rejected,10-Mar-2026 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
