Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
"Superintending Engineer,R.W.Division-II,Balasore",Internal,,Amir Kumar Sethy,13-Feb-2026 12:27 PM,techsummary_576887.pdf (390.93 KB),1,3373146,ARUN KUMAR NAYAK,29-Jan-2026 10:42 PM,Rejected-AOC,Rejected,10-Mar-2026 04:29 PM,10-Mar-2026,"INR 2,463,573.68",30.0,Amir Kumar Sethy,10-Mar-2026 04:29 PM,5Pandasuni.pdf (433.00 KB),1.0,3372169.0,SANTHA SANAT KUMAR ROUT,INR,"2,463,573.68",Finance,All papers are download,Sujata Behera,10-Feb-2026 04:12 PM,finance_576887.pdf,BOQ Comparative Chart,"S.E.R.W.Division-II,Balasore",Internal,,Amir Kumar Sethy,17-Feb-2026 04:52 PM,finsummary_576887.pdf (390.93 KB),CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE,2026_CERWI_124808_5,E-TCN/BLS-II No.09 of 2025-26,S/R to P.W.D Road - Pandasuni Road for the year 2025-26,AOC,"6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,S/R to P.W.D Road - Pandasuni Road for the year 2025-26,S/R to P.W.D Road - Pandasuni Road for the year 2025-26,Please refer Tender documents. ,NA ,"28,97,981",Civil Works - Roads,NA ,Tender,90.0,30.0,Balasore,756001.0,NA ,NA ,NA ,"O/o the S.E,R.W.Division_II,Balasore",No ,No,"Superintending Engineer,R.W.Division_II,Balasore","O/o the Superintending Engineer,R.W.Division_II,Balasore","28,980",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"P Cost, EMD Online, RC, PAN, Valid GSTIN, Affidavit, No relation certificate and other as per DTCN",CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE,E-TCN/BLS-II No.09 of 2025-26,2026_CERWI_124808_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,20-Jan-2026 05:00 PM,31-Jan-2026 11:00 AM,20-Jan-2026 05:00 PM,30-Jan-2026 05:00 PM,20-Jan-2026 05:00 PM ,30-Jan-2026 03:00 PM ,20-Jan-2026 05:00 PM,30-Jan-2026 05:00 PM,AOC
,,,,,,2,3370636,ASHWINI KUMAR MOHANTY,29-Jan-2026 11:41 AM,Rejected-AOC,Rejected,10-Mar-2026 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,3372112,BASANTA KUMAR PATRA,29-Jan-2026 03:54 PM,Rejected-AOC,Rejected,10-Mar-2026 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3371979,BENIMADHAB BIHARI,29-Jan-2026 04:32 PM,Rejected-AOC,Rejected,10-Mar-2026 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3366412,BISHNU MOHAN MALIK,26-Jan-2026 05:35 PM,Rejected-AOC,Rejected,10-Mar-2026 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3370558,DILLIP KUMAR MOHANTY,29-Jan-2026 11:51 AM,Rejected-AOC,Rejected,10-Mar-2026 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3364553,DIPTIMAYA BARIK,24-Jan-2026 12:02 PM,Rejected-AOC,Rejected,10-Mar-2026 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3366807,HARISH CHANDRA ACHARYA,26-Jan-2026 09:41 PM,Rejected-AOC,Rejected,10-Mar-2026 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3364534,KRUSNA CHANDRA SINGH,27-Jan-2026 05:35 PM,Rejected-AOC,Rejected,10-Mar-2026 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3366473,KRUTIBAS MOHANTY,30-Jan-2026 03:52 PM,Rejected-AOC,Rejected,10-Mar-2026 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
