Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"7,080",0.0,Nil,Nil,No,02-Jan-2026 01:00 PM,17-Jan-2026 11:00 AM,02-Jan-2026 01:00 PM,13-Jan-2026 05:00 PM,NA ,NA ,02-Jan-2026 01:00 PM,13-Jan-2026 05:00 PM,1.0,ICICI BANK,"Construction of underground drainage pipe line and Road from Plot No. F/818 to Plot No. F/807, Plot No. F/611 to Plot No. F/589, Plot No. D/221/40 to Plot No. D/221/39, CDA Sector-11 in Ward No. 3.","Construction of underground drainage pipe line and Road from Plot No. F/818 to Plot No. F/807, Plot No. F/611 to Plot No. F/589, Plot No. D/221/40 to Plot No. D/221/39, CDA Sector-11 in Ward No. 3.",Please refer Tender documents. ,NA ,"10,92,500",Civil Works - Others,NA ,Tender,90.0,60.0,CMC,753012.0,NA ,NA ,NA ,"At Bikash Bhawan, Jagannathlane Badambadi",No ,No,"Executive Engineer, CD-I","At Bikash Bhawan, Jagannathlane Badambadi, Dist Cuttack, Pin-753012","10,900",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST,EMD,GST,PAN,REGISTRATION CERTIFICATE,OTHER DOCUMENTS AS PER DTCN in online",Municipal Bodies||Cuttack Municipal Corporation,MC(CMC)CTC_Div-I_No.18/2025-26,2025_ORULB_123875_9,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,Executive Engineer,Internal,Asst. Executive Engineer,Subas Chandra Sahoo,16-Mar-2026 02:15 PM,finsummary_574033.pdf (414.49 KB),Municipal Bodies||Cuttack Municipal Corporation,2025_ORULB_123875_9,MC(CMC)CTC_Div-I_No.18/2025-26,"Construction of underground drainage pipe line and Road from Plot No. F/818 to Plot No. F/807, Plot No. F/611 to Plot No. F/589, Plot No. D/221/40 to Plot No. D/221/39, CDA Sector-11 in Ward No. 3.",1.0,3352608.0,MAMATA RANI ROUT,INR,"928,674",Finance,Fifteen bidders participated. BOQ Comparative Chart is enclosed for reference. The Original documents of bidder to be verified.,Subas Chandra Sahoo,21-Jan-2026 12:14 PM,finance_574033.pdf,BOQ Comparative Chart,16-Mar-2026,"INR 928,674",60.0,Subas Chandra Sahoo,16-Mar-2026 02:20 PM,2025_ORULB_123875_9.pdf (414.00 KB),Work Order,1,3352106,DEEPAK DAS,12-Jan-2026 06:33 PM,Rejected-AOC,Rejected,16-Mar-2026 02:20 PM,Executive Engineer,Internal,Asst. Executive Engineer,Subas Chandra Sahoo,16-Mar-2026 02:10 PM,techsummary_574033.pdf (414.49 KB),AOC
,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3352507,GOPABANDHU ROUTRAY,13-Jan-2026 11:14 AM,Rejected-AOC,Rejected,16-Mar-2026 02:20 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3350209,HEMANTA KUMAR BISWAL,09-Jan-2026 07:36 PM,Rejected-AOC,Rejected,16-Mar-2026 02:20 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3352608,MAMATA RANI ROUT,13-Jan-2026 02:35 PM,Accepted-AOC,Accepted,16-Mar-2026 02:20 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3349993,MANGULI CHARAN DALEI,12-Jan-2026 01:21 PM,Rejected-AOC,Rejected,16-Mar-2026 02:20 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3352790,PRABODH KUMAR PRUSTY,13-Jan-2026 03:10 PM,Rejected-AOC,Rejected,16-Mar-2026 02:20 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3352820,PRADEEP KUMAR CHHATOI,13-Jan-2026 01:33 PM,Rejected-AOC,Rejected,16-Mar-2026 02:20 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3351245,PRASANT KUMAR MAJHEE,12-Jan-2026 11:16 AM,Rejected-AOC,Rejected,16-Mar-2026 02:20 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3352618,PRAVAT KUMAR PRUSTY,13-Jan-2026 12:24 PM,Rejected-AOC,Rejected,16-Mar-2026 02:20 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3352152,SAMARJEET SWAIN,13-Jan-2026 12:38 PM,Rejected-AOC,Rejected,16-Mar-2026 02:20 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3350557,SANDHYARANI PANIGRAHI,12-Jan-2026 08:14 PM,Rejected-AOC,Rejected,16-Mar-2026 02:20 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3352376,SANJAY KUMAR DALAI,13-Jan-2026 12:09 PM,Rejected-AOC,Rejected,16-Mar-2026 02:20 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3351137,SIBENDRA BEHERA,12-Jan-2026 11:19 PM,Rejected-AOC,Rejected,16-Mar-2026 02:20 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3350795,SUDHIR KUAMR PAL,11-Jan-2026 06:55 PM,Rejected-AOC,Rejected,16-Mar-2026 02:20 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3349901,TUSAR KANTI HARICHANDAN,09-Jan-2026 02:57 PM,Rejected-AOC,Rejected,16-Mar-2026 02:20 PM,,,,,,,AOC
