Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage
27-Mar-2026,"INR 795,202",60.0,Chinmaya Das,27-Mar-2026 03:55 PM,WOSL10.pdf (147.00 KB),SIBENDRA KANDI is Awarded as L1 bidder through lucky draw.,1,3272656,SARASWATI ENGINEERING PROP.KAMALA KRISHNA RAO ACHARYA,03-Dec-2025 02:56 PM,Rejected-AOC,Awarded as L2 bidder through lucky draw.,27-Mar-2026 03:55 PM,1.0,3267463.0,SIBENDRA KANDI,INR,"795,202",Municipal Bodies||Nimapara NAC,2025_ORULB_121580_10,NP-NAC-03/2025-26,Construction of Paver Road with RCC Drain from Mitu Panda House to Andia Pry School Culvert in W. No.9 for 2025-26.,Finance,All three bidders are applied.,Chinmaya Das,27-Mar-2026 03:44 PM,finance_565939.pdf,BOQ Comparative Chart,"Sasmita Sahoo, Chairperson",Internal,"E.O, Nimapara NAC, M.E, Nimapara NAC, Asst.Engineer, NimaparaNAC,Asst.Engineer, Nimapara Block, Asst.Engineer, PHD WATCO, Nimapara.",Chinmaya Das,27-Mar-2026 03:50 PM,finsummary_565939.pdf (209.91 KB),"Sasmita Sahoo, Chairperson",Internal,"E.O, Nimapara NAC, M.E, Nimapara NAC, Asst.Engineer, NimaparaNAC,Asst.Engineer, Nimapara Block, Asst.Engineer, PHD WATCO, Nimapara.",Chinmaya Das,27-Mar-2026 03:48 PM,techsummary_565939.pdf (209.91 KB),AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,"GST CLEARANCE,PAN,REG.CERT,VALID LABOUR LICENSE,AFFIDAVIT,BID ACKNOWLEDGE,EXP IF ANY,ETC AS PER DTCN",Construction of Paver Road with RCC Drain from Mitu Panda House to Andia Pry School Culvert in W. No.9 for 2025-26.,Construction of Paver Road with RCC Drain from Mitu Panda House to Andia Pry School Culvert in W. No.9 for 2025-26.,Please refer Tender documents. ,NA ,"7,95,202",Civil Works - Others,NA ,Tender,120.0,60.0,NAC NIMAPARA,752106.0,NA ,NA ,NA ,OFFICE OF THE NAC NIMAPARA,No ,No,"EXECUTIVE OFFICER, NAC NIMAPARA","AT/PO-NIMAPARA,DIST-PURI,752106","7,952",Yes,fixed,,Nil,Nil,22-Nov-2025 09:00 AM,04-Dec-2025 11:00 AM,22-Nov-2025 10:00 AM,03-Dec-2025 05:00 PM,NA ,NA ,22-Nov-2025 10:00 AM,03-Dec-2025 05:00 PM,Municipal Bodies||Nimapara NAC,NP-NAC-03/2025-26,2025_ORULB_121580_10,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"4,000",0.0,Nil,Nil,No,1.0,ICICI BANK,AOC
,,,,,,,2,3267463,SIBENDRA KANDI,30-Nov-2025 09:22 AM,Accepted-AOC,Awarded as L1 bidder through lucky draw.,27-Mar-2026 03:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,3,3272188,SRIKANTA KUMAR BASTIA,03-Dec-2025 11:09 AM,Rejected-AOC,reject,27-Mar-2026 03:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
