Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
Superintending Engineer Deogarh Rand B Division,Superintending Engineer Deogarh Rand B Division,"56,000",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,dtcn,Construction of Paddy Procurement Centre at Kalla under Barkote Block in the district of Deogarh for the year 2024-25.,Construction of Paddy Procurement Centre at Kalla under Barkote Block in the district of Deogarh for the year 2024-25.,Please refer Tender documents. ,NA ,"55,65,000",Civil Works - Buildings,NA ,Tender,90.0,120.0,Deogarh,768108.0,NA ,NA ,NA ,Deogargh,No ,No,"10,000",0.0,Nil,Nil,No,EIC-CIVIL||SERNB-CIRCLE-NORTHERN||EE RNB Division Deogarh,SE PWD DGR No. 12 of 2024-25,2024_EICCL_105952_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,23-Oct-2024 06:00 PM,06-Nov-2024 11:30 AM,23-Oct-2024 06:00 PM,05-Nov-2024 05:00 PM,23-Oct-2024 06:00 PM ,05-Nov-2024 05:00 PM ,23-Oct-2024 06:00 PM,05-Nov-2024 05:00 PM,26-Jun-2025 06:00 PM,1.0,ICICI BANK,AOC,EIC-CIVIL||SERNB-CIRCLE-NORTHERN||EE RNB Division Deogarh,2024_EICCL_105952_1,SE PWD DGR No. 12 of 2024-25,Construction of Paddy Procurement Centre at Kalla under Barkote Block in the district of Deogarh for the year 2024-25.,Technical,Opening,Rama Chandra Sethi,07-Nov-2024 04:41 PM,technical_511355.pdf,Abhishek Ojha,Internal,,Abhisek Ojha,25-Mar-2026 12:39 PM,finsummary_511355.pdf (185.30 KB),1.0,2617613.0,SABYASACHI PRADHAN,INR,"4,730,849",1,2613471,KSHITISH KUMAR NAYAK,04-Nov-2024 02:00 PM,Rejected-AOC,Rejected in lottery,25-Mar-2026 12:43 PM,25-Mar-2026,"INR 4,730,849",120.0,Abhisek Ojha,25-Mar-2026 12:43 PM,kallaAOC.pdf (185.00 KB),Abhishek Ojha,Internal,,Prabodh Kumar Sahoo,26-Jun-2025 05:06 PM,26-Jun-2025 06:00 PM,techsummary_511355.pdf (342.89 KB),Finance,opened,Prabodh Kumar Sahoo,25-Mar-2026 08:10 AM,finance_511355.pdf,BOQ Comparative Chart,AOC
,,,,,,,,2.0,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,2,2607179,MANAS RANJAN SAMANTRAY,04-Nov-2024 09:56 PM,Rejected-AOC,Rejected in lottery,25-Mar-2026 12:43 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3,2617613,SABYASACHI PRADHAN,05-Nov-2024 02:13 PM,Accepted-AOC,L1 in lottery,25-Mar-2026 12:43 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,4,2612252,Satyajit Pradhan,04-Nov-2024 11:27 AM,Rejected-Technical,Disqualified,26-Jun-2025 05:06 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,5,2611915,SIMANTA KUMAR SAHU,04-Nov-2024 10:04 AM,Rejected-AOC,Rejected in lottery,25-Mar-2026 12:43 PM,,,,,,,,,,,,,,,,,,,,AOC
