S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,ICICI BANK,08-Dec-2025 11:00 AM,19-Dec-2025 11:00 AM,08-Dec-2025 11:00 AM,18-Dec-2025 05:00 PM,NA ,NA ,08-Dec-2025 11:00 AM,18-Dec-2025 05:00 PM,Road from Badahata to Ratani Agrawal House,Road from Badahata to Ratani Agrawal House,Please refer Tender documents. ,NA ,"2,54,320",Civil Works - Others,NA ,Tender,120.0,60.0,Bhuban NAC,759017.0,NA ,NA ,NA ,"Office of the Executive Officer, Bhuban NAC",No ,No,"2,543",Yes,percentage,1.0%,Nil,Nil,Municipal Bodies||Bhuban NAC,BBN NAC 05/2025-26,2025_ORULB_122602_42,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Notice,Other,,"Executive Officer, Bhuban NAC","Executive Officer, Bhuban NAC","2,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,NIT,AOC,Chairperson,Internal,"Tahasildar, Block Finance Officer, Bhuban Block, Municipal Engineer, Bhuban NAC, Junior Engineer, Bhuban NAC, Executive Officer,",SURENDRA NATH SAHOO,20-Feb-2026 03:20 PM,techsummary_569753.pdf (5106.02 KB),Chairperson,Internal,"Tahasildar, Block Finance Officer, Bhuban Block, Municipal Engineer, Bhuban NAC, Junior Engineer, Bhuban NAC, Executive Officer,",SURENDRA NATH SAHOO,26-Feb-2026 02:47 PM,finsummary_569753.pdf (5106.02 KB),Finance,ok,SURENDRA NATH SAHOO,20-Feb-2026 11:54 AM,,BOQ Comparative Chart,1,3309952,ABINASH BEHERA,17-Dec-2025 07:36 AM,Rejected-Technical,Lottary,20-Feb-2026 03:20 PM,Municipal Bodies||Bhuban NAC,2025_ORULB_122602_42,BBN NAC 05/2025-26,Road from Badahata to Ratani Agrawal House,1.0,3311768.0,AJAY KUMAR SAHOO,INR,"254,294",09-Mar-2026,"INR 254,294",60.0,SURENDRA NATH SAHOO,09-Mar-2026 04:34 PM,42_368.pdf (344.00 KB),aoc,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,DTCN,AOC,,,,,,,,,,,,,,,,,,,2,3311768,AJAY KUMAR SAHOO,17-Dec-2025 05:46 PM,Accepted-AOC,lottery,09-Mar-2026 04:34 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,3,3312680,Babuli Patra,18-Dec-2025 05:25 AM,Rejected-Technical,Lottary,20-Feb-2026 03:20 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,3296645,DEBENDRA SAHOO,12-Dec-2025 10:22 PM,Rejected-Technical,Lottary,20-Feb-2026 03:20 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,3312620,JITENDRA BEHERA,17-Dec-2025 09:47 PM,Rejected-Technical,Lottary,20-Feb-2026 03:20 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,3312925,Krushna Chandra Das,18-Dec-2025 05:10 AM,Rejected-Technical,Lottary,20-Feb-2026 03:20 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,3313220,MAKARA GURU,18-Dec-2025 12:48 PM,Rejected-Technical,Lottary,20-Feb-2026 03:20 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,3312470,Namita Sahoo,17-Dec-2025 09:17 PM,Rejected-Technical,Lottary,20-Feb-2026 03:20 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,3312979,Nibedita Pothal,18-Dec-2025 02:31 PM,Rejected-Technical,Lottary,20-Feb-2026 03:20 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,3309820,PRAMOD GURU,17-Dec-2025 12:52 AM,Rejected-Technical,Lottary,20-Feb-2026 03:20 PM,,,,,,,,,,,,,,,,,AOC
