Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Municipal Bodies||Kuchinda NAC,KCDA/NAC-9/2025-26,2026_ORULB_126404_33,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"8,233",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,23-Feb-2026 10:00 AM,06-Mar-2026 10:00 AM,23-Feb-2026 10:00 AM,05-Mar-2026 05:30 PM,23-Feb-2026 10:00 AM ,05-Mar-2026 05:30 PM ,23-Feb-2026 10:00 AM,05-Mar-2026 05:30 PM,"4,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,"Laying of drain Cover slab drain from Jagannath Mandir to AWC ph-l W.N-10,NAC Kuchinda","Laying of drain Cover slab drain from Jagannath Mandir to AWC ph-l W.N-10,NAC Kuchinda",As per DTCN ,NA ,"8,23,273",Civil Works - Others,NA ,Tender,90.0,60.0,Ward No-10 NAC Kuchinda,768222.0,NA ,NA ,NA ,OFFICE OF THE NAC KUCHINDA,No ,No,EXECUTIVE OFFICER,"At/Po/Ps-Kuchinda,Dist-Sambalpur,Odisha",AOC,Pradyut Kumar Mohanty,Internal,"Barun Kumar Sa, Nilamadhab Nag,Manaranjan Suna",Barun Kumar Sa,24-Mar-2026 01:28 PM,techsummary_582377.pdf (633.47 KB),Pradyut Kumar Mohanty,Internal,"Barun Kumar Sa, Nilamadhab Nag,Manaranjan Suna",Barun Kumar Sa,26-Mar-2026 01:09 PM,finsummary_582377.pdf (629.69 KB),Finance,Admitted,Nilamadhab Nag,09-Mar-2026 01:03 PM,finance_582377.pdf,BOQ Comparative Chart,30-Mar-2026,"INR 823,273.94",60.0,Barun Kumar Sa,30-Mar-2026 05:22 PM,33.pdf (520.00 KB),Work Order Issued,1,3417312,AMIT AGRAWAL,03-Mar-2026 12:18 PM,Rejected-AOC,Rejected,30-Mar-2026 05:22 PM,Municipal Bodies||Kuchinda NAC,2026_ORULB_126404_33,KCDA/NAC-9/2025-26,"Laying of drain Cover slab drain from Jagannath Mandir to AWC ph-l W.N-10,NAC Kuchinda",1.0,3415099.0,PRAKASH RUDRA SINGH,INR,"823,273.94",AOC
,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2,3418376,AMIT PRATAP SINGH,05-Mar-2026 02:39 AM,Rejected-AOC,Rejected,30-Mar-2026 05:22 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,3,3419493,ATISH KUMAR AGARWAL,05-Mar-2026 04:09 PM,Rejected-AOC,Rejected,30-Mar-2026 05:22 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,4,3419018,BISHAL AGRAWAL,05-Mar-2026 12:57 AM,Rejected-AOC,Rejected,30-Mar-2026 05:22 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,5,3409312,DIPTI PANDA,26-Feb-2026 10:37 AM,Rejected-AOC,Rejected,30-Mar-2026 05:22 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,6,3415124,GOBINDA SAHOO,01-Mar-2026 03:21 PM,Rejected-AOC,Rejected,30-Mar-2026 05:22 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,7,3418563,GOVIND MEHER,04-Mar-2026 08:04 PM,Rejected-AOC,Rejected,30-Mar-2026 05:22 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,8,3419260,LAXMI AGRAWAL,05-Mar-2026 11:49 AM,Rejected-AOC,Rejected,30-Mar-2026 05:22 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,9,3415099,PRAKASH RUDRA SINGH,01-Mar-2026 06:01 PM,Accepted-AOC,Awarded through lottery system,30-Mar-2026 05:22 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,10,3418213,ROHIT AGRAWAL,04-Mar-2026 02:16 PM,Rejected-AOC,Rejected,30-Mar-2026 05:22 PM,,,,,,,,,,AOC
