S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Tender Stage
1.0,3281974.0,M/s. ASHIRBAD INDUSTRIES Prp. PRAKASH CHANDRA LENKA,INR,"3,435,343",CE MECHANICAL,Internal,,JITENDRA KUMAR ORAM,24-Feb-2026 11:29 AM,finsummary_568228.pdf (1176.05 KB),Technical,All docs downloaded successfully,SASANKA SEKHAR MOHANTY,15-Dec-2025 01:18 PM,,Chief Engineer Mech - WR Bhubaneswar,2025_CEMWR_122285_1,CEM/MDC-22/2025-26,Supply Fabrication Transportation Erection of Construction Sluice cum VRB over Old Kani DC at RD 3360M Near Vilage Gunudia Under Drainage Division Kendrapara for the year 2025 26,Finance,All docs download,SASANKA SEKHAR MOHANTY,09-Jan-2026 02:09 PM,,BOQ Comparative Chart,CE MECHANICAL,Internal,,JITENDRA KUMAR ORAM,08-Jan-2026 06:23 PM,09-Jan-2026 12:00 PM,techsummary_568228.pdf (1176.05 KB),1,3296373,ABHISEKH ENTERPRISERS,11-Dec-2025 10:01 PM,Rejected-AOC,Not a Winner of lottery,29-Mar-2026 12:32 PM,23-Mar-2026,"INR 3,435,343",60.0,JITENDRA KUMAR ORAM,29-Mar-2026 12:31 PM,CEM22.pdf (746.00 KB),AOC,02-Dec-2025 10:00 AM,15-Dec-2025 12:00 PM,02-Dec-2025 10:00 AM,12-Dec-2025 05:30 PM,02-Dec-2025 10:00 AM ,09-Dec-2025 05:30 PM ,02-Dec-2025 10:00 AM,12-Dec-2025 05:30 PM,09-Jan-2026 12:00 PM,Supply Fabrication Transportation Erection of Construction Sluice cum VRB over Old Kani DC at RD 3360M Near Vilage Gunudia Under Drainage Division Kendrapara for the year 2025 26,Supply Fabrication Transportation Erection of Construction Sluice cum VRB over Old Kani DC at RD 3360M Near Vilage Gunudia Under Drainage Division Kendrapara for the year 2025 26,As per DTCN ,NA ,"40,41,104",Mechanical Works,NA ,Tender,90.0,60.0,Old Kani D C Vilage Gunudia,754225.0,NA ,NA ,NA ,BHUBANESWAR,No ,No,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Bid Documents,Chief Engineer Mech - WR Bhubaneswar,CEM/MDC-22/2025-26,2025_CEMWR_122285_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"40,411",Yes,percentage,1.0%,Nil,Nil,1.0,Bid Document upload,Technical Bid,,CHIEF ENGINEER MECHANICAL,O/o the EIC WR,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3274723,M/S Abirvab Steel Product,12-Dec-2025 11:25 AM,Rejected-AOC,Not a Winner of lottery,29-Mar-2026 12:32 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,2.0,Finance,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3281974,M/s. ASHIRBAD INDUSTRIES Prp. PRAKASH CHANDRA LENKA,11-Dec-2025 07:39 PM,Accepted-AOC,Winner of lottery,29-Mar-2026 12:32 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3274797,M/S Ashreebad Fabricators,12-Dec-2025 01:32 PM,Rejected-AOC,Not a Winner of lottery,29-Mar-2026 12:32 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3294513,ORIFEB INDUSTRIES,11-Dec-2025 08:58 PM,Rejected-Technical,Technically rejected,08-Jan-2026 06:23 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3280701,SUSHIL KUMAR DAS,11-Dec-2025 07:51 PM,Rejected-AOC,Not a Winner of lottery,29-Mar-2026 12:32 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
