S.No,Corrigendum Title,Corrigendum Type,View,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,Extension of opening date,Date,,Executive Officer Barbil Municipality,Executive Officer Barbil Municipality,"Widening of road from Anganwadi center at Durby chhak to Sankhajhar nala, Ward No.13, Barbil","Widening of road from Anganwadi center at Durby chhak to Sankhajhar nala, Ward No.13, Barbil",Please refer Tender documents. ,NA ,"4,98,000",Civil Works - Roads,NA ,Tender,90.0,90.0,Barbil,758035.0,NA ,NA ,NA ,Barbil Municipality,No ,No,"4,000",0.0,Nil,Nil,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,DTCN,16-Oct-2025 10:00 AM,07-Nov-2025 11:00 AM,16-Oct-2025 10:00 AM,06-Nov-2025 05:00 PM,NA ,NA ,16-Oct-2025 10:00 AM,06-Nov-2025 05:00 PM,21-Nov-2025 06:00 PM,"4,980",Yes,percentage,1.0%,Nil,Nil,Municipal Bodies||Barbil Municipality,BBLM-5/2025-26,2025_ORULB_119252_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,Laxman Mahanta,Internal,,Ramesh Chandra Nayak,17-Mar-2026 12:46 PM,finsummary_555304.pdf (389.69 KB),Municipal Bodies||Barbil Municipality,2025_ORULB_119252_3,BBLM-5/2025-26,"Widening of road from Anganwadi center at Durby chhak to Sankhajhar nala, Ward No.13, Barbil",Technical,open,Ramesh Chandra Nayak,07-Nov-2025 01:51 PM,technical_555304.pdf,1.0,3166961.0,GOLEKHA BIHARI ORAM,INR,"422,703",17-Mar-2026,"INR 422,703",90.0,Ramesh Chandra Nayak,17-Mar-2026 12:50 PM,WO3.pdf (251.00 KB),Contact value including GST,1,3189628,BALARAM SAHOO,06-Nov-2025 03:34 PM,Rejected-Finance,second,17-Mar-2026 12:46 PM,Finance,open,Ramesh Chandra Nayak,24-Nov-2025 12:29 PM,finance_555304.pdf,BOQ Comparative Chart,Laxman Mahanta,Internal,,Purna Chandra Mahanta,21-Nov-2025 05:31 PM,21-Nov-2025 06:00 PM,techsummary_555304.pdf (4230.28 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3166961,GOLEKHA BIHARI ORAM,04-Nov-2025 10:04 PM,Accepted-AOC,Lowest,17-Mar-2026 12:50 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3163219,SARBADHIKARI BEHERA,28-Oct-2025 01:42 PM,Rejected-Technical,Not uploaded authenticated tools and plant bill,21-Nov-2025 05:31 PM,,,,,,,,,,,,,,AOC
