Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
07-Jan-2026,"INR 64,986,797",270.0,Sarat Chandra Ghadei,19-Mar-2026 04:27 PM,AOC_Talapatna.pdf (582.00 KB),AOC,MANAGING DIRECTOR OF OCC LTD.,Internal,,Pratap Chandra Chaudhury,14-Nov-2025 03:38 PM,finsummary_550154.pdf (618.17 KB),1,3074265,AB INFRAPROJECTS PVT LTD,10-Sep-2025 05:26 PM,Rejected-Finance,L2 BIDDER.,14-Nov-2025 03:38 PM,Technical,Opened Successfully.,Pratap Chandra Chaudhury,11-Sep-2025 01:23 PM,,Finance,Opened Successfully.,Pratap Chandra Chaudhury,06-Nov-2025 11:47 AM,,BOQ Comparative Chart,ODISHA CONSTRUCTION CORPORATION LTD,2025_OCCL_117182_1,E-procurement Notice No. 37/OCCL/2025-26(on-line),Improvement to RFB of river Rushikulya near Talapatna.,1.0,3070539.0,Surendranath Gouda,INR,"64,986,797",MANAGING DIRECTOR OF OCC LTD.,Internal,,Pratap Chandra Chaudhury,04-Nov-2025 09:36 PM,06-Nov-2025 11:30 AM,techsummary_550154.pdf (310.94 KB),AOC,1.0,Fee/PreQual/Technical,.pdf,"GST,PAN,EPF registration certificate, Valid OCC Ltd enlistment certificate and EMD (Mandatory) etc.","7,65,000",Yes,fixed,,Nil,Nil,"11,800",Nil,Nil,No,MANAGING DIRECTOR OF OCC LTD.,"ODISHA CONSTRUCTION CORPORATION Ltd. UNIT - VIII, GOPABANDHUNAGAR,BBSR-751012",ODISHA CONSTRUCTION CORPORATION LTD,E-procurement Notice No. 37/OCCL/2025-26(on-line),2025_OCCL_117182_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Improvement to RFB of river Rushikulya near Talapatna.,Improvement to RFB of river Rushikulya near Talapatna.,AS PER DTCN. ,NA ,"7,64,46,062",Civil Works - Others,NA ,Tender,90.0,270.0,Bhanjanagar town in Ganjam district.,761126.0,NA ,NA ,NA ,HEAD OFFICE OCCL,No ,No,1.0,ICICI BANK,21-Aug-2025 06:00 PM,11-Sep-2025 12:00 PM,21-Aug-2025 06:00 PM,10-Sep-2025 05:30 PM,21-Aug-2025 06:00 PM ,27-Aug-2025 03:30 PM ,21-Aug-2025 06:00 PM,10-Sep-2025 05:30 PM,06-Nov-2025 11:30 AM,AOC
,,,,,,,,,,,,,2,3065428,AMRIT PRADHAN,09-Sep-2025 10:17 PM,Rejected-Technical,Non - Responsive.,04-Nov-2025 09:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,"Other documents as per DTCN. EMD is in BG Shape, Provide Original BG during technical bid opening.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,AOC
,,,,,,,,,,,,,3,3064402,Ganesh Chandra Mohanty,10-Sep-2025 01:33 PM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTTERY.,14-Nov-2025 03:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3068639,LAXMINARAYAN MALLICK,08-Sep-2025 12:52 PM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTTERY.,14-Nov-2025 03:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3074408,Leaptree Engineers Pvt. Ltd.,10-Sep-2025 03:57 PM,Rejected-Technical,Non - Responsive.,04-Nov-2025 09:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3073022,m/s Anand Kumar Agrawal,10-Sep-2025 12:02 AM,Rejected-Technical,Non - Responsive.,04-Nov-2025 09:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3063294,Prakash Chandra Sahu,07-Sep-2025 07:50 AM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTTERY.,14-Nov-2025 03:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3064639,SUBHAM ROUT,08-Sep-2025 11:46 AM,Rejected-Finance,L2 BIDDER.,14-Nov-2025 03:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3072812,SURENDRA KUMAR MAHAKUDA,10-Sep-2025 04:43 PM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTTERY.,14-Nov-2025 03:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3070539,Surendranath Gouda,10-Sep-2025 12:05 PM,Accepted-AOC,L1 SUCCESSFUL BIDDER.,19-Mar-2026 04:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
