Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No.1,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
Development of Crematorium at Behera Sahi in Ward No 14,Development of Crematorium at Behera Sahi in Ward No 14,Please refer Tender documents. ,NA ,"6,78,137",Civil Works - Roads,NA ,Tender,90.0,60.0,Pipli NAC,752104.0,NA ,NA ,NA ,"Office of the Executive officer, Pipli NAC, Pipli",No ,No,27-Nov-2025 12:00 PM,09-Dec-2025 11:00 AM,27-Nov-2025 12:00 PM,08-Dec-2025 05:00 PM,NA ,NA ,27-Nov-2025 12:00 PM,08-Dec-2025 05:00 PM,"Executive Officer, pipli NAC","Office of the Executive officer, Pipli NAC, Pipli","4,000",0.0,Nil,Nil,No,1.0,ICICI BANK,Municipal Bodies||Pipli NAC,PIPILI-NAC-5(71)/2025-26,2025_ORULB_121427_16,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Regist_of_licence_GST_Regd_PAN_Paper_cost_Affidavit_Decl_and_other_doc_as_per_DTCN,1.0,Having no experience,Other,,"7,000",Yes,fixed,,Nil,Nil,AOC,Chairperson,Internal,,Kadambini Jena,21-Feb-2026 04:44 PM,finsummary_567118.pdf (655.70 KB),Chairperson,Internal,,Kadambini Jena,21-Feb-2026 04:41 PM,techsummary_567118.pdf (655.70 KB),21-Feb-2026,"INR 678,147.76",60.0,Kadambini Jena,06-Mar-2026 11:20 AM,WO.pdf (215.00 KB),1,3285911,MRUTYUNJAYA SAMANTARAY,07-Dec-2025 02:01 PM,Rejected-AOC,As per quoted rate,06-Mar-2026 11:20 AM,Municipal Bodies||Pipli NAC,2025_ORULB_121427_16,PIPILI-NAC-5(71)/2025-26,Development of Crematorium at Behera Sahi in Ward No 14,1.0,3285090.0,SAMIMA PARBIN,INR,"678,147.76",Finance,3 nos. of bidder have particiapted,Kadambini Jena,21-Feb-2026 04:39 PM,finance_567118.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.xls,boq,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,3285090,SAMIMA PARBIN,06-Dec-2025 08:50 PM,Accepted-AOC,As per quoted rate,06-Mar-2026 11:20 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,3284792,SK FIROZ UDDIN,08-Dec-2025 12:41 PM,Rejected-Technical,Not submitted all required doc. as per dtcn.,21-Feb-2026 04:41 PM,,,,,,,,,,,,,,,,AOC
