EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"4,211",Yes,percentage,1.0%,Nil,Nil,1,ICICI BANK,"Construction of Culvert and Drain With cover Slab AIMS School Main road to ganapati Purohit,W.No-20",Culvert and Drain Work,Please refer tender documents ,NA ,"4,21,061",Civil Works - Others,NA ,Tender,180.0,90.0,Balangir,767001.0,NA ,NA ,NA ,"Office of the Municipal Council, Balangir",No ,No,07-Nov-2025 11:00 AM,24-Nov-2025 11:00 AM,07-Nov-2025 11:00 AM,21-Nov-2025 05:00 PM,NA ,NA ,07-Nov-2025 11:00 AM,21-Nov-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Online proof of tender paper cost, EMD,GSTIN,PAN,RC,Affidavit and any others documents as per DTCN","2,000",0.0,Nil,Nil,No,"Executive Officer, Balangir Municipality","Office of the Municipal Council, Balangir",Municipal Bodies||Balangir Municipality,BLGR MPTY/09(01-114)/2025-26,2025_ORULB_120809_88,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,"SMT. LIKA SAHU,CHAIRPERSON,BALANGIR MUNICIPALITY",Internal,"Chairperson , Executive Officer, Municipal Engineer,Junior Engineer, Balangir Municipality",Santosh Kumar Behera,04-Feb-2026 08:24 AM,finsummary_562534.pdf (190.98 KB),"SMT. LIKA SAHU,CHAIRPERSON,BALANGIR MUNICIPALITY",Internal,"Chairperson , Executive Officer, Municipal Engineer,Junior Engineer, Balangir Municipality",Santosh Kumar Behera,04-Feb-2026 08:17 AM,techsummary_562534.pdf (636.23 KB),1.0,3242207.0,BIJAYA KUMAR SANDH,INR,"421,018.41",Municipal Bodies||Balangir Municipality,2025_ORULB_120809_88,BLGR MPTY/09(01-114)/2025-26,"Construction of Culvert and Drain With cover Slab AIMS School Main road to ganapati Purohit,W.No-20",1,3242207,BIJAYA KUMAR SANDH,20-Nov-2025 04:10 PM,Accepted-AOC,L1,16-Mar-2026 08:20 PM,17-Feb-2026,"INR 421,018.41",90.0,Rojalisa Rout,16-Mar-2026 08:20 PM,WO0920252688.pdf (442.00 KB),The work is awarded to Sri Bijaya Kumar Sandh C Class Contractor.,Finance,2 Nos. of bidders have participated,Sanjay Kumar Mohanty,03-Dec-2025 10:54 AM,,BOQ Comparative Chart,AOC
,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3242586,SUNIL KUMAR SETH,21-Nov-2025 01:03 AM,Rejected-Finance,other then L1 percentage rate Bidder,04-Feb-2026 08:24 AM,,,,,,,,,,,,,,AOC
