S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,Improvement of Left Flood Bank of river Badanadi in between RD 5150 m to 5500 m near village Bishnuchakra for the year 2025-26.,Improvement of Left Flood Bank of river Badanadi in between RD 5150 m to 5500 m near village Bishnuchakra for the year 2025-26.,Please refer Tender documents. ,NA ,"21,18,366",Civil Works - Others,NA ,Tender,90.0,60.0,Bhanjanagar,761126.0,NA ,NA ,NA ,"O/o the S.E., Bhanjanagar Irr. Divn., Bhanjanagar",No ,No,19-Nov-2025 10:00 AM,29-Nov-2025 10:00 AM,19-Nov-2025 10:00 AM,28-Nov-2025 05:00 PM,NA ,NA ,19-Nov-2025 10:00 AM,28-Nov-2025 05:00 PM,Superintending Engineer,"O/o the Superintending Engineer, Bhanjanagar Irrigation Division, Bhanjanagar, Ganjam, Pin No-761126",1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost,Valid Register License,PAN CARD,GSTIN,EMD,Affidavit,Other document as per DTCN.","21,200",Yes,fixed,,Nil,Nil,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar",e-procurement Notice No.e-BNID-02/2025-26,2025_CEBMB_121489_4,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,AOC,1,3263469,Ahalya Patro,28-Nov-2025 02:47 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,10-Mar-2026 08:41 AM,10-Mar-2026,"INR 1,800,823",60.0,Sanjay Kumar Pradhan,10-Mar-2026 08:41 AM,AOC04.PDF (446.00 KB),The date of commencement of the work on dated 12.02.2026 and stipulated date of completion on dated 11.04.2026 vide Agreement No.511P1/2025-26 on dated 12.02.2026.,Sanjay Kumar Pradhan,Internal,,Sanjay Kumar Pradhan,10-Mar-2026 08:14 AM,techsummary_565281.pdf (690.18 KB),Sanjay Kumar Pradhan,Internal,,Sanjay Kumar Pradhan,10-Mar-2026 08:28 AM,finsummary_565281.pdf (823.48 KB),"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar",2025_CEBMB_121489_4,e-procurement Notice No.e-BNID-02/2025-26,Improvement of Left Flood Bank of river Badanadi in between RD 5150 m to 5500 m near village Bishnuchakra for the year 2025-26.,1.0,3263926.0,B SUBRAT PATRO,INR,"1,800,823",Finance,Twenty (20) number of bidders are successful downloaded.,Anita Das,29-Nov-2025 11:50 AM,,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,3263926,B SUBRAT PATRO,28-Nov-2025 03:59 PM,Accepted-AOC,Winner in the Transparent Lottery System and Awarded to the Contractor.,10-Mar-2026 08:41 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3259656,CHANDAN KUMAR MOHINI,27-Nov-2025 12:34 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,10-Mar-2026 08:41 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3264291,CHINMAYA KUMAR DASH,28-Nov-2025 04:17 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,10-Mar-2026 08:41 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3263496,DEBASIS KUMAR SAHU,28-Nov-2025 03:44 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,10-Mar-2026 08:41 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3256982,GANESH SAHU,26-Nov-2025 03:31 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,10-Mar-2026 08:41 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3260605,JITENDRA KUMAR SENAPATI,27-Nov-2025 04:13 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,10-Mar-2026 08:41 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3251378,KAILASH CHANDRA BISOYI,24-Nov-2025 07:07 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,10-Mar-2026 08:41 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3260992,KUNA NAYAK,27-Nov-2025 06:23 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,10-Mar-2026 08:41 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3261332,Manoj Kumar Mahapatra,27-Nov-2025 07:50 PM,Rejected-AOC,Not Successful in Transparent Lottery System.,10-Mar-2026 08:41 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
