Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
15-Mar-2026,"INR 569,710.33",30.0,SUPRAVA KANHAR,15-Mar-2026 02:01 PM,WO17.pdf (540.00 KB),AOC,1,3270724,ABADHAN KANHAR,01-Dec-2025 11:58 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,15-Mar-2026 02:01 PM,1.0,3266300.0,MUKESH KUMAR UTTARAY,INR,"569,710.33","CE,Minor Irrigation,BBSR||Phulbani Minor Irrigation Circle Phulbani||MI Division Bhanjanagar",2025_CEMIB_121966_17,BID IDENTIFICATION NO_SEMIDN_08_OF2025_26,Improvement to Jogiakata Check Dam in Daspalla Block of Nayagarh district under Improvement to Check Dam grant for the year 2025-26,Finance,Out of total 17nos of bidders 17nos of bidders Technically qualified for opening of financial bid.,SUPRAVA KANHAR,14-Mar-2026 07:21 PM,finance_567026.pdf,BOQ Comparative Chart,"Er. Suprava Kanhar(SE),",Internal,"Saurabh Pandey (DA), Er. Nibedita Nath (AE, Estr.), Er. Subarna Khilla (JE, Estr.)",SUPRAVA KANHAR,15-Mar-2026 01:07 PM,finsummary_567026.pdf (63.64 KB),Er. Suprava Kanhar(SE),Internal,"Saurabh Pandey (DA), Er. Nibedita Nath (AE, Estr.), Er. Subarna Khilla (JE, Estr.)",SUPRAVA KANHAR,15-Mar-2026 11:29 AM,techsummary_567026.pdf (63.64 KB),AOC,26-Nov-2025 10:00 AM,03-Dec-2025 11:00 AM,26-Nov-2025 10:00 AM,02-Dec-2025 05:00 PM,NA ,NA ,26-Nov-2025 10:00 AM,02-Dec-2025 05:00 PM,1.0,ICICI BANK,Improvement to Jogiakata Check Dam in Daspalla Block of Nayagarh district under Improvement to Check Dam grant for the year 2025-26,ImImprovement to Jogiakata Check Dam in Daspalla Block of Nayagarh district under Improvement to Check Dam grant for the year 2025-26,Please refer Tender documents. ,NA ,,Civil Works - Others,NA ,Tender,90.0,30.0,SUPERINTENDING ENGINEER M I DIVISION NAYAGARH,752070.0,NA ,NA ,NA ,SUPERINTENDING ENGINEER M I DIVISION NAYAGARH,No ,No,"4,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"VALID CDMS, GST, PAN, REG CERTIFICATE, NO RELATION, AFFIDAVIT, OTHER DOCUMENT AS DTCN",SUPERINTENDING ENGINEER M I DIVISION NAYAGARH,SUPERINTENDING ENGINEER MINOR IRRIGATION DIVISION NAYAGARH,"CE,Minor Irrigation,BBSR||Phulbani Minor Irrigation Circle Phulbani||MI Division Bhanjanagar",BID IDENTIFICATION NO_SEMIDN_08_OF2025_26,2025_CEMIB_121966_17,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"6,710",Yes,fixed,,Nil,Nil,AOC
,,,,,,,2,3271596,AJIT KUMAR SAHOO,02-Dec-2025 11:36 AM,Rejected-AOC,Unsuccessful during Transparent Lottery,15-Mar-2026 02:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,3,3270642,ASHWINI KUMAR PATTNAIK,01-Dec-2025 11:29 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,15-Mar-2026 02:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,4,3271121,Bidyadhar Barad,01-Dec-2025 10:00 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,15-Mar-2026 02:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,5,3268545,BIRANCHI NARAYAN PRADHAN,01-Dec-2025 04:30 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,15-Mar-2026 02:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,6,3271287,CHITTA RANJAN MOHANTY,02-Dec-2025 12:02 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,15-Mar-2026 02:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,7,3268717,DUHKHA BEHERA,01-Dec-2025 09:35 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,15-Mar-2026 02:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,8,3269370,KABIR KAHANR,01-Dec-2025 01:06 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,15-Mar-2026 02:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,9,3270936,KALYANI BEHERA,02-Dec-2025 12:49 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,15-Mar-2026 02:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,10,3272403,MAKABULU KHAN,02-Dec-2025 01:47 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,15-Mar-2026 02:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
