EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"8,356",Yes,fixed,,Nil,Nil,"OFFICE OF THE EXECUTIVE OFFICER, CHAMPUA NAC","OFFICE OF THE EXECUTIVE OFFICER, CHAMPUA NAC",1.0,ICICI BANK,"Port Hole repairing existing different roads near Md.Basir Res, Near Addat Res, and near Mallick House in ward no-05","Port Hole repairing existing different roads near Md.Basir Res, Near Addat Res, and near Mallick House in ward no-05",Please refer Tender documents. ,NA ,"8,35,565",Civil Works - Others,NA ,Tender,120.0,60.0,Champua,758014.0,NA ,NA ,NA ,"OFFICE OF THE EXECUTIVE OFFICER, CHAMPUA NAC",No ,No,06-Nov-2025 12:00 PM,20-Nov-2025 09:30 AM,06-Nov-2025 12:00 PM,17-Nov-2025 05:00 PM,06-Nov-2025 12:00 PM ,14-Nov-2025 09:00 AM ,06-Nov-2025 12:00 PM,17-Nov-2025 05:00 PM,"4,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"PAPER COST, EMD, GST,PAN, REGISTRATION CERTIFICATE, AFFIDAVIT AND OTHER AS PER DTCN",Municipal Bodies||Champua NAC,EOCHAMPUANAC-NO-58/2025-26,2025_ORULB_120854_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,Municipal Bodies||Champua NAC,2025_ORULB_120854_5,EOCHAMPUANAC-NO-58/2025-26,"Port Hole repairing existing different roads near Md.Basir Res, Near Addat Res, and near Mallick House in ward no-05","eo, champua",Internal,FINANCIAL,Jagannath Behera,13-Mar-2026 04:13 PM,finsummary_562197.pdf (1052.79 KB),Finance,05 nos bidder,Prakash Chandra Kundu,21-Nov-2025 06:12 PM,finance_562197.pdf,BOQ Comparative Chart,1.0,3232003.0,MOHMAD AKHLAK,INR,"710,314",13-Mar-2026,"INR 710,314",60.0,Jagannath Behera,13-Mar-2026 04:18 PM,agreement1.pdf (1053.00 KB),WORK ORDER,1,3231853,FAZAKKIR DANISH,17-Nov-2025 01:21 PM,Rejected-AOC,DIS QUALIFIED,13-Mar-2026 04:18 PM,"eo, champua",Internal,"eo ,champua",Jagannath Behera,13-Mar-2026 04:08 PM,techsummary_562197.pdf (1052.79 KB),AOC
,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3232264,MD NADIM ADIL,17-Nov-2025 02:34 PM,Rejected-AOC,DIS QUALIFIED,13-Mar-2026 04:18 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3232003,MOHMAD AKHLAK,17-Nov-2025 01:43 PM,Accepted-AOC,QUALIFIED,13-Mar-2026 04:18 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3232117,M/S HURAIN AMAL,17-Nov-2025 02:16 PM,Rejected-AOC,DIS QUALIFIED,13-Mar-2026 04:18 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3217353,RAMA NARAYAN SAHOO,12-Nov-2025 03:10 PM,Rejected-AOC,DIS QUALIFIED,13-Mar-2026 04:18 PM,,,,,,,AOC
