Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Superintending Engineer prachi division,office of the superintending engineer prachi division BBSR,"CE-BM,LMB Basin,BBSR||SE, Central Irr.Circle, BBSR||EE,Prachi Division,Bhubaneswar",SEPRD-11/2025-26,2025_CELBB_117617_30,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"40,200",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,Restoration to Kuakhai Right Embankment from RD 25.00 Km. to 25.150 Km. Working RD 25.80 Km. to 25.930 Km.,Restoration work,Please refer Tender documents. ,NA ,"40,11,781",Civil Works - Others,NA ,Tender,90.0,NA ,Bhubaneswar,751003.0,NA ,NA ,NA ,SE PRACHI DIVISION,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,08-Sep-2025 10:00 AM,18-Sep-2025 10:30 AM,08-Sep-2025 10:00 AM,17-Sep-2025 05:30 PM,NA ,NA ,08-Sep-2025 10:00 AM,17-Sep-2025 05:30 PM,AOC,"SE Prachi Division, Bhubaneswar",Internal,,Raghunath Swain,16-Oct-2025 11:32 AM,techsummary_551707.pdf (276.64 KB),"SE Prachi Division, Bhubaneswar",Internal,,Raghunath Swain,16-Oct-2025 11:33 AM,finsummary_551707.pdf (276.64 KB),Finance,ADMITTED,Kirti Kasturika,18-Sep-2025 04:35 PM,,BOQ Comparative Chart,18-Mar-2026,"INR 3,410,415",150.0,Raghunath Swain,18-Mar-2026 01:47 PM,30.PDF (140.00 KB),1,3082853,ABHIJEET JENA,16-Sep-2025 09:46 AM,Accepted-AOC,Selected through Lottery,18-Mar-2026 01:47 PM,"CE-BM,LMB Basin,BBSR||SE, Central Irr.Circle, BBSR||EE,Prachi Division,Bhubaneswar",2025_CELBB_117617_30,SEPRD-11/2025-26,Restoration to Kuakhai Right Embankment from RD 25.00 Km. to 25.150 Km. Working RD 25.80 Km. to 25.930 Km.,1.0,3082853.0,ABHIJEET JENA,INR,"3,410,415",AOC
,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,3081398,ABHIJIT SWAIN,15-Sep-2025 02:33 PM,Rejected-Technical,not selected through lottery,16-Oct-2025 11:32 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,3082799,AMITA MOHANTY,16-Sep-2025 12:38 PM,Rejected-Technical,not selected through lottery,16-Oct-2025 11:32 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,3084756,AMULYA KUMAR JENA,17-Sep-2025 04:30 PM,Rejected-Technical,not selected through Lottery,16-Oct-2025 11:32 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5,3085110,ASHUTOSH MOHAPATRA,17-Sep-2025 03:59 PM,Rejected-Technical,not selected through Lottery,16-Oct-2025 11:32 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6,3084107,ASWINI KUMAR PARAMANIK,16-Sep-2025 05:31 PM,Rejected-Technical,not selected through Lottery,16-Oct-2025 11:32 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,7,3084401,BASANT KUMAR ROUTRAY,16-Sep-2025 11:24 PM,Rejected-Technical,not selected through Lottery,16-Oct-2025 11:32 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,8,3084310,BIBEKANANDA MISHRA,16-Sep-2025 07:38 PM,Rejected-Technical,not selected through Lottery,16-Oct-2025 11:32 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,9,3082542,BIKASH KUMAR SAMAL,16-Sep-2025 01:33 PM,Rejected-Technical,not selected through lottery,16-Oct-2025 11:32 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,10,3077801,BISWA BHUSAN SWIN,15-Sep-2025 10:27 AM,Rejected-Technical,not selected through lottery,16-Oct-2025 11:32 AM,,,,,,,,,,AOC
