Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage
31-Dec-2026,"INR 2,166,703.924",180.0,Pramod Chandra Meher,02-Mar-2026 04:38 PM,GPLFKelendapali.pdf (16223.00 KB),AOC,Finance,proceeding uploaded,Pramod Chandra Meher,05-Dec-2025 12:06 PM,finance_561493.pdf,BOQ Comparative Chart,PRAMOD CHANDRA MEHER BDO BHATLI,Internal,BFO BHATLI AEE BHATLI I/C SO BHATLI AE BHATLI CP BHATLI CASHIER BHATLI,Pramod Chandra Meher,05-Dec-2025 12:57 PM,finsummary_561493.pdf (343.78 KB),1,3235201,JYOTSNA BHOI,18-Nov-2025 05:28 PM,Rejected-AOC,L3,02-Mar-2026 04:38 PM,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Bargarh||BHATLI Block,2025_PRBI_120719_1,3 of 1/2025,CONSTRUCTION OF GPLF OFFICE BUILDING WITH MARKET COMPLEX AT GP LEVEL OF KELENDAPALI,1.0,3236187.0,Kishor Chandra Beher,INR,"2,166,703.924",PRAMOD CHANDRA MEHER BDO BHATLI,Internal,BFO BHATLI AEE BHATLI I/C SO BHATLI AE BHATLI CP BHATLI CASHIER BHATLI,Pramod Chandra Meher,05-Dec-2025 12:30 PM,techsummary_561493.pdf (343.78 KB),AOC,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,TCN,05-Nov-2025 11:00 AM,20-Nov-2025 11:00 AM,05-Nov-2025 11:00 AM,19-Nov-2025 05:00 PM,05-Nov-2025 11:00 AM ,06-Nov-2025 05:00 PM ,05-Nov-2025 11:00 AM,19-Nov-2025 05:00 PM,"6,000",Nil,Nil,No,"27,350",Yes,fixed,,Nil,Nil,CONSTRUCTION OF GPLF OFFICE BUILDING WITH MARKET COMPLEX AT GP LEVEL OF KELENDAPALI,CIVIL WORKS,Please refer Tender documents. ,NA ,"27,35,913",Civil Works - Buildings,NA ,Tender,90.0,180.0,PANCHAYAT SAMITI OFFICE BHATLI,768030.0,NA ,NA ,NA ,PANCHAYAT SAMITI OFFICE BHATLI,No ,No,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Bargarh||BHATLI Block,3 of 1/2025,2025_PRBI_120719_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,BDO BHATLI,PANCHAYAT SAMITI OFFICE BHATLI,1.0,Rectification of Class of Cotractor,Other,,AOC
,,,,,,,,,,,,,,,,,,,2,3236187,Kishor Chandra Beher,18-Nov-2025 06:47 PM,Accepted-AOC,Accepted as L1,02-Mar-2026 04:38 PM,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,.pdf,DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,3,3236148,MINATI NANDA,18-Nov-2025 06:34 PM,Rejected-AOC,L2,02-Mar-2026 04:38 PM,,,,,,,,,,,,,,,,AOC,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,4,3235920,RANJAN SETH,18-Nov-2025 04:54 PM,Rejected-AOC,L2,02-Mar-2026 04:38 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
