S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage
1,3076546,ACP CONSTRUCTION,11-Sep-2025 04:01 PM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTTERY.,16-Nov-2025 12:01 PM,Technical,Opened Successfully.,Pratap Chandra Chaudhury,12-Sep-2025 12:20 PM,,Finance,Opened Successfully.,Pratap Chandra Chaudhury,17-Oct-2025 05:15 PM,,BOQ Comparative Chart,18-Feb-2026,"INR 19,582,431",180.0,Sarat Chandra Ghadei,18-Mar-2026 09:18 PM,AOC_Benirampur.pdf (562.00 KB),AOC,MANAGING DIRECTOR OF OCC LTD.,Internal,,Pratap Chandra Chaudhury,16-Nov-2025 12:01 PM,finsummary_550252.pdf (2187.22 KB),MANAGING DIRECTOR OF OCC LTD.,Internal,,Pratap Chandra Chaudhury,17-Oct-2025 04:41 AM,17-Oct-2025 03:00 PM,techsummary_550252.pdf (60.50 KB),ODISHA CONSTRUCTION CORPORATION LTD,2025_OCCL_117221_1,E-procurement Notice No.38/OCCL/2025-26(on-line),C.C lining of Benirampur Minor in between RD 0.00m to 1400m of Pundalo Branch canal.,1.0,3058409.0,SIBA PRASAD PARIDA,INR,"19,582,431",AOC,"11,800",Nil,Nil,No,"2,30,000",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,MANAGING DIRECTOR OF OCC LTD.,"ODISHA CONSTRUCTION CORPORATION Ltd. UNIT - VIII, GOPABANDHUNAGAR,BBSR-751012",C.C lining of Benirampur Minor in between RD 0.00m to 1400m of Pundalo Branch canal.,C.C lining of Benirampur Minor in between RD 0.00m to 1400m of Pundalo Branch canal.,AS PER DTCN. ,NA ,"2,30,35,445",Civil Works - Others,NA ,Tender,90.0,180.0,Salipur town in Cuttack district.,754202.0,NA ,NA ,NA ,HEAD OFFICE OCCL,No ,No,ODISHA CONSTRUCTION CORPORATION LTD,E-procurement Notice No.38/OCCL/2025-26(on-line),2025_OCCL_117221_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,22-Aug-2025 03:30 PM,12-Sep-2025 12:00 PM,22-Aug-2025 03:30 PM,11-Sep-2025 05:30 PM,22-Aug-2025 03:30 PM ,29-Aug-2025 03:30 PM ,22-Aug-2025 03:30 PM,11-Sep-2025 05:30 PM,17-Oct-2025 03:00 PM,1.0,Fee/PreQual/Technical,.pdf,"GST,PAN,EPF registration certificate, Valid OCC Ltd enlistment certificate and EMD (Mandatory) etc.",AOC
2,3066536,AMRIT BARAL,06-Sep-2025 09:06 PM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTTERY.,16-Nov-2025 12:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Other documents as per DTCN. EMD is in BG Shape, Provide Original BG during technical bid opening.",AOC
3,3076260,BHOOMEE CONDEV PRIVATE LIMITED,11-Sep-2025 02:27 PM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTTERY.,16-Nov-2025 12:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,AOC
4,3072542,BINAY BHUSAN NAYAK,10-Sep-2025 08:58 PM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTTERY.,16-Nov-2025 12:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,3074953,HIMANSU SEKHAR MOHANTY,10-Sep-2025 08:12 PM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTTERY.,16-Nov-2025 12:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,3075739,MESSERS DAKSHYA CONSTRUCTION,11-Sep-2025 11:49 AM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTTERY.,16-Nov-2025 12:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
7,3073208,M/S B.B CONSTRUCTION,10-Sep-2025 11:37 PM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTTERY.,16-Nov-2025 12:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
8,3064252,PABANI NAIK,09-Sep-2025 09:39 PM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTTERY.,16-Nov-2025 12:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
9,3073967,PRAKASH CHANDRA MOHAPATRA,10-Sep-2025 01:50 PM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTTERY.,16-Nov-2025 12:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
10,3076083,RAKESH KUMAR KHANDUAL,11-Sep-2025 02:44 PM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTTERY.,16-Nov-2025 12:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
11,3074786,SALIL KUMAR BARIK,10-Sep-2025 06:22 PM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTTERY.,16-Nov-2025 12:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
12,3075168,SAMBIT KUMAR LENKA,10-Sep-2025 10:19 PM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTTERY.,16-Nov-2025 12:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
13,3058409,SIBA PRASAD PARIDA,09-Sep-2025 07:47 PM,Accepted-AOC,L1 SUCCESSFUL BIDDER.,18-Mar-2026 09:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
14,3075210,SUNIMA LENKA,10-Sep-2025 10:46 PM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTTERY.,16-Nov-2025 12:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
15,3076305,SURESH KUMAR MOHANTY,11-Sep-2025 02:53 PM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTTERY.,16-Nov-2025 12:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
16,3073188,VISHAL DAS,10-Sep-2025 09:04 AM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTTERY.,16-Nov-2025 12:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
