Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Construction of Crematorium in ward No- 11,Construction of Crematorium in ward No- 11,Please refer Tender documents. ,NA ,"8,69,644",Civil Works - Roads,NA ,Tender,60.0,60.0,VYASANAGAR MUNICIPALITY,755019.0,NA ,NA ,NA ,EXECUTIVE OFFICER CHAMBER,No ,No,"4,000",0.0,Nil,Nil,No,EXECUTIVE OFFICER,EXECUTIVE OFFICER CHAMBER VYASANAGAR MUNICIPALITY,1.0,Fee/PreQual/Technical/Finance,.pdf,NIT,"8,700",Yes,fixed,,Nil,Nil,Municipal Bodies||Vyasanagar Municipality,03/VNM/2025-26,2025_ORULB_123345_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,18-Dec-2025 10:00 AM,02-Jan-2026 11:00 AM,18-Dec-2025 10:00 AM,31-Dec-2025 05:00 PM,NA ,NA ,18-Dec-2025 10:00 AM,31-Dec-2025 05:00 PM,1.0,ICICI BANK,AOC,Eo,Internal,"me,je,accountant",Manas Ranjan Sahoo,30-Mar-2026 12:26 PM,finsummary_572011.pdf (407.65 KB),Municipal Bodies||Vyasanagar Municipality,2025_ORULB_123345_3,03/VNM/2025-26,Construction of Crematorium in ward No- 11,1.0,3340007.0,DIPENDRA KUMAR JENA,INR,"795,724.397",Finance,ok,Manas Ranjan Sahoo,30-Mar-2026 12:02 PM,,BOQ Comparative Chart,30-Mar-2026,"INR 795,724.397",60.0,Manas Ranjan Sahoo,30-Mar-2026 12:39 PM,worotder.pdf (315.00 KB),due to l1,1,3340007,DIPENDRA KUMAR JENA,31-Dec-2025 12:14 PM,Accepted-AOC,due to l1,30-Mar-2026 12:39 PM,Eo,Internal,"me,je,accountant",Manas Ranjan Sahoo,30-Mar-2026 12:08 PM,techsummary_572011.pdf (407.65 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3333508,NRUSINGHA CHARAN MALLICK,28-Dec-2025 12:29 PM,Rejected-Finance,due to l2,30-Mar-2026 12:26 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3333635,SANTOSH KUMAR ROUT,28-Dec-2025 12:52 PM,Rejected-Finance,due to l3,30-Mar-2026 12:26 PM,,,,,,,AOC
