S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,3080304.0,MS TAJ CONSTRUCTION,INR,"80,793,687",CCE RW CIRCLE BALASORE,Internal,"PA TO CCE RW CIRCLE BALASORE AND JE ESTIMATOR CCE RW CIRCLE BALASORE AND DAO R.W. DIVISION, BHADRAK",Saibalini Singh,27-Nov-2025 02:31 PM,finsummary_551822.pdf (49.76 KB),Technical,8 Numbers bidder admitted,Durjyodhan Behera,17-Sep-2025 07:09 PM,,CE RW I||RWCIRCLE-BALASORE,2025_CERWI_117775_4,CCE-BLS-NCB-22 of 2025-26,Construction of Flood resilient road from PWD Road to Bahabalpur Road under SDMF in the District of Bhadrak for the year 2025-26,Finance,8 Numbers bidder admitted,Saibalini Singh,04-Nov-2025 04:31 PM,,BOQ Comparative Chart,CCE RW CIRCLE BALASORE,Internal,"PA TO CCE RW CIRCLE BALASORE AND JE ESTIMATOR RW CIRCLE BALASORE AND DAO R.W. DIVISION, BHADRAK",Durjyodhan Behera,30-Oct-2025 06:42 PM,04-Nov-2025 11:00 AM,techsummary_551822.pdf (2939.29 KB),06-Mar-2026,"INR 80,793,687",360.0,Durjyodhan Behera,06-Mar-2026 08:10 PM,Bahabalpur.pdf (140.00 KB),Work awarded to 1st lowest bidder through transparency lottery system,1,3082147,MITALI MAHAPATRA,15-Sep-2025 07:42 PM,Rejected-Finance,L3,27-Nov-2025 02:31 PM,AOC,"CCE R.W.CIRCLE, BALASORE","O/o The CCE R.W.CIRCLE, BALASORE",1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"TENDER PAPER COST,EMD,CONTRACTOR REGISTRATION CERTIFICATE,PAN,GSTIN,AFFIDAVIT,ETC",08-Sep-2025 09:00 AM,17-Sep-2025 11:00 AM,08-Sep-2025 09:00 AM,16-Sep-2025 05:00 PM,08-Sep-2025 09:00 AM ,15-Sep-2025 05:00 PM ,08-Sep-2025 09:00 AM,16-Sep-2025 05:00 PM,04-Nov-2025 11:00 AM,"10,000",0.0,Nil,Nil,No,CE RW I||RWCIRCLE-BALASORE,CCE-BLS-NCB-22 of 2025-26,2025_CERWI_117775_4,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,Construction of Flood resilient road from PWD Road to Bahabalpur Road under SDMF in the District of Bhadrak for the year 2025-26,Construction of Flood resilient road from PWD Road to Bahabalpur Road under SDMF in the District of Bhadrak for the year 2025-26,Please refer DTCN ,NA ,"9,50,41,000",Civil Works - Roads,NA ,Tender,90.0,360.0,Bhadrak,756100.0,NA ,NA ,NA ,"O/o The CCE R.W.CIRCLE, BALASORE",No ,No,"9,50,410",Yes,percentage,1.0%,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3069749,M/s Laxminarayan Construction,12-Sep-2025 03:15 PM,Rejected-Finance,L1,27-Nov-2025 02:31 PM,AOC,,,2.0,ICICI NEFT/RTGS,,,.pdf,"WORK EXPERIENCE,ATO,PROFFIT LOSS ACCOUNT , MACHINERIES,ETC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3080304,MS TAJ CONSTRUCTION,15-Sep-2025 01:18 AM,Accepted-AOC,L1,06-Mar-2026 08:10 PM,AOC,,,,,,,.pdf,OTHER DOCUMENTS AS PER DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3079632,Nityananda Das,16-Sep-2025 03:34 PM,Rejected-Finance,L3,27-Nov-2025 02:31 PM,AOC,,,,,2.0,Finance,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3077523,Nursingh Charan Nayak,16-Sep-2025 01:51 PM,Rejected-Finance,L1,27-Nov-2025 02:31 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3077402,Prafulla Kumar Mohapatra,14-Sep-2025 08:01 AM,Rejected-Finance,L5,27-Nov-2025 02:31 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3082328,SAMBIT KUMAR JENA,15-Sep-2025 07:38 PM,Rejected-Finance,L2,27-Nov-2025 02:31 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3079137,SARAT KUMAR SAMAL,13-Sep-2025 11:32 PM,Rejected-Finance,L4,27-Nov-2025 02:31 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
