Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
EO NAC Chatrapur,Chatrapur,"Construction Of paver Road and one side drain at Goutam Nagar Main Lane Ward No - 03,NAC Chatrapur","Construction Of paver Road and one side drain at Goutam Nagar Main Lane Ward No - 03,NAC Chatrapur",Please refer Tender documents. ,NA ,"14,12,613",Civil Works - Roads,NA ,Tender,120.0,60.0,Chatrapur,761020.0,NA ,NA ,NA ,NAC Chatrapur,No ,No,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,1.0,ICICI BANK,24-Mar-2025 10:00 AM,05-Apr-2025 04:30 PM,24-Mar-2025 10:00 AM,05-Apr-2025 04:00 PM,NA ,NA ,24-Mar-2025 10:00 AM,05-Apr-2025 04:00 PM,Municipal Bodies||Chatrapur NAC,CTP-NAC-1/2024-25,2025_ORULB_111839_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"14,126",Yes,fixed,,Nil,Nil,AOC,Municipal Bodies||Chatrapur NAC,2025_ORULB_111839_3,CTP-NAC-1/2024-25,"Construction Of paver Road and one side drain at Goutam Nagar Main Lane Ward No - 03,NAC Chatrapur",Jyotsnamayee Jena,Internal,,Jyostnamayee Jena,14-Mar-2026 04:50 PM,finsummary_533954.pdf (180.39 KB),Finance,By all the above tenders Sri Mithun Kumar Sethy tenderer has qualified in the tender,Susanta Sadangi,06-Dec-2025 05:35 PM,finance_533954.pdf,BOQ Comparative Chart,1.0,2875960.0,Mithun Kumar Sethy,INR,"1,137,393",1,2874990,Bulu Kumar Behera,02-Apr-2025 07:41 PM,Rejected-AOC,Reject,14-Mar-2026 04:52 PM,14-Mar-2026,"INR 1,137,393",60.0,Jyostnamayee Jena,14-Mar-2026 04:52 PM,Agreement.pdf (186.00 KB),Jyotsnamayee Jena,Internal,,Jyostnamayee Jena,14-Mar-2026 01:10 PM,techsummary_533954.pdf (186.09 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2875960,Mithun Kumar Sethy,04-Apr-2025 04:00 PM,Accepted-AOC,Accept,14-Mar-2026 04:52 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2874971,Sukanti Choudhury,02-Apr-2025 07:01 PM,Rejected-AOC,Reject,14-Mar-2026 04:52 PM,,,,,,,,,,,,,AOC
