S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,ICICI BANK,ODISHA CONSTRUCTION CORPORATION LTD,E-procurement Notice No.24/OCCL/2025-26(on-line),2025_OCCL_116031_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"1,69,000",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"GST,PAN,EPF registration certificate,Valid OCC Ltd enlistment certificate and EMD (Mandatory) etc.",24-Jul-2025 03:30 PM,14-Aug-2025 12:00 PM,24-Jul-2025 03:30 PM,13-Aug-2025 05:30 PM,24-Jul-2025 03:30 PM ,30-Jul-2025 03:30 PM ,24-Jul-2025 03:30 PM,13-Aug-2025 05:30 PM,17-Sep-2025 11:30 AM,MANAGING DIRECTOR OF OCC LTD.,"ODISHA CONSTRUCTION CORPORATION Ltd.,UNIT - VIII, GOPABANDHUNAGAR,BBSR-751012","11,800",Nil,Nil,No,Bid identification No.OCCL-HQP/09/2025-26,Construction of Trough wall in Badatara Sub-minor and Hantasara minor.,AS PER DTCN. ,NA ,"1,69,00,000",Civil Works - Others,NA ,Tender,90.0,180.0,Nimapara town in Puri district.,752106.0,NA ,NA ,NA ,HEAD OFFICE OCCL,No ,No,AOC,1.0,3018315.0,SMT. RUPASHREE DAS,INR,"14,391,860",ODISHA CONSTRUCTION CORPORATION LTD,2025_OCCL_116031_1,E-procurement Notice No.24/OCCL/2025-26(on-line),Bid identification No.OCCL-HQP/09/2025-26,MANAGING DIRECTOR OF OCC LTD.,Internal,,Pratap Chandra Chaudhury,16-Sep-2025 06:02 PM,17-Sep-2025 11:30 AM,techsummary_547208.pdf (1865.21 KB),MANAGING DIRECTOR OF OCC LTD.,Internal,,Pratap Chandra Chaudhury,15-Nov-2025 10:12 PM,finsummary_547208.pdf (2439.20 KB),19-Mar-2026,"INR 14,391,860",180.0,Sarat Chandra Ghadei,19-Mar-2026 04:32 PM,AOC_HQP_09.pdf (408.00 KB),AOC,Finance,Opened Successfully.,Pratap Chandra Chaudhury,17-Sep-2025 12:06 PM,,BOQ Comparative Chart,Technical,Opened Successfully.,Pratap Chandra Chaudhury,14-Aug-2025 12:38 PM,,1,3034754,ACP CONSTRUCTION,13-Aug-2025 02:56 PM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTTERY.,15-Nov-2025 10:12 PM,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Other documents as per DTCN. EMD is in BG Shape, Provide Original BG during technical bid opening.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3034565,BHOOMEE CONDEV PRIVATE LIMITED,13-Aug-2025 01:16 PM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTTERY.,15-Nov-2025 10:12 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3032935,BISWAJIT MOHANTY,12-Aug-2025 12:19 PM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTTERY.,15-Nov-2025 10:12 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3033067,CHAKRADHAR PARIDA,12-Aug-2025 12:55 PM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTTERY.,15-Nov-2025 10:12 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3021471,HARIHAR PRASAD ACHARYA,11-Aug-2025 12:23 PM,Rejected-Finance,L2 BIDDER.,15-Nov-2025 10:12 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3034640,Leaptree Engineers Pvt. Ltd.,13-Aug-2025 01:51 PM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTTERY.,15-Nov-2025 10:12 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3032056,MS GLOBAL CONSTRUCTION,11-Aug-2025 06:29 PM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTTERY.,15-Nov-2025 10:12 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3033902,PURUSOTTAM BEHERA,13-Aug-2025 12:54 PM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTTERY.,15-Nov-2025 10:12 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3034495,RAKESH KUMAR KHANDUAL,13-Aug-2025 01:01 PM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTTERY.,15-Nov-2025 10:12 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3032008,SANGRAM KISHORE PATTNAIK,11-Aug-2025 05:27 PM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTTERY.,15-Nov-2025 10:12 PM,AOC
