S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,ICICI BANK,Chief Construction Engineer,"Rural Works Circle, Sunabeda, At-Sunabeda-1, Near Jagannath Temple, PIN-763001, Dist-Koraput",Construction of road from Bodaguda to Ambdaguda road under MMSY-CMRL Scheme in the district of Koraput for the year 2024-25,Construction of road from Bodaguda to Ambdaguda road under MMSY-CMRL Scheme in the district of Koraput for the year 2024-25,NA ,NA ,"1,80,87,000",Civil Works - Roads,NA ,Tender,90.0,180.0,JEYPORE,764005.0,NA ,NA ,NA ,"Chief Construction Engineer, R.W.Circle, Sunabeda",No ,No,CE RW I||RWCIRCLE-SUNABEDA,CCERWCSBD Online 11/2025-26,2025_CERWI_118851_3,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"1,81,000",Yes,fixed,,Nil,Nil,"10,000",0.0,Nil,Nil,No,29-Sep-2025 09:00 AM,06-Oct-2025 11:00 AM,29-Sep-2025 09:00 AM,04-Oct-2025 05:00 PM,29-Sep-2025 09:00 AM ,03-Oct-2025 02:00 PM ,29-Sep-2025 09:00 AM,04-Oct-2025 05:00 PM,06-Jan-2026 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,"Bid Cost, EMD, RC,PAN, GST, Affidavit regarding correctness, No relation certificate",AOC,"Chief Construction Engineer, R.W. Circle, Sunabeda",Internal,"Executive Engineer, DAO, Estimator of Rural Works Division, Jeypore Estimator, R.W. Circle Sunabeda and P.A. to CCE",Rinku Nahak,19-Mar-2026 08:22 PM,finsummary_554488.pdf (1174.60 KB),Technical,bidders name,Rinku Nahak,02-Jan-2026 06:57 PM,technical_554488.pdf,CE RW I||RWCIRCLE-SUNABEDA,2025_CERWI_118851_3,CCERWCSBD Online 11/2025-26,Construction of road from Bodaguda to Ambdaguda road under MMSY-CMRL Scheme in the district of Koraput for the year 2024-25,1.0,3108741.0,JAY PRAKASH SHARMA,INR,"15,375,669.47",1,3109188,BATU PRAVEEN KUMAR,04-Oct-2025 01:37 PM,Rejected-AOC,REJECT,19-Mar-2026 08:33 PM,19-Mar-2026,"INR 15,375,669.47",180.0,Rinku Nahak,19-Mar-2026 08:33 PM,AOCBODAGUDA.pdf (586.00 KB),"Award of contract to Sri Jay Prakash Sharma, A Class Engineering Contractor through transparency lottery system",Finance,CS,Rinku Nahak,19-Mar-2026 08:14 PM,finance_554488.pdf,BOQ Comparative Chart,"Chief Construction Engineer, R.W. Circle, Sunabeda",Internal,"Executive Engineer, DAO, Estimator of Rural Works Division, Jeypore Estimator, R.W. Circle Sunabeda and P.A. to CCE",Rinku Nahak,02-Jan-2026 07:02 PM,06-Jan-2026 11:00 AM,techsummary_554488.pdf (1364.12 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Annual Turn over certificate from CA, Similar nature of Work Certificate",AOC,,,,,,,,,,,,,,,,,,,,,2,3107686,BHASKAR CHANDRA NAYAK,04-Oct-2025 01:20 PM,Rejected-AOC,REJECT,19-Mar-2026 08:33 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machineries and other documents as per DTCN,AOC,,,,,,,,,,,,,,,,,,,,,3,3108077,GANESH PATNAIK,03-Oct-2025 09:27 PM,Rejected-AOC,REJECT,19-Mar-2026 08:33 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,4,3108741,JAY PRAKASH SHARMA,04-Oct-2025 12:44 PM,Accepted-AOC,"Award of contract to Sri Jay Prakash Sharma, A Class Engineering Contractor through transparency lottery system",19-Mar-2026 08:33 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,5,3108519,JYOTI RANJAN MOHAPATRA,04-Oct-2025 02:21 AM,Rejected-AOC,REJECT,19-Mar-2026 08:33 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,6,3108191,Khaga Bhatara,03-Oct-2025 08:17 PM,Rejected-AOC,REJECT,19-Mar-2026 08:33 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,7,3109549,M/s SHREE INFRA AND CO,04-Oct-2025 03:29 PM,Rejected-AOC,REJECT,19-Mar-2026 08:33 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,8,3109655,Nirod Kumar Nayak,04-Oct-2025 04:08 PM,Rejected-AOC,REJECT,19-Mar-2026 08:33 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,9,3109356,PRAKASH KUMAR NAHAK,04-Oct-2025 02:37 PM,Rejected-AOC,REJECT,19-Mar-2026 08:33 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,10,3109641,Rajesh Kumar Jain,04-Oct-2025 04:29 PM,Rejected-AOC,REJECT,19-Mar-2026 08:33 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,11,3109195,RAM KRUSHNA CHATRIYA,04-Oct-2025 01:53 PM,Rejected-AOC,REJECT,19-Mar-2026 08:33 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,12,3107908,Sandeep Bisoi,03-Oct-2025 07:20 PM,Rejected-AOC,REJECT,19-Mar-2026 08:33 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,13,3106847,SARASWATI HOTA,04-Oct-2025 10:56 AM,Rejected-AOC,REJECT,19-Mar-2026 08:33 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,14,3106789,SUSANTA KUMAR HOTA,03-Oct-2025 07:37 PM,Rejected-AOC,REJECT,19-Mar-2026 08:33 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,15,3109725,UMA SANKAR SAHU,04-Oct-2025 04:43 PM,Rejected-Technical,DISQUALIFIED,02-Jan-2026 07:02 PM,,,,,,,,,,,,,,,,,,,,,AOC
