Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Finance,Price bid has been opened,Kambupani Mishra,12-Jan-2026 06:51 PM,finance_568869.pdf,BOQ Comparative Chart,COLLECTORBHADRAK,Internal,CSO CUM DM DLO BHADRAK RTO BHADRAK DSWO BHADRAK ADM BHADRAK,Kambupani Mishra,05-Jan-2026 04:30 PM,06-Jan-2026 11:00 AM,techsummary_568869.pdf (8932.36 KB),1,3321942,GANESH PRASAD SWAIN,23-Dec-2025 02:18 AM,Accepted-AOC,GANESH PRASAD SWAIN IS THE LOWEST BIDDER,06-Mar-2026 03:04 PM,06-Mar-2026,INR 36.56,365.0,Kambupani Mishra,06-Mar-2026 03:04 PM,AOCOFLIITC.pdf (933.00 KB),BECAUSE GANESH PRASAD SWAIN IS THE LOWEST BIDDER,1.0,3321942.0,GANESH PRASAD SWAIN,INR,36.56,COLLECTORBHADRAK,Internal,DLO BHADRAK DSWO BHADRAK RTO BHADRAK ADM BHADRAK CSO CUM DM BHADRAK,Kambupani Mishra,12-Jan-2026 06:54 PM,finsummary_568869.pdf (4383.46 KB),Technical,TECHNICAL BID HAS BEEN OPENED,Kambupani Mishra,05-Jan-2026 04:27 PM,technical_568869.pdf,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Bhadrak,2025_OSCSC_122450_1,6262.0,APPOINTMENT OF L-II TC FOR BHADRAK BLOCK TAGGED TO RRC CUM DSC CHARAMPA,AOC,"5,900",0.0,Nil,Nil,No,1.0,TECHNICAL BID CORRIGENDUM,Technical Bid,,APPOINTMENT OF L-II TC FOR BHADRAK BLOCK TAGGED TO RRC CUM DSC CHARAMPA,APPOINTMENT OF L-II TC FOR BHADRAK BLOCK TAGGED TO RRC CUM DSC CHARAMPA,APPOINTMENT OF L-II TC FOR BHADRAK BLOCK TAGGED TO RRC CUM DSC CHARAMPA ,NA ,"47,30,318",Handling and Transportation,HANDLING AND TRANSPORTATION ,Tender,45.0,450.0,COLLECTORATE BHADRAK,756100.0,CSO OFFICE BHADRAK ,CSO OFFICE BHADRAK ,04-Dec-2025 04:00 PM ,COLLECTORATE BHADRAK,No ,No,1,Fee/PreQual/Technical,.pdf,DTCN FOR BHADRAK BLOCK TAGGED TO RRC CUM DSC CHARAMPA,CSO CUM DM BHADRAK,CSO OFFICE BHADRAK,"2,36,516",No,fixed,,Nil,Nil,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Bhadrak,6262.0,2025_OSCSC_122450_1,Yes,Open Tender,Percentage,Services,2.0,No,No,Online,No,No,No,1,ICICI BANK,03-Dec-2025 05:30 PM,24-Dec-2025 11:30 AM,03-Dec-2025 06:00 PM,23-Dec-2025 05:30 PM,03-Dec-2025 06:00 PM ,04-Dec-2025 04:00 PM ,03-Dec-2025 06:00 PM,23-Dec-2025 05:30 PM,06-Jan-2026 11:00 AM,AOC
,,,,,,,,,,,,,2,3321486,PRASANTA KUMAR GUIN,23-Dec-2025 02:50 AM,Rejected-Finance,Rejected due to highest rate,12-Jan-2026 06:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ FOR BHADRAK BLOCK,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,AOC
