Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Finance,"5Nos Bidder are participate, Tender Under Scrutiny.",Somanath Tripathy,11-Nov-2025 12:14 PM,finance_560795.pdf,BOQ Comparative Chart,1.0,3207288.0,NIRMAL NAYAK,INR,"517,758",EIC-CIVIL||SERNB-CIRCLE-BERHAMPUR||EERNB-DIVN-GANJAM I,2025_EICCL_120531_1,SE R and B Divn NoI Bam 26/2025-26,S/R to Post Office to JMFC Court Road at Hinjilicut such as Construction of Culvert Slab over Canal and C.C.Drain with cover slab at 0/500 km during the year 2025-26,"Superintending Engineer Ganjam (R and B) Division No.I, Berhampur",Internal,Sr. DAO and A.E.E Estimator,Somanath Tripathy,10-Mar-2026 11:32 AM,finsummary_560795.pdf (542.96 KB),"Superintending Engineer Ganjam (R and B) Division No.I, Berhampur",Internal,Sr. DAO and A.E.E Estimator,Somanath Tripathy,10-Mar-2026 11:30 AM,techsummary_560795.pdf (542.96 KB),1,3206053,ANIL KUMAR MAHANKUDA,10-Nov-2025 12:20 PM,Rejected-AOC,Reject in Lottery,10-Mar-2026 11:36 AM,10-Mar-2026,"INR 517,758",60.0,Somanath Tripathy,10-Mar-2026 11:36 AM,1276.pdf (543.00 KB),Contract Awarded to Smt / Sri Nirmal Nayak,AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost EMD(Online) RC,PAN, GSTIN, Affidavit Other Documents and Forms as per DTCN.",EIC-CIVIL||SERNB-CIRCLE-BERHAMPUR||EERNB-DIVN-GANJAM I,SE R and B Divn NoI Bam 26/2025-26,2025_EICCL_120531_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Superintending Engineer Ganjam Rand B Division No,o/o Superintending Engineer Ganjam Rand B Division No I,01-Nov-2025 03:00 PM,11-Nov-2025 11:30 AM,01-Nov-2025 03:00 PM,10-Nov-2025 04:00 PM,01-Nov-2025 03:00 PM ,10-Nov-2025 04:00 PM ,01-Nov-2025 03:00 PM,10-Nov-2025 04:00 PM,"6,100",Yes,fixed,,Nil,Nil,"4,000",0.0,Nil,Nil,No,1.0,ICICI BANK,S/R to Post Office to JMFC Court Road at Hinjilicut such as Construction of Culvert Slab over Canal and C.C.Drain with cover slab at 0/500 km during the year 2025-26,S/R to Post Office to JMFC Court Road at Hinjilicut such as Construction of Culvert Slab over Canal and C.C.Drain with cover slab at 0/500 km during the year 2025-26,NA ,NA ,"6,09,056",Civil Works - Roads,NA ,Tender,90.0,60.0,Ganjam,760005.0,NA ,NA ,NA ,Ganjam Rand B Division No,No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3193504,ANIL KUMAR SAHU,10-Nov-2025 09:03 AM,Rejected-AOC,Reject in Lottery,10-Mar-2026 11:36 AM,,,,,,,,AOC,,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3207288,NIRMAL NAYAK,10-Nov-2025 02:01 PM,Accepted-AOC,Win in Lottery,10-Mar-2026 11:36 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3205689,SANTOSH KUMAR PANIGRAHI,10-Nov-2025 11:38 AM,Rejected-AOC,Reject in Lottery,10-Mar-2026 11:36 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3190382,Santosh Kumar Panigrahy,06-Nov-2025 06:28 PM,Rejected-AOC,Reject in Lottery,10-Mar-2026 11:36 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
