S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage,S.No,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage
1.0,3321071.0,TRILOCHAN KHILAR,INR,37.45,Technical,TECHNICAL BID HAS BEEN OPENED,Kambupani Mishra,05-Jan-2026 04:08 PM,technical_568793.pdf,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Bhadrak,2025_OSCSC_122418_1,6256.0,Appointment ofL-II TC for Basudevpur Block,COLLECTORBHADRAK,Internal,DLO BHADRAK DSWO BHADRAK RTO BHADRAK ADM BHADRAK CSO CUM DM BHADRAK,Kambupani Mishra,12-Jan-2026 06:18 PM,finsummary_568793.pdf (4383.46 KB),COLLECTORBHADRAK,Internal,CSO CUM DM BHADRAK RTO BHADRAK DLO BHADRAK DSWO BHADRAK ADM BHADRAK,Kambupani Mishra,05-Jan-2026 04:13 PM,06-Jan-2026 11:00 AM,techsummary_568793.pdf (8932.36 KB),Finance,Price bid has been opened,Kambupani Mishra,12-Jan-2026 06:13 PM,finance_568793.pdf,BOQ Comparative Chart,1,3321950,GANESH PRASAD SWAIN,23-Dec-2025 07:26 AM,Rejected-Finance,Quoted as highest rate,12-Jan-2026 06:18 PM,06-Mar-2026,INR 37.45,365.0,Kambupani Mishra,06-Mar-2026 03:36 PM,AOCOFLIITC.pdf (933.00 KB),TRILOCHAN KHILAR IS THE LOWEST BIDDER,AOC,1,BOQ CORRIGENDUM,BOQ,,"2,51,158",No,fixed,,Nil,Nil,"5,900",0.0,Nil,Nil,No,CSO Cum District Manager,CSO Office Bhadrak,03-Dec-2025 05:30 PM,24-Dec-2025 11:30 AM,03-Dec-2025 06:00 PM,23-Dec-2025 05:30 PM,03-Dec-2025 06:00 PM ,04-Dec-2025 06:00 PM ,03-Dec-2025 06:00 PM,23-Dec-2025 05:30 PM,06-Jan-2026 11:00 AM,Appointment ofL-II TC for Basudevpur Block,Appointment ofL-II TC for Basudevpur Block,Appointment ofL-II TC for Basudevpur Block ,NA ,"50,23,162",Handling and Transportation,HANDLING AND TRANSPORTATION ,Tender,45.0,450.0,COLLECTORATE BHADRAK,756100.0,CSO OFFICE BHADRAK ,CSO Office Bhadrak ,04-Dec-2025 04:00 PM ,COLLECTORATE BHADRAK,No ,No,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Bhadrak,6256.0,2025_OSCSC_122418_1,Yes,Open Tender,Percentage,Services,2.0,No,No,Online,No,No,No,1,ICICI BANK,1,Fee/PreQual/Technical,.pdf,Tenders for selection and appointment of L-II TC for Basudevpur block tagged to PEG Bramhanigaon,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3321071,TRILOCHAN KHILAR,23-Dec-2025 07:01 AM,Accepted-AOC,TRILOCHAN KHILAR IS THE LOWEST BIDDER,06-Mar-2026 03:36 PM,,,,,,,,AOC,2,TECHNICAL BID CORRIGENDUM,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,2,Finance,.xls,BOQ for Basudevpur Block,AOC
