Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,Tender Stage
Orissa Lift Irrigation Corporation||LI BALASORE||LI Division Baripada,2025_OLIC_119933_5,BID ID NO. 5480 (OLIC/2025-26) DATED 08.10.2025,Installation and energisation of Sialighati II TW LIP under Badasahi Block in Mayurbhanj District,1.0,3180815.0,M/S.BAISAKHI CONSTRUCTION PVT.LTD,INR,"2,404,409",Jogindra Ratha,Internal,,JOGINDRA RATHA,06-Jan-2026 10:10 PM,07-Jan-2026 10:00 AM,techsummary_557538.pdf (1472.25 KB),Jogindra Ratha,Internal,,JOGINDRA RATHA,12-Mar-2026 11:54 AM,finsummary_557538.pdf (367.57 KB),12-Mar-2026,"INR 2,404,409",90.0,JOGINDRA RATHA,12-Mar-2026 01:37 PM,Sialghati_II.pdf (368.00 KB),Finance,Accepted,JOGINDRA RATHA,05-Mar-2026 03:48 PM,finance_557538.pdf,BOQ Comparative Chart,1,3180815,M/S.BAISAKHI CONSTRUCTION PVT.LTD,04-Nov-2025 01:48 PM,Accepted-AOC,L1,12-Mar-2026 01:37 PM,Technical,Accepted,JOGINDRA RATHA,06-Jan-2026 01:04 PM,technical_557538.pdf,AOC,"7,080",0.0,Nil,Nil,No,Installation and energisation of Sialighati II TW LIP under Badasahi Block in Mayurbhanj District,Installation and energisation of Sialighati II TW LIP under Badasahi Block in Mayurbhanj District,Please refer Tender documents. ,NA ,"20,37,635",Civil Works - Lift Irrigation Schemes,NA ,Tender,365.0,90.0,Baripada,757002.0,NA ,NA ,NA ,"EE, M.L.I Division, Baripada",No ,No,1,Fee/PreQual/Technical,.pdf,TP cost EMD GST PAN Civil and HT License Joint Venture Experience RIG documents as per DTCN,"20,376",Yes,percentage,1.0%,Nil,Nil,24-Oct-2025 11:00 AM,06-Nov-2025 11:00 AM,24-Oct-2025 11:00 AM,04-Nov-2025 05:00 PM,24-Oct-2025 11:00 AM ,03-Nov-2025 05:00 PM ,24-Oct-2025 11:00 AM,04-Nov-2025 05:00 PM,07-Jan-2026 10:00 AM,Orissa Lift Irrigation Corporation||LI BALASORE||LI Division Baripada,BID ID NO. 5480 (OLIC/2025-26) DATED 08.10.2025,2025_OLIC_119933_5,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"EE, M.L.I Division, Baripada","EE, M.L.I Division, Baripada, Infront of Stadium near Chhou Padia, Bhonjpur, Baripada, Mayurbhanj 757002 Odisha",1,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3180480,Transpower,04-Nov-2025 03:57 PM,Rejected-AOC,L2,12-Mar-2026 01:37 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,AOC
