Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
28-Jul-2025 01:30 PM,13-Aug-2025 11:00 AM,28-Jul-2025 01:30 PM,12-Aug-2025 05:00 PM,28-Jul-2025 01:30 PM ,12-Aug-2025 05:00 PM ,28-Jul-2025 01:30 PM,12-Aug-2025 05:00 PM,04-Dec-2025 01:20 PM,"10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"70,127",Yes,percentage,1.0%,Nil,Nil,"Construction of RCC Drain, CC road and site development such as earth filling at New Revenue staff qtr at Jharsuguda for the year 2025-26","Construction of RCC Drain, CC road and site development such as earth filling at New Revenue staff qtr at Jharsuguda for the year 2025-26",Please refer Tender documents. ,NA ,"70,12,706",Civil Works - Roads,NA ,Tender,90.0,180.0,Jharsuguda,768201.0,NA ,NA ,NA ,Office of the Superintending Engineer,No ,No,EIC-CIVIL||SERNB-CIRCLE-NORTHERN||EERNB-DIVN-JHARSUGUDA,Bid Identification No-SE-RandB-JSG-04- OF 2025-26,2025_EICCL_116182_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"RC BOOK, TENDER COST, AFFIDAVIT, EMD, PAN CARD, GSTN, LEASE AGREEMENT etc",Superintending Engineer,Office of the Superintending Engineer,AOC,1,3031066,ANIL KUMAR PUJARI,11-Aug-2025 12:42 PM,Rejected-AOC,Lottery not in favour,24-Mar-2026 11:13 PM,24-Mar-2026,"INR 5,961,502",180.0,Satyaban Patel,24-Mar-2026 11:13 PM,rccdrain.pdf (892.00 KB),AOC,Finance,Accepted,Satyaban Patel,06-Dec-2025 11:26 AM,,BOQ Comparative Chart,Superintending Engineer,Internal,EE DR DAO,Satyaban Patel,04-Dec-2025 01:16 PM,04-Dec-2025 01:20 PM,techsummary_547650.pdf (13668.07 KB),Superintending Engineer,Internal,EE SR DAO,Satyaban Patel,24-Mar-2026 11:08 PM,finsummary_547650.pdf (892.46 KB),Technical,Accepted,Satyaban Patel,04-Dec-2025 01:00 PM,,EIC-CIVIL||SERNB-CIRCLE-NORTHERN||EERNB-DIVN-JHARSUGUDA,2025_EICCL_116182_1,Bid Identification No-SE-RandB-JSG-04- OF 2025-26,"Construction of RCC Drain, CC road and site development such as earth filling at New Revenue staff qtr at Jharsuguda for the year 2025-26",1.0,3029591.0,SARITA AGRAWAL,INR,"5,961,502",AOC
,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Boq,,,AOC,2,3030813,ANUP KUMAR PATEL,11-Aug-2025 10:58 PM,Rejected-AOC,Lottery not in favour,24-Mar-2026 11:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3033512,A S SUPPLIERS AND CONSTRUCTION PROPRIETOR AJAY KUMAR SHARMA,12-Aug-2025 03:53 PM,Rejected-AOC,Lottery not in favour,24-Mar-2026 11:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3027921,DASHARATHA MUNDA,09-Aug-2025 10:53 PM,Rejected-AOC,Lottery not in favour,24-Mar-2026 11:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3029146,DEEPAK KUMAR NAIK,11-Aug-2025 12:18 PM,Rejected-AOC,Lottery not in favour,24-Mar-2026 11:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3020613,GAURAV KUMAR BARIKI,12-Aug-2025 04:11 PM,Rejected-AOC,Lottery not in favour,24-Mar-2026 11:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3031322,GURSIMRAN SALUJA,12-Aug-2025 12:11 PM,Rejected-AOC,Lottery not in favour,24-Mar-2026 11:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3032900,HEMANTA SAHU,12-Aug-2025 11:57 AM,Rejected-AOC,Lottery not in favour,24-Mar-2026 11:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3033137,JOJHAL SATYAM DORA,12-Aug-2025 01:11 PM,Rejected-AOC,Lottery not in favour,24-Mar-2026 11:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3033272,JYOTI PRAKASH SETHI,12-Aug-2025 03:41 PM,Rejected-AOC,Not qualified for lottery,24-Mar-2026 11:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,3026920,Kadambini Sahoo,07-Aug-2025 01:19 PM,Rejected-AOC,Lottery not in favour,24-Mar-2026 11:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,12,3032837,LAXMI TRADERS,12-Aug-2025 12:19 PM,Rejected-AOC,Lottery not in favour,24-Mar-2026 11:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
