S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,ICICI BANK,Construction of Public Toilet at Vyasa Nagar Municipality area,Construction of Public Toilet at Vyasa Nagar Municipality area,Please refer Tender documents. ,NA ,"9,07,574",Civil Works - Others,NA ,Tender,60.0,60.0,VYASANAGAR MUNICIPALITY,755019.0,NA ,NA ,NA ,EXECUTIVE OFFICER CHAMMBER VYASANAGAR MUNICIPALITY,No ,No,"4,000",0.0,Nil,Nil,No,"9,075",Yes,fixed,,Nil,Nil,Municipal Bodies||Vyasanagar Municipality,2/VNM/2025-26,2025_ORULB_117995_97,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,EXECUTIVE OFFICER,vyasanagar Municipality,15-Sep-2025 10:00 AM,03-Oct-2025 11:00 AM,15-Sep-2025 10:00 AM,26-Sep-2025 05:00 PM,NA ,NA ,15-Sep-2025 10:00 AM,26-Sep-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,AOC,Eo,Internal,"me,je,accountant",Manas Ranjan Sahoo,16-Mar-2026 11:25 AM,techsummary_552475.pdf (407.65 KB),Eo,Internal,"me,je,accountant",Manas Ranjan Sahoo,16-Mar-2026 11:40 AM,finsummary_552475.pdf (407.65 KB),Finance,ok,Manas Ranjan Sahoo,16-Mar-2026 11:12 AM,finance_552475.pdf,BOQ Comparative Chart,1,3099209,DIPENDRA KUMAR JENA,25-Sep-2025 10:59 PM,Rejected-Finance,due to l2,16-Mar-2026 11:40 AM,Municipal Bodies||Vyasanagar Municipality,2025_ORULB_117995_97,2/VNM/2025-26,Construction of Public Toilet at Vyasa Nagar Municipality area,1.0,3097988.0,RASHMITA PRADHAN,INR,"835,716.95",16-Mar-2026,"INR 835,716.95",60.0,Manas Ranjan Sahoo,16-Mar-2026 12:07 PM,wo.pdf (356.00 KB),due to l1,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,NIT,AOC,,,,,,,,,,,,,,,,,,,2,3098673,RANJAN KUMAR SETHY,24-Sep-2025 02:24 PM,Rejected-Finance,due to 3,16-Mar-2026 11:40 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,3,3097988,RASHMITA PRADHAN,24-Sep-2025 09:14 AM,Accepted-AOC,due to l1,16-Mar-2026 12:08 PM,,,,,,,,,,,,,,,,,AOC
