EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"4,900",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"Executive Engineer, CD-I","At Bikash Bhawan, Jagannathlane Badambadi, Dist Cuttack, Pin-753012",1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST,EMD,GST,PAN,REGISTRATION CERTIFICATE,OTHER DOCUMENTS AS PER DTCN in online","2,360",0.0,Nil,Nil,No,14-Nov-2025 02:00 PM,27-Nov-2025 11:00 AM,14-Nov-2025 02:00 PM,24-Nov-2025 05:00 PM,NA ,NA ,14-Nov-2025 02:00 PM,24-Nov-2025 05:00 PM,Construction of RCC drain from Fire Station Chhaka to fire Association in Ward No. 15.,Construction of RCC drain from Fire Station Chhaka to fire Association in Ward No. 15.,Please refer Tender documents. ,NA ,"4,90,600",Civil Works - Others,NA ,Tender,90.0,30.0,CMC,753012.0,NA ,NA ,NA ,"At Bikash Bhawan, Jagannathlane Badambadi",No ,No,Municipal Bodies||Cuttack Municipal Corporation,MC(CMC)CTC_Div-I_No.12/2025-26,2025_ORULB_120018_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,13-Mar-2026,"INR 417,030",30.0,Subas Chandra Sahoo,13-Mar-2026 02:12 PM,2025_ORULB_120018_1.pdf (421.00 KB),Work order,1,3250872,ABINASH BASTIA,24-Nov-2025 02:29 PM,Rejected-AOC,Rejected,13-Mar-2026 02:12 PM,Executive Engineer,Internal,Asst. Executive Engineer,Subas Chandra Sahoo,13-Mar-2026 02:04 PM,techsummary_564262.pdf (421.07 KB),Municipal Bodies||Cuttack Municipal Corporation,2025_ORULB_120018_1,MC(CMC)CTC_Div-I_No.12/2025-26,Construction of RCC drain from Fire Station Chhaka to fire Association in Ward No. 15.,Executive Engineer,Internal,Asst. Executive Engineer,Subas Chandra Sahoo,13-Mar-2026 02:08 PM,finsummary_564262.pdf (421.07 KB),Finance,Eighteen bidders participated. BOQ Comparative Chart is enclosed for reference. The Original documents of bidders to be verified.,Subas Chandra Sahoo,27-Nov-2025 02:17 PM,finance_564262.pdf,BOQ Comparative Chart,1.0,3248487.0,Sri Jagabandhu Sethy,INR,"417,030",AOC
,,,,,,2.0,ICICI NEFT/RTGS,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2,3242881,DILIP KUMAR NANDA,20-Nov-2025 08:47 PM,Rejected-AOC,Rejected,13-Mar-2026 02:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,3250277,Ganesh Chandra Swain,24-Nov-2025 12:33 PM,Rejected-AOC,Rejected,13-Mar-2026 02:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,3239432,HRUSIKESH MALLICK,19-Nov-2025 08:12 PM,Rejected-AOC,Rejected,13-Mar-2026 02:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,3250875,IMRAN KHAN,24-Nov-2025 02:36 PM,Rejected-AOC,Rejected,13-Mar-2026 02:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,3250894,ISWAR CHANDRA SETHY,24-Nov-2025 02:32 PM,Rejected-AOC,Rejected,13-Mar-2026 02:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,3246858,MD AZHAR,22-Nov-2025 06:48 PM,Rejected-AOC,Rejected,13-Mar-2026 02:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,3250123,M/S GOPAL LOGISTICS,24-Nov-2025 12:06 PM,Rejected-AOC,Rejected,13-Mar-2026 02:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,3246868,PRAKASH KUMAR ROUTRAY,22-Nov-2025 06:55 PM,Rejected-AOC,Rejected,13-Mar-2026 02:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,3244043,PRAMOD KUMAR SINGH,22-Nov-2025 01:13 PM,Rejected-AOC,Rejected,13-Mar-2026 02:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
