Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
"S.E.R.W.Division-II,Balasore",Internal,,Amir Kumar Sethy,13-Feb-2026 04:43 PM,techsummary_576896.pdf (389.79 KB),09-Mar-2026,"INR 1,786,080.35",30.0,Amir Kumar Sethy,09-Mar-2026 05:39 PM,7Gilda.pdf (424.00 KB),Awarded through lottery winner,1,3373126,ARUN KUMAR NAYAK,29-Jan-2026 10:29 PM,Accepted-AOC,Awarded through lottery winner vide Agrt No.193 P1 of 2025-26,09-Mar-2026 05:39 PM,1.0,3373126.0,ARUN KUMAR NAYAK,INR,"1,786,080.35",Finance,29 Nos of Bidders are participated and go to next process,Amir Kumar Sethy,10-Feb-2026 12:26 PM,finance_576896.pdf,BOQ Comparative Chart,"S.E.R.W.Division-II,Balasore",Internal,,Amir Kumar Sethy,17-Feb-2026 05:36 PM,finsummary_576896.pdf (389.79 KB),CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE,2026_CERWI_124808_7,E-TCN/BLS-II No.09 of 2025-26,S/R to Gilda Dolapur for the year 2025-26,AOC,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,"Superintending Engineer,R.W.Division_II,Balasore","O/o the Superintending Engineer,R.W.Division_II,Balasore",1.0,Fee/PreQual/Technical/Finance,.pdf,"P Cost, EMD Online, RC, PAN, Valid GSTIN, Affidavit, No relation certificate and other as per DTCN",20-Jan-2026 05:00 PM,31-Jan-2026 11:00 AM,20-Jan-2026 05:00 PM,30-Jan-2026 05:00 PM,20-Jan-2026 05:00 PM ,30-Jan-2026 03:00 PM ,20-Jan-2026 05:00 PM,30-Jan-2026 05:00 PM,S/R to Gilda Dolapur for the year 2025-26,S/R to Gilda Dolapur for the year 2025-26,Please refer Tender documents. ,NA ,"21,01,024",Civil Works - Roads,NA ,Tender,90.0,30.0,Balasore,756001.0,NA ,NA ,NA ,"O/o the S.E,R.W.Division_II,Balasore",No ,No,"21,010",Yes,percentage,1.0%,Nil,Nil,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE,E-TCN/BLS-II No.09 of 2025-26,2026_CERWI_124808_7,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,2,3372078,BASANTA KUMAR PATRA,29-Jan-2026 03:57 PM,Rejected-AOC,Rejected,09-Mar-2026 05:39 PM,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,3,3371991,BENIMADHAB BIHARI,29-Jan-2026 04:39 PM,Rejected-AOC,Rejected,09-Mar-2026 05:39 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3366420,BISHNU MOHAN MALIK,26-Jan-2026 05:41 PM,Rejected-AOC,Rejected,09-Mar-2026 05:39 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3364557,DIPTIMAYA BARIK,24-Jan-2026 12:10 PM,Rejected-AOC,Rejected,09-Mar-2026 05:39 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3366826,HARISH CHANDRA ACHARYA,26-Jan-2026 09:48 PM,Rejected-AOC,Rejected,09-Mar-2026 05:39 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3364541,KRUSNA CHANDRA SINGH,24-Jan-2026 11:59 AM,Rejected-AOC,Rejected,09-Mar-2026 05:39 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3366466,KRUTIBAS MOHANTY,30-Jan-2026 03:51 PM,Rejected-AOC,Rejected,09-Mar-2026 05:39 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3364723,MAHASWETA MALIK,26-Jan-2026 03:06 PM,Rejected-AOC,Rejected,09-Mar-2026 05:39 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3370175,MANAS RANJAN SAHOO,29-Jan-2026 08:17 PM,Rejected-AOC,Rejected,09-Mar-2026 05:39 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
