Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"4,000",0.0,Nil,Nil,No,"SE,MECHANICAL Division,Ambaguda","O/o the SE,MECHANICAL DIVISION,AMBAGUDA",11-Dec-2025 03:00 PM,26-Dec-2025 12:00 PM,11-Dec-2025 03:00 PM,24-Dec-2025 05:30 PM,11-Dec-2025 03:00 PM ,24-Dec-2025 05:30 PM ,11-Dec-2025 03:00 PM,24-Dec-2025 05:30 PM,"Fabrication, Supply and Erection of Gate and Hoist of Tarabhata Check Dam of Borigumma Block Under Minor Irrigation Division, Jeypore","Fabrication, Supply and Erection of Gate and Hoist of Tarabhata Check Dam of Borigumma Block Under Minor Irrigation Division, Jeypore",please refer tender documents ,NA ,,Mechanical Works,NA ,Tender,90.0,30.0,JEYPORE,764056.0,NA ,NA ,NA ,"O/o SE,MECHANICAL DIVISION,AMBAGUDA",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC,,GST,PAN,ESI,EPF AND ALL OTHER DOCUMENTS AS PER DTCN",Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Berhampur,SE/MDA-04(6)/2025-26,2025_CEMWR_122947_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"8,000",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,AOC,Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Berhampur,2025_CEMWR_122947_1,SE/MDA-04(6)/2025-26,"Fabrication, Supply and Erection of Gate and Hoist of Tarabhata Check Dam of Borigumma Block Under Minor Irrigation Division, Jeypore",Sanjay Ku Nayak,Internal,,SANJAYA KUMAR NAYAK,05-Mar-2026 05:42 PM,finsummary_571024.pdf (670.77 KB),Finance,BOS,SONIYA MAJUMDAR,12-Feb-2026 01:47 PM,,BOQ Comparative Chart,1.0,3302370.0,M/s. BHAGABATI INDUSTRIES Prop. NIRANJAN PANDA,INR,"679,336.45",1,3309861,"ACHYUTA NANDA SWAIN ,PROPRIETOR M/S. ADITYA ENTERPRISER.",17-Dec-2025 12:25 PM,Rejected-Finance,Loser In Transparent Lottery process,05-Mar-2026 05:42 PM,05-Mar-2026,"INR 679,336.45",30.0,SANJAYA KUMAR NAYAK,05-Mar-2026 05:57 PM,75.pdf (1268.00 KB),Sanjay Ku Nayak,Internal,,SANJAYA KUMAR NAYAK,05-Mar-2026 01:22 PM,techsummary_571024.pdf (670.77 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,2,3322332,LAXMIDHRA BHUYAN,24-Dec-2025 03:15 PM,Rejected-Finance,Loser In Transparent Lottery process,05-Mar-2026 05:42 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3302381,M/s. ASHIRBAD INDUSTRIES Prp. PRAKASH CHANDRA LENKA,24-Dec-2025 11:11 AM,Rejected-Finance,Loser In Transparent Lottery process,05-Mar-2026 05:42 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3302370,M/s. BHAGABATI INDUSTRIES Prop. NIRANJAN PANDA,24-Dec-2025 11:04 AM,Accepted-AOC,Winner In Transparent Lottery process,05-Mar-2026 05:57 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3325931,M/S JAGANNATH AGRICULTURAL IMPLEMENTS WORKSHOP,24-Dec-2025 01:41 PM,Rejected-Finance,Loser In Transparent Lottery process,05-Mar-2026 05:42 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3325168,M/S KALINGA METAL PRODUCT (PROP. SMT BASANTILATA MOHANTY,24-Dec-2025 10:23 AM,Rejected-Finance,Loser In Transparent Lottery process,05-Mar-2026 05:42 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3325146,"M/S MOHANTY INDUSTRIAL ENTERPRISERS -PROPRIETOR ,MALAYA KUMAR MOHANTY",24-Dec-2025 10:06 AM,Rejected-Finance,Loser In Transparent Lottery process,05-Mar-2026 05:42 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3306032,M/S SAIKRUPA ENTERPRISERS (PROP.UMESH CHANDRA SWAIN),22-Dec-2025 04:24 PM,Rejected-Finance,Loser In Transparent Lottery process,05-Mar-2026 05:42 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3313288,M/S SHREE INDUSTRIES,19-Dec-2025 01:23 PM,Rejected-Finance,Loser In Transparent Lottery process,05-Mar-2026 05:42 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3324795,NEELAMADHAB ENGINEERING WORKS,23-Dec-2025 04:31 PM,Rejected-Finance,Loser In Transparent Lottery process,05-Mar-2026 05:42 PM,,,,,,,,,,,,,AOC
