S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,Tender Cost EMD GSTIN PAN Contractor RC Affidavits undertakings and any other document as per DTCN,"4,000",0.0,Nil,Nil,No,S.E. R.W. Divn. BBSR,O/o S.E. R.W. Divn. BBSR,"6,780",Yes,percentage,1.0%,Nil,Nil,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-BHUBANESWAR,Tender Online Divn. BBSR - 39/2025-26,2026_CERWI_127073_7,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,09-Mar-2026 04:00 PM,16-Mar-2026 11:00 AM,09-Mar-2026 04:00 PM,14-Mar-2026 05:00 PM,NA ,NA ,09-Mar-2026 04:00 PM,14-Mar-2026 05:00 PM,S/R to Durgapur to Managovindapur road for the year 2025-26,S/R to Durgapur to Managovindapur road for the year 2025-26,Please refer Tender documents. ,NA ,"6,78,000",Civil Works - Roads,NA ,Tender,90.0,30.0,S.E. R.W. Divn. BBSR,751013.0,NA ,NA ,NA ,O/o S.E. R.W. Divn. BBSR,No ,No,AOC,SE RW BBSR,Internal,"Sr.DAO, AEE and Estimator",Swarnalata Sutar,28-Mar-2026 02:00 PM,finsummary_584557.pdf (639.78 KB),CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-BHUBANESWAR,2026_CERWI_127073_7,Tender Online Divn. BBSR - 39/2025-26,S/R to Durgapur to Managovindapur road for the year 2025-26,1.0,3430287.0,PRAKASH KUMAR RANASINGHA,INR,"677,598",Finance,10 no. of bidders are participated,Nirmal Chandra Jena,16-Mar-2026 05:57 PM,,BOQ Comparative Chart,1,3428528,BHAGABAN GOCHHI,13-Mar-2026 04:35 PM,Rejected-Finance,Not success in lottery,28-Mar-2026 02:00 PM,28-Mar-2026,"INR 677,598",30.0,Nirmal Chandra Jena,28-Mar-2026 03:33 PM,durgapuraoc.pdf (274.00 KB),AoC,SE RW BBSR,Internal,"Sr.DAO, AEE and Estimator",Swarnalata Sutar,28-Mar-2026 01:55 PM,techsummary_584557.pdf (639.78 KB),AOC
2.0,ICICI NEFT/RTGS,,,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3430314,BIBHU PRASAD SAHOO,13-Mar-2026 05:44 PM,Rejected-Finance,Not success in lottery,28-Mar-2026 02:00 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3428868,BICHITRA KUMAR SUBUDHI,12-Mar-2026 05:45 PM,Rejected-Finance,Not success in lottery,28-Mar-2026 02:00 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3430609,DIBAKAR PANDA,14-Mar-2026 12:23 PM,Rejected-Finance,Not success in lottery,28-Mar-2026 02:00 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3430484,DIBYA SUPPLIERS,14-Mar-2026 07:54 AM,Rejected-Finance,Not success in lottery,28-Mar-2026 02:00 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3430801,JITENDRA KUMAR BISWAL,14-Mar-2026 02:59 PM,Rejected-Finance,Not success in lottery,28-Mar-2026 02:00 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3430287,PRAKASH KUMAR RANASINGHA,13-Mar-2026 05:10 PM,Accepted-AOC,L1 Bidder,28-Mar-2026 03:33 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3429437,PRITAM PRITIRANJAN,13-Mar-2026 01:28 PM,Rejected-Finance,Not success in lottery,28-Mar-2026 02:00 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3429545,SUBHAKANTA MAHAPATRA,14-Mar-2026 11:45 AM,Rejected-Finance,Not success in lottery,28-Mar-2026 02:00 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3430094,SURYAKANTA BALABANTARAY,13-Mar-2026 03:49 PM,Rejected-Finance,Not success in lottery,28-Mar-2026 02:00 PM,,,,,,,,,,,,,,AOC
