S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage
1.0,3270065.0,SURESH KUMAR PANDA,INR,"34,937,773","Er. K.Ch.Khatua, CCE, RWC, BAM",Internal,,Lopamudra Dalai,13-Mar-2026 01:35 PM,finsummary_565988.pdf (330.99 KB),CE RW I||RWCIRCLE-BERHAMPUR,2025_CERWI_121658_4,Online Tender/29-2025-26/BPR,Improvement to MDR 64 to Mahanadapur via Rangamatia road in the District of Ganjam under MMSY-Improvement to Existing RD Road for the year 2025-26.,Technical,Documents to be verified,Lopamudra Dalai,05-Feb-2026 07:53 PM,technical_565988.pdf,Finance,Documents to be verified,Swagatika Rauto,07-Feb-2026 01:36 PM,finance_565988.pdf,BOQ Comparative Chart,"Er. K.Ch.Khatua, CCE, RWC, BAM",Internal,"Asst Engineer, R.W.Circle,BAM P.A. to CCE, R.W.Circle, BAM SE, R.W.Divn-II, Gm, BAM",Lopamudra Dalai,05-Feb-2026 07:58 PM,06-Feb-2026 11:00 AM,techsummary_565988.pdf (941.33 KB),1.0,Corrigendum,REVOCATION OF TENDER,05-Feb-2026 06:58 PM,535.pdf ,925.74,Technical Opening,13-Mar-2026,"INR 34,937,773",210.0,Lopamudra Dalai,13-Mar-2026 01:39 PM,Mahanadapur.pdf (320.00 KB),1,3270102,BISWAJIT PANDA,01-Dec-2025 04:04 PM,Rejected-Technical,DIS-QUALIFIED,05-Feb-2026 07:58 PM,AOC,1.0,Corrigendum,Other,,1.0,ICICI BANK,Improvement to MDR 64 to Mahanadapur via Rangamatia road in the District of Ganjam under MMSY-Improvement to Existing RD Road for the year 2025-26.,Improvement to MDR 64 to Mahanadapur via Rangamatia road in the District of Ganjam under MMSY-Improvement to Existing RD Road for the year 2025-26.,Please refer Tender documents. ,NA ,"4,10,99,000",Civil Works - Roads,NA ,Tender,90.0,210.0,Ganjam,760011.0,NA ,NA ,NA ,"O/O Chief Construction Engineer, R.W.Circle, BAM,",No ,No,"Chief Construction Engineer, R.W.Circle, BAM,","O/O Chief Construction Engineer, RWC, BAM Near Income Tax Office Ambapua-11","10,000",0.0,Nil,Nil,No,20-Nov-2025 06:00 PM,02-Dec-2025 11:00 AM,20-Nov-2025 06:00 PM,01-Dec-2025 05:30 PM,20-Nov-2025 06:00 PM ,29-Nov-2025 05:30 PM ,20-Nov-2025 06:00 PM,01-Dec-2025 05:30 PM,06-Feb-2026 11:00 AM,CE RW I||RWCIRCLE-BERHAMPUR,Online Tender/29-2025-26/BPR,2025_CERWI_121658_4,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"4,11,600",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"Affidavit,GSTIN,PAN,RC,Annual Turnover,experience,machinery and other papers as per DTCN",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3269258,B LAXMI NARYANA,01-Dec-2025 12:20 PM,Rejected-AOC,1st Lowest,13-Mar-2026 01:39 PM,AOC,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3266344,Bulu jena,30-Nov-2025 12:48 PM,Rejected-AOC,1st Lowest,13-Mar-2026 01:39 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3269775,CHAKRAPANI PANDA,01-Dec-2025 02:18 PM,Rejected-AOC,1st Lowest,13-Mar-2026 01:39 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3269270,Rajendra Patra,01-Dec-2025 03:49 PM,Rejected-AOC,1st Lowest,13-Mar-2026 01:39 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3268882,Srinivas Mohapatra,01-Dec-2025 01:47 PM,Rejected-AOC,1st Lowest,13-Mar-2026 01:39 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3270027,SUCHITA PANDA,01-Dec-2025 03:43 PM,Rejected-AOC,1st Lowest,13-Mar-2026 01:39 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3270065,SURESH KUMAR PANDA,01-Dec-2025 04:02 PM,Accepted-AOC,Successful bidders after lottery system,13-Mar-2026 01:39 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
