Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage
09-Dec-2025,"INR 947,683",90.0,AJAYA KUMAR MISHRA,01-Mar-2026 12:46 PM,PKG6.pdf (44.00 KB),Revival and restoration of Rahasoi TW under Dasarathpur Block,Ajaya Kumar Mishra,Internal,Purusottam Vishwakarma and Saroj Kumar Mohanty,AJAYA KUMAR MISHRA,08-Dec-2025 12:32 PM,finsummary_547740.pdf (43.87 KB),Finance,Opened Successfully,AJAYA KUMAR MISHRA,20-Nov-2025 04:50 PM,finance_547740.pdf,BOQ Comparative Chart,1,3018904,AMITA RANI DAS,01-Aug-2025 08:54 PM,Rejected-Finance,Lost of the Lottery.,08-Dec-2025 12:32 PM,Technical,Opened Successfully,AJAYA KUMAR MISHRA,07-Aug-2025 05:44 PM,technical_547740.pdf,"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Jajpur Road",2025_OLIC_116177_6,1278_OLIC_18_07_25,PKG6,1.0,3023840.0,SARITA DAS,INR,"947,683",Ajaya Kumar Mishra,Internal,Purusottam Vishwakarma and Saroj Kumar Mohanty,PURUSOTTAM VISHWAKARMA,19-Nov-2025 12:44 PM,19-Nov-2025 01:50 PM,techsummary_547740.pdf (32.26 KB),AOC,"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Jajpur Road",1278_OLIC_18_07_25,2025_OLIC_116177_6,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,PKG6,Revival and restoration of Jalasarpur I KFW TW under Dasarathpur Block in Jajpur District,Please refer to the DTCN ,NA ,"13,47,962",Civil Works - Lift Irrigation Schemes,Electrical work ,Tender,180.0,90.0,Jajpur Road,755019.0,NA ,NA ,NA ,"O/O Executive Engineer, L.I.Division, Jajpur Road",No ,No,1.0,ICICI BANK,29-Jul-2025 10:00 AM,06-Aug-2025 11:00 AM,29-Jul-2025 10:00 AM,05-Aug-2025 05:00 PM,29-Jul-2025 10:00 AM ,04-Aug-2025 05:00 PM ,29-Jul-2025 10:00 AM,05-Aug-2025 05:00 PM,19-Nov-2025 01:50 PM,"7,080",0.0,Nil,Nil,Yes,"13,480",Yes,percentage,1.0%,Nil,Nil,"Executive Engineer, L.I.Division, Jajpur Road","O/O Executive Engineer, L.I.Division, Jajpur Road",1.0,Fee/PreQual/Technical,.pdf,"Civil, Electrical license, Rig documents,Joint venture, Affidavit,EMD,Paper cost as pkg require",AOC
,,,,,,,,,,,,,,,,,,,2,3022429,ANIL KUMAR SAMANTARAY,04-Aug-2025 01:50 PM,Rejected-Finance,Lost of the Lottery.,08-Dec-2025 12:32 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,DTCN should be filled in capital letter,AOC
,,,,,,,,,,,,,,,,,,,3,3022111,DILLIP KUMAR JENA,03-Aug-2025 11:37 AM,Rejected-Finance,Lost of the Lottery.,08-Dec-2025 12:32 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bills of Quantity,AOC
,,,,,,,,,,,,,,,,,,,4,3023969,JAGDEV PANDA,04-Aug-2025 10:56 PM,Rejected-Finance,Lost of the Lottery.,08-Dec-2025 12:32 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,5,3022589,KALYANI SAHOO,04-Aug-2025 09:23 PM,Rejected-Finance,Lost of the Lottery.,08-Dec-2025 12:32 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,6,3024176,MAHENDRA KUMAR PATI,05-Aug-2025 11:09 AM,Rejected-AOC,Being L2 and L1 Accepted the bid,01-Mar-2026 12:47 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,7,3022416,PRAMOD KUMAR NAYAK,03-Aug-2025 07:20 PM,Rejected-Finance,Lost of the Lottery.,08-Dec-2025 12:32 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,8,3023453,Raj Kishore Parida,04-Aug-2025 08:51 PM,Rejected-Finance,Lost of the Lottery.,08-Dec-2025 12:32 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,9,3022972,SANGITA ROUT,04-Aug-2025 12:41 PM,Rejected-Finance,Lost of the Lottery.,08-Dec-2025 12:32 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,10,3023840,SARITA DAS,04-Aug-2025 08:57 PM,Accepted-AOC,Being L1 Accepted the bid,01-Mar-2026 12:47 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
