Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Finance,total 20 bidders,Gayatri Sethi,16-Jan-2026 01:31 PM,,BOQ Comparative Chart,Executive Engineer,Internal,"DAO ,SE,Estimator",Lambodar Naik,15-Jan-2026 06:33 PM,16-Jan-2026 12:00 PM,techsummary_572616.pdf (643.26 KB),25-Mar-2026,"INR 4,607,072.31",270.0,Lambodar Naik,25-Mar-2026 01:26 PM,1149.pdf (422.00 KB),1,3328129,Abhaya Kumar Jena,25-Dec-2025 06:38 PM,Rejected-AOC,Rejected,25-Mar-2026 01:26 PM,1.0,3337465.0,Debabrata Sahoo,INR,"4,607,072.31",Executive Engineer,Internal,,Lambodar Naik,25-Mar-2026 01:21 PM,finsummary_572616.pdf (418.44 KB),CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BHADRAK-II,2025_CERWI_123580_1,"TCN-22 RWD-II,BHADRAK",Construction of 1st Floor Building on Existing Building of Naami Degree College in Bhandaripokhari for 25-26,Technical,20 bidders,Lambodar Naik,15-Jan-2026 06:29 PM,,AOC,Divisional Officer,"RURAL WORKS DIVISION NO.II, BHADRAK","10,000",0.0,Nil,Nil,No,"54,190",Yes,fixed,,Nil,Nil,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BHADRAK-II,"TCN-22 RWD-II,BHADRAK",2025_CERWI_123580_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Construction of 1st Floor Building on Existing Building of Naami Degree College in Bhandaripokhari for 25-26,Construction of 1st Floor Building on Existing Building of Naami Degree College in Bhandaripokhari for 25-26,NA ,NA ,"54,19,447",Civil Works - Buildings,NA ,Tender,90.0,270.0,Bhadrak,756100.0,NA ,NA ,NA ,"RURAL WORKS DIVISION NO.II, BHADRAK",No ,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"TENDER PAPER COST, EMD ,CONTRACTOR REGISTRATION CERTIFICATE,PAN,GSTIN,AFFIDAVIT,ETC",20-Dec-2025 05:00 PM,30-Dec-2025 11:00 AM,20-Dec-2025 05:00 PM,29-Dec-2025 05:00 PM,20-Dec-2025 05:00 PM ,29-Dec-2025 03:00 PM ,20-Dec-2025 05:00 PM,29-Dec-2025 05:00 PM,16-Jan-2026 12:00 PM,AOC
,,,,,,,,,,,,,,,,,,,2,3331083,Aditya Kumar Rout,27-Dec-2025 11:00 AM,Rejected-AOC,Rejected,25-Mar-2026 01:26 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,2.0,Finance,.xls,BILL OF QUANTITY,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,3,3334793,CHANDAN KUMAR BEHERA,28-Dec-2025 09:37 PM,Rejected-AOC,Rejected,25-Mar-2026 01:26 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,4,3330553,CHINTAMANI SAHOO,26-Dec-2025 06:34 PM,Rejected-AOC,Rejected,25-Mar-2026 01:26 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,5,3337465,Debabrata Sahoo,29-Dec-2025 03:46 PM,Accepted-AOC,Accepted,25-Mar-2026 01:26 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,6,3328162,Deepak Kumar Das,25-Dec-2025 06:35 PM,Rejected-AOC,Rejected,25-Mar-2026 01:26 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,7,3337634,Kalakar Sethy,29-Dec-2025 04:13 PM,Rejected-AOC,Rejected,25-Mar-2026 01:26 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,8,3335570,Mahendra Kumar Malik,29-Dec-2025 10:58 AM,Rejected-AOC,Rejected,25-Mar-2026 01:26 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,9,3337216,Manas Kumar Jena,29-Dec-2025 02:54 PM,Rejected-AOC,Rejected,25-Mar-2026 01:26 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,10,3337431,Manas Ranjan Pati,29-Dec-2025 03:35 PM,Rejected-AOC,Rejected,25-Mar-2026 01:26 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,11,3330398,PRAKASH KUMAR MOHAPATRA,26-Dec-2025 05:23 PM,Rejected-AOC,Rejected,25-Mar-2026 01:26 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,12,3328049,PRATIK KUMAR DAS,25-Dec-2025 05:53 PM,Rejected-AOC,Rejected,25-Mar-2026 01:26 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,13,3335754,RAJAT KUMAR SAHOO,29-Dec-2025 01:56 PM,Rejected-AOC,Rejected,25-Mar-2026 01:26 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,14,3332061,Rajesh Kumar Bharati,27-Dec-2025 05:03 PM,Rejected-AOC,Rejected,25-Mar-2026 01:26 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,15,3331499,SANJEEB KUMAR BEHERA,27-Dec-2025 02:14 PM,Rejected-AOC,Rejected,25-Mar-2026 01:26 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,16,3323836,SOURAV MINAKETAN,29-Dec-2025 04:43 PM,Rejected-AOC,Rejected,25-Mar-2026 01:26 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,17,3336243,SUBHA SUNDAR MOHAPATRA,29-Dec-2025 12:42 PM,Rejected-AOC,Rejected,25-Mar-2026 01:26 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,18,3331755,SUJIT PALAI,27-Dec-2025 03:33 PM,Rejected-AOC,Rejected,25-Mar-2026 01:26 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,19,3331795,TAPAN KUMAR JENA,27-Dec-2025 03:44 PM,Rejected-AOC,Rejected,25-Mar-2026 01:26 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,20,3332105,UTKAL NATH,27-Dec-2025 05:10 PM,Rejected-AOC,Rejected,25-Mar-2026 01:26 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
