Name,Address,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,11,3386816,DHANANJAY NAIK,09-Feb-2026 09:13 PM,Rejected-AOC,Reject,14-Mar-2026 01:31 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,12,3389091,GOPINATH HOTA,10-Feb-2026 02:03 PM,Rejected-AOC,Reject,14-Mar-2026 01:31 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,13,3385798,GURUCHARAN SAHU,08-Feb-2026 11:55 AM,Rejected-AOC,Reject,14-Mar-2026 01:31 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,14,3390510,HITESH KUMAR JAIN,10-Feb-2026 01:50 PM,Rejected-AOC,Reject,14-Mar-2026 01:31 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,15,3385471,JHARANA SAHU,07-Feb-2026 10:54 PM,Rejected-AOC,Reject,14-Mar-2026 01:31 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,16,3388466,KAVYA AGRAWAL,09-Feb-2026 06:18 PM,Rejected-AOC,Reject,14-Mar-2026 01:31 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,17,3385463,Kunja Bihari Sahu,08-Feb-2026 12:14 PM,Rejected-AOC,Reject,14-Mar-2026 01:31 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,18,3386746,MAHENDRA KUMAR SAHU,08-Feb-2026 11:55 PM,Rejected-AOC,Reject,14-Mar-2026 01:31 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,19,3389539,MANGAL SINGH MAJHI,10-Feb-2026 08:58 AM,Rejected-AOC,Reject,14-Mar-2026 01:31 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,20,3390105,MD MUZAHID,10-Feb-2026 12:50 PM,Rejected-AOC,Reject,14-Mar-2026 01:31 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,21,3385957,MD NOAMAN RAZA KHAN,08-Feb-2026 06:55 PM,Rejected-AOC,Reject,14-Mar-2026 01:31 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,22,3384762,MOHAMMAD TAHIR KHAN,09-Feb-2026 11:45 AM,Rejected-AOC,Reject,14-Mar-2026 01:31 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,23,3385870,MOHAMMAD TAYYAB KHAN,08-Feb-2026 04:01 PM,Rejected-AOC,Reject,14-Mar-2026 01:31 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,24,3390955,Mokshyaraj Sabar,10-Feb-2026 03:28 PM,Rejected-AOC,Reject,14-Mar-2026 01:31 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,25,3385991,M/s.PRASHANT CHANDRAKAR,08-Feb-2026 01:12 PM,Rejected-AOC,Reject,14-Mar-2026 01:31 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,26,3385437,M/s.RASHMI SAHU,09-Feb-2026 01:53 PM,Rejected-AOC,Reject,14-Mar-2026 01:31 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,27,3387672,M/S SB INFRA PROPRIETOR BHABENDRA BAGARTY,10-Feb-2026 12:45 PM,Rejected-AOC,Reject,14-Mar-2026 01:31 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,28,3390488,MUKESH KUMAR JAIN,10-Feb-2026 02:16 PM,Rejected-AOC,Reject,14-Mar-2026 01:31 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,29,3391075,NABIN SAHU,10-Feb-2026 03:51 PM,Rejected-AOC,Reject,14-Mar-2026 01:31 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,30,3386888,NIRAJ SINGH THAKUR,09-Feb-2026 07:27 PM,Rejected-AOC,Reject,14-Mar-2026 01:31 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,31,3386249,PIYUSH GUPTA,08-Feb-2026 05:28 PM,Rejected-AOC,Reject,14-Mar-2026 01:31 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,32,3385565,PRINCE KUMAR GUPTA,08-Feb-2026 05:20 PM,Rejected-AOC,Reject,14-Mar-2026 01:31 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,33,3389405,PUHAN SUBHALAXMI,10-Feb-2026 03:09 PM,Rejected-AOC,Reject,14-Mar-2026 01:31 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,34,3385559,RABINDRA KUMAR SAHU,08-Feb-2026 02:56 AM,Rejected-AOC,Reject,14-Mar-2026 01:31 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,35,3386455,Rafik Ullah Khan,09-Feb-2026 01:28 PM,Rejected-AOC,Reject,14-Mar-2026 01:31 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,36,3389015,RAHUL BOSE,10-Feb-2026 04:46 PM,Rejected-AOC,Reject,14-Mar-2026 01:31 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,37,3388676,RAJU AGRAWL,09-Feb-2026 07:26 PM,Rejected-AOC,Reject,14-Mar-2026 01:31 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,38,3389131,RINKI PUROHIT,10-Feb-2026 04:37 PM,Rejected-AOC,Reject,14-Mar-2026 01:31 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,39,3389813,ROSHAN KUMAR SAHU,10-Feb-2026 12:05 PM,Rejected-AOC,Reject,14-Mar-2026 01:31 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,40,3388023,R S CONSTRUCTIONS,09-Feb-2026 03:11 PM,Rejected-AOC,Reject,14-Mar-2026 01:31 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,41,3389372,SABITA CHHATRIA,10-Feb-2026 12:24 AM,Rejected-AOC,Reject,14-Mar-2026 01:31 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,42,3386612,SANJIB KUMAR HOTA,08-Feb-2026 09:33 PM,Rejected-AOC,Reject,14-Mar-2026 01:31 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,43,3385418,SANTOSH KUMAR SAHU,08-Feb-2026 04:46 PM,Rejected-AOC,Reject,14-Mar-2026 01:31 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,44,3390621,SARITA ROUT,10-Feb-2026 02:04 PM,Accepted-AOC,Accepted,14-Mar-2026 01:31 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,45,3389816,SHRESTH CONSTRUCTION,10-Feb-2026 04:12 PM,Rejected-AOC,Reject,14-Mar-2026 01:31 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,46,3388351,SOURABH KUMAR SAHU,09-Feb-2026 06:10 PM,Rejected-AOC,Reject,14-Mar-2026 01:31 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,47,3391173,SRIMANJALI PANIGRAHI,10-Feb-2026 04:15 PM,Rejected-AOC,Reject,14-Mar-2026 01:31 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,48,3385597,SWAYAM MISHRA,09-Feb-2026 07:09 PM,Rejected-AOC,Reject,14-Mar-2026 01:31 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,49,3389411,TIKESWAR KHAMARI,10-Feb-2026 05:39 AM,Rejected-AOC,Reject,14-Mar-2026 01:31 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,50,3384460,YOGESH KUMAR SAHU,07-Feb-2026 10:29 AM,Rejected-AOC,Reject,14-Mar-2026 01:31 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,51,3390980,YUGESH SAHU,10-Feb-2026 03:32 PM,Rejected-AOC,Reject,14-Mar-2026 01:31 PM,,,,,,,,,,,,,,,,,,,,,AOC
