Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
SE MI DIVISION BALANGIR,O/O THE SE MI DIVISION BALANGIR,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Valid RC, valid GST, Valid PAN, Affidavit, NRC, Tender Cost, EMD, any other docs as per DTCN","6,000",0.0,Nil,Nil,No,Construction Of Atgaon I Check Dam in Puintala Block Of Balangir District Under The scheme MATY 3 0 for the year 2025 26,Construction Of Atgaon I Check Dam in Puintala Block Of Balangir District Under The scheme MATY 3 0 for the year 2025 26,Please refer Tender documents. ,NA ,"45,56,114",Civil Works - Water Works,NA ,Tender,90.0,90.0,PUINTALA,767002.0,NA ,NA ,NA ,O/O THE SE MI DIVISION BALANGIR,No ,No,"45,600",Yes,fixed,,Nil,Nil,"CE,Minor Irrigation,BBSR||Balangir Minor Irrigation Circle Balangir||MI Division Balangir",06 (BGR)/ 2025-26,2025_CEMIB_123814_4,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,26-Dec-2025 10:00 AM,06-Jan-2026 10:00 AM,26-Dec-2025 10:00 AM,05-Jan-2026 05:00 PM,NA ,NA ,26-Dec-2025 10:00 AM,05-Jan-2026 05:00 PM,AOC,19-Mar-2026,"INR 4,570,321",90.0,Rabindranath Sethi,19-Mar-2026 08:45 PM,Atgaon.pdf (231.00 KB),1,3343766,ABHIJEET MANDAL,04-Jan-2026 09:00 PM,Rejected-Finance,Rejected,19-Mar-2026 08:42 PM,RN SETHI,Internal,,Rabindranath Sethi,19-Mar-2026 08:35 PM,techsummary_573303.pdf (230.59 KB),RN SETHI,Internal,,Rabindranath Sethi,19-Mar-2026 08:42 PM,finsummary_573303.pdf (230.59 KB),"CE,Minor Irrigation,BBSR||Balangir Minor Irrigation Circle Balangir||MI Division Balangir",2025_CEMIB_123814_4,06 (BGR)/ 2025-26,Construction Of Atgaon I Check Dam in Puintala Block Of Balangir District Under The scheme MATY 3 0 for the year 2025 26,1.0,3344883.0,KANHU KUMAR AGRAWAL,INR,"4,570,321",Finance,RN SETHI,Rabindranath Sethi,19-Mar-2026 08:33 PM,finance_573303.pdf,BOQ Comparative Chart,AOC
,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2,3342756,ABHIJIT PANIGRAHI,02-Jan-2026 07:05 PM,Rejected-Finance,Rejected,19-Mar-2026 08:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,3343130,AMIT KUMAR AGRAWAL,03-Jan-2026 02:10 PM,Rejected-Finance,Rejected,19-Mar-2026 08:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,3345126,ARJUN ROUL,05-Jan-2026 01:35 PM,Rejected-Finance,Rejected,19-Mar-2026 08:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,3345111,Bhawani Sankar Harpal,05-Jan-2026 02:36 PM,Rejected-Finance,Rejected,19-Mar-2026 08:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,3341529,BIJAYA KUMBHAR,05-Jan-2026 02:28 PM,Rejected-Finance,Rejected,19-Mar-2026 08:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,3343387,BISWA RANJAN PUJARI,05-Jan-2026 12:26 PM,Rejected-Finance,Rejected,19-Mar-2026 08:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,3343929,CHANDA KUMAR PANDA,04-Jan-2026 01:06 PM,Rejected-Finance,Rejected,19-Mar-2026 08:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,3343126,DEEPANJALI BEHERA,03-Jan-2026 01:35 PM,Rejected-Finance,Rejected,19-Mar-2026 08:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,3342717,INDRAJIT DANGA,05-Jan-2026 01:56 PM,Rejected-Finance,Rejected,19-Mar-2026 08:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
