Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Municipal Bodies||Bhubaneswar Municipal Corporation,BMC-EE-Tender Cell-30/2025-26 Dt. 28.07.2025,2025_ORULB_116216_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"67,800",Yes,fixed,,Nil,Nil,30-Jul-2025 11:30 AM,13-Aug-2025 04:30 PM,30-Jul-2025 11:30 AM,13-Aug-2025 04:00 PM,30-Jul-2025 11:30 AM ,05-Aug-2025 11:30 AM ,30-Jul-2025 11:30 AM,13-Aug-2025 04:00 PM,19-Aug-2025 03:30 PM,"Executive Engineer, Central Tender Cell,BMC","Central Tender Cell, UG Floor, ICOMC Tower, Satya Nagar","10,000",0.0,Nil,Nil,No,Construction of RCC Retaining Wall near ETP in TTS in Ward No. 11 and 12,Construction of RCC Retaining Wall near ETP in TTS in Ward No. 11 and 12,Please refer Tender documents. ,NA ,"67,78,612",Civil Works - Others,NA ,Tender,120.0,60.0,BMC AREA,751022.0,Office chamber of EE (Central Tender Cell) ,"Central Tender Cell, UG Floor, ICOMC Tower, Satya Nagar ",05-Aug-2025 04:00 PM ,"Central Tender Cell, BMC",No ,No,1.0,Fee/PreQual/Technical,.pdf,Scanned copies of all documents,1.0,ICICI BANK,AOC,17-Mar-2026,"INR 5,762,497.83",60.0,Lipsa Parida,17-Mar-2026 12:39 PM,WO_30_1.pdf (68.00 KB),1,3034832,ABHISHEK KARTIK RAY,13-Aug-2025 03:50 PM,Rejected-Finance,Rejected,17-Mar-2026 12:31 PM,Finance,15 bids opened successfully,Lipsa Parida,19-Aug-2025 03:45 PM,finance_547752.pdf,BOQ Comparative Chart,City engineer,Internal,"EETENDERCELL,EESANITATION,EEDRAINAGE,DYCOMMISSIONER(LEGAL)BMC,CFO,CITYENGINEER",Lipsa Parida,19-Aug-2025 12:28 PM,19-Aug-2025 03:30 PM,techsummary_547752.pdf (893.74 KB),City engineer,Internal,"EECENTRALTENDERCELL,EEDRAINAGEDIVISION,EESANITATION,DYCOMMISSIONER(LEGAL),CHIEFFINACEOFFICER",Lipsa Parida,17-Mar-2026 12:31 PM,finsummary_547752.pdf (2300.42 KB),Technical,17 bids opened successfully,Lipsa Parida,13-Aug-2025 04:51 PM,technical_547752.pdf,Municipal Bodies||Bhubaneswar Municipal Corporation,2025_ORULB_116216_1,BMC-EE-Tender Cell-30/2025-26 Dt. 28.07.2025,Construction of RCC Retaining Wall near ETP in TTS in Ward No. 11 and 12,1.0,3033978.0,Lokanath Mohanty,INR,"5,762,497.83",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,2.0,ICICI NEFT/RTGS,AOC,,,,,,,2,3034377,AKSHAYA KUMAR SAHOO,13-Aug-2025 02:43 PM,Rejected-Technical,technically disqualified,19-Aug-2025 12:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,3034729,BHABANI SANKAR MALLIA,13-Aug-2025 02:32 PM,Rejected-Finance,Rejected,17-Mar-2026 12:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,3033985,BHUASUNI PRECAST PVT.LTD.,12-Aug-2025 09:01 PM,Rejected-Finance,Rejected,17-Mar-2026 12:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,3027484,BIJAYA KUMAR PARIDA,07-Aug-2025 05:25 PM,Rejected-Finance,Rejected,17-Mar-2026 12:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,3031193,BISWANATH SUBUDHI,11-Aug-2025 01:36 PM,Rejected-Finance,Rejected,17-Mar-2026 12:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,3034410,BYASADEV PROJECTS PRIVATE LIMITED,13-Aug-2025 11:56 AM,Rejected-Finance,Rejected,17-Mar-2026 12:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,3033978,Lokanath Mohanty,12-Aug-2025 11:28 PM,Accepted-AOC,L1 bidder,17-Mar-2026 12:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,3028435,M/S SATYAM AGENCY (PROPRIETOR) SMT. ROJALINI RATH,08-Aug-2025 01:56 PM,Rejected-Finance,Rejected,17-Mar-2026 12:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,3032091,PRAKASH CHANDRA PANDA,11-Aug-2025 06:15 PM,Rejected-Finance,Rejected,17-Mar-2026 12:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,11,3034561,RABINDRA KUMAR SETHI,13-Aug-2025 01:17 PM,Rejected-Technical,Technically disqualified,19-Aug-2025 12:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,12,3034685,SAMBIT KUMAR PRADHAN,13-Aug-2025 02:10 PM,Rejected-Finance,Rejected,17-Mar-2026 12:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,13,3034759,SANTANU KUMAR JENA,13-Aug-2025 03:02 PM,Rejected-Finance,Rejected,17-Mar-2026 12:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,14,3030992,SUJIT KUMAR SETHI,11-Aug-2025 12:18 PM,Rejected-Finance,Rejected,17-Mar-2026 12:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,15,3033374,SUSANTA KUMAR PATRA,12-Aug-2025 02:44 PM,Rejected-Finance,Rejected,17-Mar-2026 12:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,16,3028947,SUSANT KUMAR SETHY,11-Aug-2025 06:59 PM,Rejected-Finance,Rejected,17-Mar-2026 12:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,17,3034250,Umakanta Parida,13-Aug-2025 10:44 AM,Rejected-Finance,Rejected,17-Mar-2026 12:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
