Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage
Executive Engineer,Internal,"Estimator, DAO,EE",Jay Prakash Soren,18-Mar-2026 07:01 PM,techsummary_577247.pdf (373.51 KB),1,3366999,AMLAN JYOTI MADALA,26-Jan-2026 10:50 PM,Rejected-AOC,Disqualified in transparent lottery,18-Mar-2026 07:18 PM,18-Mar-2026,"INR 507,998",30.0,Jay Prakash Soren,18-Mar-2026 07:18 PM,wo11.pdf (216.00 KB),1.0,3373532.0,GOURI PRASAD PATRO,INR,"507,998",Finance,Tender opening,Jay Prakash Soren,18-Mar-2026 06:33 PM,finance_577247.pdf,BOQ Comparative Chart,Executive Engineer,Internal,"Estimator, DAO,EE",Jay Prakash Soren,18-Mar-2026 07:12 PM,finsummary_577247.pdf (373.51 KB),CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-NAWARANGAPUR,2026_CERWI_124950_4,EERWNGP Online 11 2025 26,"SR to Panditguda to Chandrapur road such as Pot hole repair,CD Maintenance,Signage and Berm filling at Ch-0/000 to 5/040 km in Papdahandi Block for the year 2025 26",AOC,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-NAWARANGAPUR,EERWNGP Online 11 2025 26,2026_CERWI_124950_4,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,22-Jan-2026 10:00 AM,31-Jan-2026 11:00 AM,22-Jan-2026 10:00 AM,30-Jan-2026 03:00 PM,22-Jan-2026 10:00 AM ,30-Jan-2026 03:00 PM ,22-Jan-2026 10:00 AM,30-Jan-2026 03:00 PM,1.0,ICICI BANK,"SR to Panditguda to Chandrapur road such as Pot hole repair,CD Maintenance,Signage and Berm filling at Ch-0/000 to 5/040 km in Papdahandi Block for the year 2025 26","SR to Panditguda to Chandrapur road such as Pot hole repair,CD Maintenance,Signage and Berm filling at Ch-0/000 to 5/040 km in Papdahandi Block for the year 2025 26",Please refer to tender documents ,NA ,"5,07,998",Civil Works - Roads,NA ,Tender,90.0,30.0,Papdahandi,764071.0,NA ,NA ,NA ,"RURAL WORKS DIVISION-I, NAWARANGPUR",No ,No,Executive Engineer,"RURAL WORKS DIVISION-I, NAWARANGPUR","4,000",0.0,Nil,Nil,No,"5,080",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,License PAN Card GSTIN and Affidavit as per DTCN,AOC
,,,,,,2,3371337,DEBA RANJAN PATRA,29-Jan-2026 10:33 PM,Rejected-AOC,Disqualified in transparent lottery,18-Mar-2026 07:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Boq,AOC
,,,,,,3,3373532,GOURI PRASAD PATRO,30-Jan-2026 11:18 AM,Accepted-AOC,Awarded of contract,18-Mar-2026 07:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3365525,KESHARI MIRGAN,25-Jan-2026 08:19 PM,Rejected-AOC,Disqualified in transparent lottery,18-Mar-2026 07:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3373364,MAHAMMAD SARUK,30-Jan-2026 02:43 PM,Rejected-AOC,Disqualified in transparent lottery,18-Mar-2026 07:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3368009,NISHIKANTA JENA,30-Jan-2026 01:26 AM,Rejected-AOC,Disqualified in transparent lottery,18-Mar-2026 07:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3365787,RAJKUMAR SATNAMI,26-Jan-2026 08:27 PM,Rejected-AOC,Disqualified in transparent lottery,18-Mar-2026 07:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3371521,Rameswar Gond,30-Jan-2026 07:34 AM,Rejected-AOC,Disqualified in transparent lottery,18-Mar-2026 07:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3364568,RASHMITA BISHOI,25-Jan-2026 09:23 PM,Rejected-AOC,Disqualified in transparent lottery,18-Mar-2026 07:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3372965,SANJIB KUMAR NAG,30-Jan-2026 11:01 AM,Rejected-AOC,Disqualified in transparent lottery,18-Mar-2026 07:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
